[00:00:14.116 --> 00:00:15.816]  There is a war.
[02:24:53.988 --> 02:24:54.328]  I love it.
[02:25:08.021 --> 02:25:10.583]  I mean, there's also a Star-Spangled Banner we're gonna play later.
[02:25:10.583 --> 02:25:12.204]  A lot of stations cut away from that, but this is...
[02:25:32.851 --> 02:25:34.171]  So again, here they are singing.
[02:25:34.171 --> 02:25:44.034]  Talking about America the Free.
[02:25:44.034 --> 02:25:53.997]  Here they are singing America the Free.
[02:25:53.997 --> 02:25:59.799]  And then Trump comes up and he says, oh you've done an exceptional job, yeah, raping the country, but now all that ends.
[02:26:00.879 --> 02:26:03.603]  And then he gets into the real meat and potatoes.
[02:26:03.603 --> 02:26:11.015]  And there aren't words to describe how ultra, how ultra.
[02:26:13.050 --> 02:26:15.051]  Over the top cool this is.
[02:26:15.051 --> 02:26:17.612]  Everything he says is dialed into truth.
[02:26:17.612 --> 02:26:21.494]  It countermands how America was used to build this tyrannical world government.
[02:26:21.494 --> 02:26:24.595]  It was designed to fall after it was set up.
[02:26:24.595 --> 02:26:30.118]  With all this internal strife, and racial strife, and strife in the family.
[02:26:30.118 --> 02:26:31.598]  And all of that, again, is declassified.
[02:26:31.598 --> 02:26:34.279]  All of that is admitted by film Endgame breaks it down.
[02:26:34.279 --> 02:26:35.800]  The plan to break down the family.
[02:26:35.800 --> 02:26:37.481]  The plan to turn us against each other.
[02:26:38.101 --> 02:26:41.763]  The plan to say, don't say you have a mother and father, somebody else might not have it.
[02:26:41.763 --> 02:26:43.924]  The plan to destroy free speech.
[02:26:43.924 --> 02:26:51.467]  America's not perfect, but the ideal of it changed the world, empowered the planet, invented most of the technologies we have.
[02:26:51.467 --> 02:26:59.010]  Because the idea of empowering humanity and innovation, the American dream just being 10% realized, created the modern world we have.
[02:26:59.010 --> 02:27:01.171]  And then it was hijacked.
[02:27:02.907 --> 02:27:04.829]  And turned into a system of total control.
[02:27:04.829 --> 02:27:16.019]  And the technologies were hidden, they were twisted, they were given to people like the smartphones and other things with back doors and Trojan horse control systems.
[02:27:16.019 --> 02:27:16.500]  Think about that.
[02:27:22.861 --> 02:27:27.262]  And they dumb the public down to where they say, he's rich, he wants to be poor.
[02:27:27.262 --> 02:27:33.863]  No, America's about wealth and empowerment and individual liberty and free association, and that creates incredible wealth.
[02:27:33.863 --> 02:27:38.864]  The problem is that then it creates decadence.
[02:27:38.864 --> 02:27:41.805]  Now, they come back from break.
[02:27:41.805 --> 02:27:45.546]  We're going to go right to Trump's speech, and I'm even going to skip the part.
[02:27:46.610 --> 02:27:58.417]  At the intro to it, where he says Chief Justice Roberts and Carter and Clinton and all the rest of them, we the citizens of America are now joining a great nation effort to rebuild our country and restore its promise for all our people.
[02:27:58.417 --> 02:28:01.699]  Together we will determine the course of America and the world for years to come.
[02:28:01.699 --> 02:28:03.160]  That's true.
[02:28:03.160 --> 02:28:10.184]  We will face challenges, we will confront hardships, but we will get the job done.
[02:28:10.184 --> 02:28:15.447]  Every four years we gather on these steps to carry out the orderly and peaceful transition of power,
[02:28:16.724 --> 02:28:24.961]  And we are grateful to President Obama and First Lady Michelle Obama for their graciousness throughout this transition.
[02:28:26.519 --> 02:28:28.361]  They have been magnificent.
[02:28:28.361 --> 02:28:31.223]  Today's ceremony, however, has very special meaning.
[02:28:31.223 --> 02:28:33.084]  We're going to start there.
[02:28:33.084 --> 02:28:33.945]  There.
[02:28:33.945 --> 02:28:37.688]  When we come back, on the other side, I'm Alex Jones.
[02:28:37.688 --> 02:28:38.829]  This is the InfoWar.
[02:28:38.829 --> 02:28:43.452]  We're breaking down the secrets that are now being revealed of the real national treasure.
[02:28:43.452 --> 02:28:45.134]  It's not a Hollywood movie.
[02:28:45.134 --> 02:28:47.235]  What is the American dream?
[02:28:47.235 --> 02:28:48.917]  I will break it all down straight ahead.
[02:28:48.917 --> 02:28:52.259]  For I alone am your chronicler.
[02:28:52.259 --> 02:28:52.840]  Stay with us.
[02:28:55.583 --> 02:28:57.484]  Fully cooked, ready-to-eat bacon.
[02:28:57.484 --> 02:29:00.706]  I'm talking thick, meaty, center-cut, presidential bacon.
[02:29:00.706 --> 02:29:02.308]  Savory and delicious.
[02:29:02.308 --> 02:29:05.149]  I buy some, I use some, I store some.
[02:29:05.149 --> 02:29:05.810]  Awesome.
[02:29:05.810 --> 02:29:08.892]  No refrigeration needed with a 10-year shelf life.
[02:29:08.892 --> 02:29:10.473]  NASA PAC Technology.
[02:29:10.473 --> 02:29:11.093]  Bacon.
[02:29:11.093 --> 02:29:15.236]  Fully cooked, fully hydrated, ready-to-eat right from the pack bacon.
[02:29:15.236 --> 02:29:16.677]  Or warm and served.
[02:29:16.677 --> 02:29:18.718]  Life-saving, ready-to-eat bacon.
[02:29:18.718 --> 02:29:20.680]  10-year shelf life bacon.
[02:29:20.680 --> 02:29:23.442]  Ships free at FullyCookedBacon.com.
[02:29:23.442 --> 02:29:24.682]  FullyCookedBacon.com.
[02:29:25.943 --> 02:29:26.763]  This is Dan Pilla.
[02:29:26.763 --> 02:29:28.544]  Do you have the IRS money you can't pay?
[02:29:28.544 --> 02:29:30.184]  Are tax debts crippling you?
[02:29:30.184 --> 02:29:33.005]  I've defended people from the IRS for over 30 years.
[02:29:33.005 --> 02:29:35.306]  I've helped thousands and I can help you too.
[02:29:35.306 --> 02:29:39.807]  I wrote the book on IRS settlement and I'm telling you there's no such thing as a hopeless case.
[02:29:39.807 --> 02:29:43.769]  Call 800-34-NO-TAX to finally get free of IRS debt.
[02:29:43.769 --> 02:29:47.530]  With the IRS's new programs, there's never been a better time to solve your problem.
[02:29:47.530 --> 02:29:47.970]  Call 800-34-NO-TAX.
[02:29:47.970 --> 02:29:49.591]  That's 800-34-NO-TAX or my website, danpilla.com.
[02:29:56.559 --> 02:30:01.204]  Support good oral health with our one-of-a-kind super blue fluoride free products.
[02:30:01.204 --> 02:30:08.852]  InfoWars Life brings you a revolutionary toothpaste blend with iodine and nano silver designed to deliver a powerful clean.
[02:30:08.852 --> 02:30:12.797]  Enjoy a minty fresh flavor made with peppermint oil or try our bubblegum flavor.
[02:30:13.097 --> 02:30:19.223]  Pair this groundbreaking toothpaste with the Super Blue Fluoride-Free Mouthwash and supercharge your oral health.
[02:30:19.223 --> 02:30:25.829]  Our amazing mouthwash features natural oils and ancient ingredients used since aboriginal and biblical times.
[02:30:25.829 --> 02:30:35.958]  Instead of containing fluoride, our Super Blue line is loaded with the good halogen iodine and an array of other beneficial compounds that have been hand-selected for their oral health benefits.
[02:30:36.118 --> 02:30:42.983]  Our Super Blue Fluoride-Free Mouthwash and Toothpaste are the first and only to contain all of these natural ingredients.
[02:30:42.983 --> 02:30:45.845]  Xylitol, Nano Silver, and Iodine.
[02:30:45.845 --> 02:30:49.467]  Notice the difference with our Super Blue Fluoride-Free products.
[02:30:49.467 --> 02:30:54.470]  Refresh your breath and invigorate your oral health routine at InfoWarsStore.com.
[02:30:54.470 --> 02:30:56.372]  That's InfoWarsStore.com.
[02:30:56.872 --> 02:31:05.159]  Please listen carefully because I'm about to point out three things that will save you a lot of money while you get high quality products and fund the info war.
[02:31:05.159 --> 02:31:06.360]  A 360 win.
[02:31:06.360 --> 02:31:12.925]  Number one, when you choose AutoShip before checkout, we give you 10% off on your order at infowarshore.com.
[02:31:12.925 --> 02:31:20.451]  Number two, you're also able to get items that are out of stock when you sign up for AutoShip because we hold back a surplus for AutoShip customers.
[02:31:20.851 --> 02:31:25.915]  Number three, we're giving you free shipping on all orders above $50.
[02:31:25.915 --> 02:31:32.021]  Listeners have been requesting this for years because it's so easy to forget to reorder the products that you need each month.
[02:31:32.021 --> 02:31:39.827]  Just go to InfoWarsTore.com, select your favorite product or products, click on AutoShip, and choose how often you want us to send you another order.
[02:31:39.827 --> 02:31:47.033]  As you know, I coined the term 360Win, and with the new AutoShip feature at InfoWarsLife.com, this is a sure win.
[02:31:47.033 --> 02:31:47.854]  10% off on AutoShip.
[02:31:48.114 --> 02:31:50.416]  Win-win-win at InfoWarsLife.com.
[02:31:50.416 --> 02:31:52.417]  Free shipping on orders above $50.
[02:31:52.417 --> 02:31:56.920]  And all out-of-stock items are never out of stock when you sign up for auto-ship.
[02:31:56.920 --> 02:32:02.064]  Introducing Floralife, the new probiotic line developed exclusively by InfoWarsLife.
[02:32:02.064 --> 02:32:06.847]  After years of research on the human microbiome, not all probiotics are made the same.
[02:32:06.847 --> 02:32:11.350]  Floralife probiotics use a unique targeted delivery system that bypasses the stomach
[02:32:11.590 --> 02:32:11.790]  I'm good.
[02:32:31.596 --> 02:32:35.457]  Did you know that over 80% of your immune system is located in your gut?
[02:32:35.457 --> 02:32:40.198]  That's why increasing gut probiotic levels is so important for overall health.
[02:32:40.198 --> 02:32:48.280]  Floralife is sold as a $15 billion probiotic for everyday maintenance care and a $50 billion probiotic for a 30-day advanced gut restoration program.
[02:32:48.280 --> 02:32:52.482]  Head to infowarslife.com to pick up your bottle of Floralife probiotics today.
[02:32:52.482 --> 02:32:53.782]  That's infowarslife.com.
[02:32:59.580 --> 02:33:02.902]  You're listening to the Alex Jones Show.
[02:33:02.902 --> 02:33:12.148]  You want answers?
[02:33:12.148 --> 02:33:16.211]  Well, so does he.
[02:33:16.211 --> 02:33:17.672]  It's Alex Jones.
[02:33:28.780 --> 02:33:35.583]  Well, Foxconn has slave nets and the suicide nets.
[02:33:35.583 --> 02:33:37.685]  It's announced that they're going to build factories in the U.S.
[02:33:37.685 --> 02:33:39.085]  There won't be slaves there, obviously.
[02:33:39.085 --> 02:33:41.326]  That's under Trump.
[02:33:41.326 --> 02:33:43.588]  All those other big companies are announcing they're coming here.
[02:33:43.588 --> 02:33:57.675]  As this accelerates, President Trump has declared a new Declaration of Independence for America against the multinational, unelected corporations that have set up a world where it's acceptable for China to have slave factories and have us buy goods.
[02:33:59.634 --> 02:34:10.869]  Or is it acceptable for Obama to open up the borders and let people with TB, syphilis, gonorrhea, every other disease you can imagine, even wet leprosy, to come into America?
[02:34:12.637 --> 02:34:16.679]  These globalists are very evil and they look like demons being exercised yesterday.
[02:34:16.679 --> 02:34:19.340]  So let's go into John Roberts administering the oath.
[02:34:19.340 --> 02:34:22.501]  Let's go into what happened and then it'll go a little bit of the next hour.
[02:34:22.501 --> 02:34:25.322]  I want to start really just getting to this historic speech.
[02:34:25.322 --> 02:34:28.884]  I'm just going to write notes here and then have brief comments to analysis.
[02:34:28.884 --> 02:34:37.367]  But in the next few days, I'm going to shoot a special report where I break down and decode the larger meanings of what Trump's saying.
[02:34:37.367 --> 02:34:39.788]  But a lot of it's very, very boilerplate.
[02:34:39.788 --> 02:34:40.789]  I mean, it's very, very clear.
[02:34:41.920 --> 02:34:44.501]  We're going to release the secret technologies, the life extension.
[02:34:44.501 --> 02:34:46.743]  We're going to harness the secrets of the universe.
[02:34:46.743 --> 02:34:51.525]  We're going to have America lead by freedom again, not by control.
[02:34:51.525 --> 02:34:53.887]  So this isn't America relinquishing control.
[02:34:53.887 --> 02:35:03.952]  This is America recognizing and helping dismantle a corrupt world government, a corporate world government that's been set up that we've been used to create.
[02:35:03.952 --> 02:35:09.496]  So this is America getting redemption back from the crimes that we've been used
[02:35:10.373 --> 02:35:12.054]  To basically commit.
[02:35:12.054 --> 02:35:15.116]  This is incredible, and only Donald Trump can write this.
[02:35:15.116 --> 02:35:17.797]  He wrote this speech, admittedly, himself.
[02:35:17.797 --> 02:35:21.960]  They made fun of him for it, as if a president couldn't write his own speech.
[02:35:21.960 --> 02:35:25.422]  Donald Trump is a godsend, ladies and gentlemen.
[02:35:25.422 --> 02:35:27.303]  Let's go to his swearing in, here it is.
[02:35:27.303 --> 02:35:37.689]  Ladies and gentlemen, it's an honor to introduce the Chief Justice of the United States, John G. Roberts Jr., who will administer the presidential oath of office.
