[00:00:00.029 --> 00:00:00.789]  This is everything.
[02:00:38.299 --> 02:00:41.141]  He had a New World Order that was challenging the British Empire's New World Order.
[02:00:41.702 --> 02:00:41.922]  H.G.
[02:00:41.942 --> 02:00:45.004]  Wells, that wrote mainly science fiction, was one of the top Damien socialists.
[02:00:45.464 --> 02:00:51.208]  He also wrote the New World Order that was political about their socialist, communist world government.
[02:00:51.808 --> 02:00:57.133]  And Joseph Goebbels has come out even in mainline documents and Hitler wanted to kill H.G.
[02:00:57.173 --> 02:01:02.537]  Wells because they saw him as their contemporary challenge.
[02:01:02.617 --> 02:01:07.041]  So they're not enemies in that they don't want basically the same thing, just different paths to that.
[02:01:07.381 --> 02:01:08.682]  So you have H.G.
[02:01:08.722 --> 02:01:12.945]  Wells right here and you've got the Nazis but forking off from the same thing.
[02:01:13.906 --> 02:01:15.247]  And that's the plan.
[02:01:15.327 --> 02:01:21.131]  So it's a new world order, a scientific takeover of humanity, and building this monstrosity.
[02:01:21.151 --> 02:01:39.161]  See, we're getting into Prescott Bush, AP, Reuters, London Guardian, congressional hearings, semi-film endgame, Spendley Butler, the Commandant of the Marine Corps, they're approaching to be the dictator with the Nazis, overthrow America, he turns against them, you know, the US military secretly goes around and kills a bunch of Nazis, right at the start of World War II.
[02:01:40.302 --> 02:01:42.124]  But then Prescott Bush is left alone.
[02:01:42.464 --> 02:01:43.985]  See, we're going down that thread for a reason.
[02:01:44.025 --> 02:01:51.831]  It's a great angle to go through, but I want to ask you about Tucker Carlson being fired and what happened with COVID and the Ukraine war.
[02:01:51.851 --> 02:01:56.595]  Because, Fletcher, you've done all this great work in the past, and when we're introducing here, people should search your name.
[02:01:56.995 --> 02:02:05.182]   A lot of it isn't on YouTube or Google, but you can go to C-SPAN, and that's where if you search terms, they have the actual archives of all those congressional hearings and And press conferences.
[02:02:05.442 --> 02:02:05.962]  It's incredible.
[02:02:05.982 --> 02:02:07.823]  And I ran Contra and everything else.
[02:02:07.924 --> 02:02:09.465]  When you're saying these things, it sounds wild.
[02:02:09.505 --> 02:02:12.987]  Like, I wrote secret reports for Congress and I was in deep state wars.
[02:02:13.227 --> 02:02:14.228]  It's all true, folks.
[02:02:14.428 --> 02:02:15.328]  He was on the nightly news.
[02:02:15.348 --> 02:02:16.109]  He was all over the place.
[02:02:16.509 --> 02:02:21.933]  And he was drafted into this war, as he said, and learning who the different sides were.
[02:02:22.773 --> 02:02:28.037]  So it's dead on because I've been in the middle of this as well in my own experiences since we got big in the last 20 years.
[02:02:28.477 --> 02:02:31.179]  So Fletcher, you can go wherever you want, but let's continue.
[02:02:32.654 --> 02:02:46.496]  Okay, well, the spooky thing is, you know, and I will, we'll go back and I'm going to make a, we're going to put put something together with a secondarily here.
[02:02:47.257 --> 02:03:01.199]  I'm going to make all of my reports, the bulk of the ones that I actually put down on on DVDs and sold them put on, you know, to let them made them available to the Patriots.
[02:03:03.870 --> 02:03:26.958]   But to compress what happened in my situation, I had a million dollar toy company back in the old days when if you started something in your basement and you turned it into a million dollar project, that was a success.
[02:03:27.458 --> 02:03:31.899]  It would have to be a couple of billion now, I guess, to even make the news.
[02:03:32.580 --> 02:03:36.361]  But I had created a toy that was extraordinarily unique.
[02:03:37.101 --> 02:03:42.264]  And my background prior to that is amazing also, and I won't get into that at all now.
[02:03:43.204 --> 02:03:49.948]  But I was a child performer on Broadway when I was like 11 years old.
[02:03:50.328 --> 02:03:51.309]  I made more money.
[02:03:51.469 --> 02:03:54.830]  I was in two Broadway shows, Rodgers, Hammerstein, things.
[02:03:55.251 --> 02:03:58.832]  The Carousel was the name of one of them, and the other was Finian's Rainbow.
[02:03:59.653 --> 02:04:00.393]  I did that when I was 12.
[02:04:01.074 --> 02:04:02.794]  I paid my first Social Security.
[02:04:03.295 --> 02:04:05.676]  I was making more money than my father, God bless him.
[02:04:06.817 --> 02:04:09.958]  As a performer, and that goes way back, right?
[02:04:10.378 --> 02:04:16.862]  That started my life in terms of at least public exposure, I guess.
[02:04:18.123 --> 02:04:20.144]  That's something else altogether.
[02:04:20.164 --> 02:04:21.204]  We'll get into that.
[02:04:21.224 --> 02:04:41.984]   But the point was, That I had just a simple company, a good, actually was doing extraordinarily well because it was an extraordinary unique toy and it was, I had, it was on television just on the fact that it was so unusual.
[02:04:42.004 --> 02:04:43.464]  No, I've looked at it before, I forget.
[02:04:43.484 --> 02:04:45.385]  Tell us the name of the toy, we'll pull it up.
[02:04:46.465 --> 02:04:46.685]  Yeah.
[02:04:47.366 --> 02:04:48.326]  Okay, so anyhow.
[02:04:48.346 --> 02:04:51.487]  Tell us the name of the toy, we'll pull it up.
[02:04:52.623 --> 02:04:54.704]  What, okay, excuse me, say that again.
[02:04:54.824 --> 02:04:57.066]  Tell us the name of the toy, we'll pull it up for viewers.
[02:04:58.467 --> 02:05:01.008]  Well, it's, it's, they were spring animals.
[02:05:01.989 --> 02:05:08.393]  I have a bunch of, I have some DVDs, because all it was on network stuff and all that.
[02:05:09.473 --> 02:05:13.996]  I'll see that you get them, and then you'll have everything to deal with.
[02:05:14.076 --> 02:05:16.638]  Unfortunately, we're on DVDs, but we can go from there.
[02:05:16.658 --> 02:05:17.798]  That's beside the point.
[02:05:20.060 --> 02:05:40.909]   Anyhow, the The terrible thing that I discovered totally by accident, and I got into it, merged my company with a company, turned out to be a covert operation for what at that time was the Contra, Iran-Contra scandal.
[02:05:42.650 --> 02:05:46.011]  And they were trying to recruit me into the CIA.
[02:05:46.031 --> 02:05:58.891]   They even ended up classifying by the executive order The toy company, Ronald Reagan, under the direction of G.H.W.
[02:05:58.931 --> 02:06:03.032]  Bush, who was vice president with Reagan, and he's a bad guy.
[02:06:03.752 --> 02:06:06.513]  The entire families are bad guys, period.
[02:06:07.054 --> 02:06:09.875]  Like it or lump it, that's the story and it's proven.
[02:06:10.135 --> 02:06:13.136]  They're all involved with skull and bones.
[02:06:14.125 --> 02:06:16.546]  Senator John Kerry is involved with Skull and Bones.
[02:06:16.566 --> 02:06:21.207]  Yeah, let's speak to the Satanism, because the toy company and Iran Contra, everybody, people know about that.
[02:06:21.847 --> 02:06:26.268]  You're really smart about the future and the world, so let's talk about the Satanism you're discussing.
[02:06:27.328 --> 02:06:42.855]   Yeah, the Satanism, and this is what I, one of the best things that I was able to do was I did get some extraordinary high-level Whistleblowers.
[02:06:43.035 --> 02:06:50.663]  And they would just contact me because they saw my stupid butt up on TV going to and trying to challenge all these people.
[02:06:51.104 --> 02:06:53.266]  And that's a perfect picture right there.
[02:06:53.286 --> 02:06:58.832]  You know, the bushes were all involved with the skull and bones.
[02:07:00.558 --> 02:07:06.362]  John Kerry was involved with the Skull and Bones and John Kerry and I became quite close.
[02:07:06.902 --> 02:07:21.350]  I assisted him in a few things and he ended up, I ran in Congress against a bad guy down in Orlando, Florida at one point in time.
[02:07:24.452 --> 02:07:27.033]  His name was Bill McCollum, Congressman Bill McCollum.
[02:07:28.706 --> 02:07:38.432]  He ended up being a guy that was involved with the assassinations of Sonny Bono, who died on the ski slopes.
[02:07:38.472 --> 02:07:41.193]  He was assassinated and he was hit.
[02:07:42.074 --> 02:07:43.535]  He never ran into any tree.
[02:07:43.595 --> 02:07:48.818]  They dragged his body up against the tree, made it look like he had run into a tree.
[02:07:49.698 --> 02:07:53.860]  Sonny Bono was on a Christmas holiday, I believe it was in 89.
[02:07:55.868 --> 02:07:58.029]  Why did they kill Sonny Bono?
[02:07:58.069 --> 02:07:59.730]  He was really speaking out against the Deep State.
[02:08:00.930 --> 02:08:07.033]  They killed Sonny Bono because he started to... Let me back up.
[02:08:07.573 --> 02:08:12.915]  I was hired at one point in time by Manuel Noriega's lawyers.
[02:08:13.995 --> 02:08:15.576]  The lawyers from Manuel Noriega.
[02:08:15.676 --> 02:08:16.696]  They contacted me.
[02:08:17.177 --> 02:08:22.839]  They said, Mr. Fletcher... I was down in Atlanta or Orlando at the time still on the East Coast.
[02:08:24.019 --> 02:08:36.006]   They said, Mr. Fletcher, Can you show the connection between Manuel Noriega and the drug operations out of South America?
[02:08:36.026 --> 02:08:39.766]  Now, I'm going to tell people something right now.
[02:08:39.946 --> 02:08:41.026]  This is a reality.
[02:08:41.527 --> 02:08:51.328]  Anything that I say, I can not only prove it, but I can prove it beyond a doubt with actual videos, documentations, and statements, etc.
[02:08:51.708 --> 02:08:53.109]  by the people that were involved.
[02:08:54.009 --> 02:08:55.749]  The Bush family were running drugs.
[02:08:57.230 --> 02:09:00.332]  Up from the Iran, in the Iran-Contra mess.
[02:09:00.832 --> 02:09:13.899]  They had an operation called Operation Watchtower that had used military forces to install signaling devices under, under, right under everybody's nose.
[02:09:13.959 --> 02:09:15.780]  It was called Operation Watchtower.
[02:09:16.340 --> 02:09:26.486]  And they had radar signals that would, that the aircraft coming up from South America filled with cocaine.
[02:09:27.688 --> 02:09:29.370]  I'm talking Phil with cocaine.
[02:09:29.410 --> 02:09:30.531]  Could use his beacons.
[02:09:30.571 --> 02:09:32.313]  Yeah, that came out, and Bill Clinton was our front guy.
[02:09:32.613 --> 02:09:37.899]  We'll come back and talk about that, but I want to, Fletcher, I want to take calls for you, and also want to talk about what currently is happening.
[02:09:37.919 --> 02:09:43.425]  Alright, we're going to open the phones up next hour for Bob Fletcher.
[02:09:44.557 --> 02:09:47.840]  Who has seen it all and was one of the original people predicting everything that's happening.
[02:09:47.860 --> 02:10:01.592]  And Bob, I'm happy we're going over the past and the things going on, but up front, I wanted to get your view on the current world, the COVID lockdowns, the world government being announced, the UN to be in charge of our medicine and our bodies.
[02:10:01.652 --> 02:10:04.475]  I mean, we're inside the new world order now.
[02:10:05.315 --> 02:10:06.416]  What do you think the people can do?
[02:10:06.777 --> 02:10:11.341]  Can you speak to this as a human being living in this world today, watching all this?
[02:10:13.519 --> 02:10:24.802]  Well, it really is problematic because there's a combination of problems that are really serious.
