[00:00:29.713 --> 00:00:31.053]  A digital frontier.
[02:08:39.196 --> 02:08:48.343]  I can't exactly know if it was in New York or Chicago, but I know that these two buildings had bombs on the inside of them, and they exploded.
[02:08:48.363 --> 02:08:51.064]  And I could see them coming down, and they were bringing them down.
[02:08:52.646 --> 02:09:00.877]  The Lord warns me about this, but the major thing that the Lord has been talking to me about to warn the people is they're designing a new plague.
[02:09:01.498 --> 02:09:09.348]  And he said, Brennan, I need you to tell my people that there is a massive plague that will make COVID look like a walk in the park.
[02:09:09.989 --> 02:09:13.752]  He said, Brandon, they are they are using AI technology.
[02:09:14.233 --> 02:09:20.218]  And I saw them taking the DNA code of this virus that they're making in a lab.
[02:09:20.618 --> 02:09:22.039]  I saw these leaders.
[02:09:22.299 --> 02:09:23.360]  I saw these people.
[02:09:23.380 --> 02:09:25.402]  I don't from my life.
[02:09:25.522 --> 02:09:27.884]  I probably shouldn't name their names, but I saw these.
[02:09:29.045 --> 02:09:31.065]  You're talking about a binary weapon, to be clear.
[02:09:31.085 --> 02:09:36.126]  You're saying it was designed to hit people that were already on certain medications?
[02:09:56.727 --> 02:09:57.027]  Yes, sir.
[02:09:57.567 --> 02:10:02.690]  And he said it was genetic code, the way they were doing it with DNA.
[02:10:02.730 --> 02:10:07.952]  And he said they were using that kind of technology somehow and making it into a super virus.
[02:10:08.412 --> 02:10:12.134]  And he said, Brandon, there will be no vaccination that they will be able to come up with this.
[02:10:12.174 --> 02:10:15.255]  This is made to have like a genocide against the people.
[02:10:15.555 --> 02:10:18.036]  And he told me, he said, you must warn them that they're going to do this.
[02:10:18.316 --> 02:10:21.738]  And you know, whenever you warned everybody, Alex, that they were going to try to
[02:10:22.838 --> 02:10:26.161]  Bring in another kind of a COVID before the election.
[02:10:26.582 --> 02:10:30.686]  You sound the alarm to warn the people, and it looks like it was stopped.
[02:10:31.086 --> 02:10:36.771]  The louder we get, we expose their darkness and their plans of what they're trying to plot against the people.
[02:10:36.791 --> 02:10:37.171]  And isn't that key?
[02:10:37.191 --> 02:10:41.415]  You're the pastor, but isn't God gives us prophecy to give us a chance to stop it?
[02:10:41.455 --> 02:10:42.917]  It's not meaning we want it to happen.
[02:10:42.937 --> 02:10:48.562]  It means people, and then God gives people the power of prophecy so they get listened to later, and we can turn it around.
[02:10:49.437 --> 02:10:50.718]  Yes, that's exactly right.
[02:10:50.958 --> 02:10:54.120]  And I believe with all my heart that we can stop these things that I'm seeing.
[02:10:54.580 --> 02:11:10.308]  You know, when we sound the alarm and we're saying, hey, look over here, look over here, like a watchman, you know, it's like what they would do in the old days, you know, they would stand on the wall and they would see the enemies coming and they would say, listen, there's an army coming to destroy Israel.
[02:11:10.328 --> 02:11:11.649]  There's an army coming to do whatever.
[02:11:12.269 --> 02:11:15.011]  They're warning the people so they can prepare to fight.
[02:11:15.571 --> 02:11:22.956]  And here I am, I'm trying to warn you all that they're going to try to create another major virus like COVID that is worse.
[02:11:23.677 --> 02:11:24.818]  COVID was the test run.
[02:11:25.178 --> 02:11:27.359]  You all think that COVID was the major event?
[02:11:27.559 --> 02:11:27.780]  No.
[02:11:28.160 --> 02:11:32.303]  I've seen hundreds of millions of people going to die from this virus.
[02:11:32.663 --> 02:11:36.345]  And I saw it was a great, like a yellow cloud.
[02:11:36.365 --> 02:11:37.146]  It was like a
[02:11:37.586 --> 02:11:41.549]  A plague like coming out of, it was airborne is what the Lord was trying to show me.
[02:11:42.190 --> 02:11:46.813]  And there was literally camps of people.
[02:11:46.833 --> 02:11:49.175]  The hospitals were overwhelmed.
[02:11:49.535 --> 02:11:53.178]  They were overwhelmed with all the people that were dying from this virus.
[02:11:53.258 --> 02:11:55.440]  And they had tents.
[02:11:55.620 --> 02:12:00.464]  The Lord showed me tents of people all throughout the parking lots of places.
[02:12:02.365 --> 02:12:03.326]  We're good to go.
[02:12:20.040 --> 02:12:21.401]  I can tell you're real.
[02:12:22.182 --> 02:12:27.025]  I can feel it in the spirit that you guys are on target, and I've seen some of the things you've said, they've come true as well.
[02:12:27.446 --> 02:12:35.872]  And I've had similar things happen, and I never really wanted to even say it on air, but I know when it's God telling me something, and in just the last six months, I said they will try to kill Trump.
[02:12:35.892 --> 02:12:36.312]  It's imminent.
[02:12:36.752 --> 02:12:40.775]  Because I could literally feel God almost slapping me on the side of the face saying,
[02:12:41.556 --> 02:12:47.418]  I'm telling you this, but I had some really amazing things happen in the last six months, and I told people on air about it no matter how crazy it sounded.
[02:12:47.438 --> 02:12:50.459]  Notice, the media didn't attack me because they know this stuff's real, folks.
[02:12:50.479 --> 02:12:51.419]  They don't want to even talk about it.
[02:12:52.039 --> 02:12:55.100]  And I would just, like, wake up, and God would say, this happened four times in one week.
[02:12:55.120 --> 02:12:58.681]  This has happened other times in my life, but not, you know, usually, like, a couple times a year.
[02:12:58.761 --> 02:13:01.142]  And God would say, your phone's in there on the bathroom.
[02:13:01.202 --> 02:13:01.642]  Go look at it.
[02:13:01.662 --> 02:13:01.822]  It's 4 a.m.
[02:13:03.422 --> 02:13:06.986]  I'm doing this because you need to absolutely do what I say when I say it and say what I tell you to say.
[02:13:20.481 --> 02:13:24.744]  And so that's why since then, I've just said whatever I'm, because we're in that much danger.
[02:13:25.144 --> 02:13:25.904]  This is that real.
[02:13:25.964 --> 02:13:27.345]  God is real, folks, okay?
[02:13:27.365 --> 02:13:27.985]  This isn't me.
[02:13:28.426 --> 02:13:30.787]  It's that I'm attuned to it, and there's many other people.
[02:13:31.187 --> 02:13:34.229]  And as the enemy comes in like a flood, the Spirit of the Lord will lift up a standard against it.
[02:13:34.509 --> 02:13:38.271]  And I'm not claiming I'm some angel or perfect person, but I love God, and I've been touched by God.
[02:13:38.632 --> 02:13:40.693]  And I can tell you right now that Pastor Brandon Biggs has.
[02:13:40.953 --> 02:13:44.455]  So I want you to get back into this bio attack you see happening, and we'll get into it next segment.
[02:13:44.735 --> 02:13:48.958]  But the time we have left, tell us in this short segment, or the time we have left in the segment, the short,
[02:13:49.858 --> 02:13:56.380]  About yourself, how you got touched by God, what it feels like, how you know, or is it visual, or is it in the spirit?
[02:13:56.880 --> 02:14:09.983]  And then go back to, you guys tape in November, it airs in March, four months before this happens, you would describe him hitting the ground, and then Trump even said when he hit the ground, he felt God so strong, he even said that.
[02:14:10.444 --> 02:14:12.704]  And then he said, I got way stronger in God.
[02:14:12.924 --> 02:14:15.105]  Word for word, what God told you.
[02:14:15.145 --> 02:14:19.146]  So tell us about yourself, and then what it's like when you're given this prophetic information.
[02:14:20.100 --> 02:14:20.300]  Okay.
[02:14:21.481 --> 02:14:23.322]  Well, I'll tell you about myself.
[02:14:23.682 --> 02:14:29.705]  You know, I've been a person to just to seek the Lord on my heart, with all my heart, basically since I was a kid.
[02:14:30.225 --> 02:14:36.829]  You know, I felt a call in my life since I was probably, you know, probably 10 years old.
[02:14:37.349 --> 02:14:41.551]  I started seeing in the Spirit like what I'm talking about when I was 16 years old.
[02:14:41.571 --> 02:14:42.892]  I just started praying.
[02:14:43.272 --> 02:14:46.133]  And then whenever I start praying, I feel the presence of the Lord.
[02:14:46.453 --> 02:14:46.894]  My ears,
[02:14:47.594 --> 02:14:51.295]  You know, it's going to sound really strange, but my ears will get really hot.
[02:14:51.375 --> 02:14:56.317]  Like, like I have a match on my ears and they get like really warm.
[02:14:56.657 --> 02:14:57.078]  Absolutely.
[02:14:57.318 --> 02:14:58.078]  My head gets hot.
[02:14:58.518 --> 02:14:59.599]  It's like, exactly.
[02:14:59.839 --> 02:15:00.459]  I felt that too.
[02:15:01.812 --> 02:15:10.140]  And then all of a sudden, I see pictures, and they come up before me like a movie screen, all in front of my face, and I see them.
[02:15:10.180 --> 02:15:18.468]  And then a lot of times, like I've had visitations from the Lord personally, and He'll come and talk to me and tell me about what's coming.
[02:15:19.028 --> 02:15:20.149]  And he'll warn me.
[02:15:20.369 --> 02:15:22.231]  And I said, Lord, who am I?
[02:15:22.811 --> 02:15:25.153]  I've been a janitor my whole life.
[02:15:25.353 --> 02:15:28.696]  I've cleaned and now I do eBay and things like that.
[02:15:28.776 --> 02:15:32.238]  But I had very little education.
[02:15:32.299 --> 02:15:34.420]  I had learning disabilities my whole life.
[02:15:34.901 --> 02:15:35.781]  I could barely read.
[02:15:35.801 --> 02:15:38.643]  I was basically an outcast.
[02:15:38.784 --> 02:15:40.445]  I was bullied my whole life.
[02:15:42.006 --> 02:15:50.392]  I've just always had a desire and a hunger to know Jesus, and I started going and being a janitor at a church.
[02:15:50.432 --> 02:15:53.514]  I was a janitor for 13 years, cleaning toilets.
[02:15:53.534 --> 02:15:56.717]  I cleaned 90 toilets every other day.
[02:15:57.117 --> 02:16:00.880]  On Wednesdays and Saturdays and Sundays, I cleaned the bathrooms, and that's how I did it.
[02:16:00.960 --> 02:16:02.921]  I just stayed in those bathrooms.
[02:16:02.981 --> 02:16:05.023]  I prayed and helped out with the church.
[02:16:06.064 --> 02:16:12.950]  And over that time, I developed a relationship with the Lord, and He would just start coming and talking to me and telling me things that were coming.
[02:16:13.471 --> 02:16:15.933]  And this has been happening, like I said, for a long time.
[02:16:16.454 --> 02:16:24.262]  I was always by myself, and then all of a sudden He came to me and He said, Brandon, I want you to go on YouTube, and I want you to tell my people that I'm coming.
[02:16:24.722 --> 02:16:33.048]  And there's going to be a major revival, and there's going to be these things take place, and I need you to warn my people of the things that I've showed you.
[02:16:33.448 --> 02:16:35.610]  And I said, Lord, they're not going to listen to me.
[02:16:35.670 --> 02:16:37.851]  And he said, Brandon, I need you to do this.
[02:16:38.292 --> 02:16:39.413]  And I said, I will do it.
[02:16:39.813 --> 02:16:46.358]  So I started a YouTube channel a year ago, about this time last year, and it's just taken off.
[02:16:48.739 --> 02:16:48.939]  Right.
[02:16:49.440 --> 02:16:56.024]  Pastor Steve along and he said, I want you to go on there and talk to him and tell him some of the things I'm sharing with you.
[02:16:56.104 --> 02:16:56.844]  And that's beautiful.
[02:16:56.864 --> 02:17:01.547]  So tell us about, because you've talked about some of the specifics every little bit.
[02:17:01.988 --> 02:17:02.588]  Where were you?
[02:17:02.628 --> 02:17:05.109]  What was happening when God told you what was going to happen to Trump?
[02:17:05.210 --> 02:17:07.191]  You perfectly described it with precision.
[02:17:08.914 --> 02:17:12.516]  I was just praying, and just like I normally do, I pray at night for the nation.
[02:17:12.556 --> 02:17:14.117]  I pray for people like you.
[02:17:14.177 --> 02:17:18.540]  I pray for the patriots to come out and pray for our nation.
[02:17:18.700 --> 02:17:19.460]  I do it all the time.
[02:17:19.520 --> 02:17:22.562]  I pray for even Joe Biden, and it's hard to do, but I do.
[02:17:23.082 --> 02:17:27.645]  But I pray for God to bring a revival back to America again.
[02:17:28.445 --> 02:17:34.747]  And, um, and just like I was just praying, just like on a normal night, all of a sudden the Lord told me, he said, this is what's going to come this year.
[02:17:34.827 --> 02:17:38.448]  And I need you to pray over president Trump because they're going to try to kill him.
[02:17:38.908 --> 02:17:41.209]  And he said, he said, we can stop this.
