# Transcription model: nvidia/parakeet-tdt-0.6b-v2, custom faster_whisper
[00:00:30.080 --> 00:00:32.719]  InfoWars, tomorrow's news, today.
[02:08:07.039 --> 02:08:09.439]  Do not antagonize Trump.
[02:08:10.399 --> 02:08:13.840]  I mean, look how much I'm antagonizing him, trying to help him, for God's sakes.
[02:08:14.159 --> 02:08:15.680]  And he's specifically pissed off at me.
[02:08:15.760 --> 02:08:16.399]  I can tell you that.
[02:08:16.640 --> 02:08:19.680]  I've been told a lot.
[02:08:21.520 --> 02:08:28.239]  He's now calling me not the brave, incredible Texan or people, men should be like you.
[02:08:28.399 --> 02:08:29.760]  We'd save the world.
[02:08:30.319 --> 02:08:32.319]  Now it's he's a dumb shit.
[02:08:32.640 --> 02:08:34.319]  Tell Alex he's a dumb shit.
[02:08:34.479 --> 02:08:36.000]  Well, thank you for the message.
[02:08:36.319 --> 02:08:38.159]  Thank you, Mr. President.
[02:08:39.119 --> 02:08:44.399]  I kind of am retarded, but not as retarded as you've been lately, buddy boy.
[02:08:45.039 --> 02:08:49.760]  So if you're looking for friends that are going to tell you what you want to hear, you go ahead.
[02:08:49.840 --> 02:08:51.039]  I'm sure there's plenty of those around you.
[02:08:51.199 --> 02:08:52.000]  It's not me.
[02:08:52.319 --> 02:08:53.119]  That ain't me.
[02:08:55.840 --> 02:08:59.359]  Freedom is just another word for nothing left to lose.
[02:08:59.680 --> 02:09:02.159]  And baby, we ain't got nothing if we ain't free.
[02:09:06.000 --> 02:09:08.479]  I will henceforth be known as Darth Dumbshit.
[02:09:10.000 --> 02:09:12.479]  Tell Alex, he's a dumbshit.
[02:09:13.680 --> 02:09:14.000]  Okay.
[02:09:14.880 --> 02:09:20.720]  Well, if you think what you've been doing is good, buddy, everything you seem to have a mind is touched, maybe it's all going to work out.
[02:09:20.880 --> 02:09:21.920]  I sure hope so.
[02:09:23.199 --> 02:09:26.720]  I told you they were going to say you didn't get the uranium and keep beating the drums for war.
[02:09:27.039 --> 02:09:28.239]  You thought you were going to shut this down.
[02:09:28.319 --> 02:09:29.199]  Maybe you're going to be successful.
[02:09:29.439 --> 02:09:31.039]  I'm saying it's a gamble.
[02:09:32.399 --> 02:09:34.720]  I'm definitely not rooting for Trump's failure.
[02:09:35.039 --> 02:09:35.920]  Believe me.
[02:09:36.479 --> 02:09:37.039]  All right.
[02:09:37.359 --> 02:09:38.880]  Play the clips of him on Pam Bonnie.
[02:09:39.039 --> 02:09:39.680]  They don't want to go to your calls.
[02:09:39.760 --> 02:09:40.319]  Here it is.
[02:09:41.199 --> 02:09:41.439]  Yeah.
[02:09:44.000 --> 02:09:48.560]  Will you ask a Trade General Pam Bonnie to release more documents to finally put this country?
[02:09:49.359 --> 02:09:51.119]  Whatever's credible, she can release.
[02:09:51.840 --> 02:09:56.960]  If a document is credible, if a document is credible, she can release.
[02:09:57.680 --> 02:10:00.230]  I think it's good, but it's just really...
[02:10:02.880 --> 02:10:10.079]  He's got Republicans by the Democrats.
[02:10:13.279 --> 02:10:17.479]  No different than Russia, Russia, Russia, and all the other hoaxes.
[02:10:17.479 --> 02:10:19.679]  They're started by the Democrats.
[02:10:19.679 --> 02:10:40.640]  And some Republicans, in this case I was surprised by the Democrats supporters when you were talking about the Epstein issue.
[02:10:41.039 --> 02:10:44.079]  Does that mean that you're effectively disowning any supporters who are now?
[02:10:44.399 --> 02:10:46.159]  I've lost a lot of faith in the Czech people.
[02:10:47.680 --> 02:10:49.600]  Because they got duped by the Democrats.
[02:10:49.680 --> 02:10:51.119]  The Democrats are good for nothing.
[02:10:51.279 --> 02:10:53.279]  They've done a terrible job.
[02:10:53.439 --> 02:10:55.199]  They almost destroyed our country.
[02:10:57.600 --> 02:11:00.399]  No, Trump, we didn't get duped by them.
[02:11:01.920 --> 02:11:05.279]  You can't start getting on TV and saying, shut up about something.
[02:11:05.840 --> 02:11:08.640]  You notice at all your press conferences, it's the only question you get.
[02:11:08.960 --> 02:11:10.000]  I said that Monday.
[02:11:10.239 --> 02:11:13.119]  By the way, if I didn't say that, I'd have an IQ of about 50.
[02:11:13.439 --> 02:11:17.279]  A jellyfish has a higher IQ, in case you didn't know, than 50.
[02:11:20.159 --> 02:11:23.039]  Someone with a 50 IQ can barely form words.
[02:11:23.359 --> 02:11:29.039]  It's a no-brainer, Trump, that you want this to go away because you know they've spiked the file.
[02:11:29.279 --> 02:11:29.840]  I believe it.
[02:11:30.000 --> 02:11:30.880]  That makes sense.
[02:11:31.199 --> 02:11:32.319]  God, it's totally intuitive.
[02:11:32.399 --> 02:11:33.359]  There it is.
[02:11:37.760 --> 02:11:41.359]  I'm bad for saying you should stop telling people to shut up.
[02:11:43.840 --> 02:11:45.199]  Again, you're 10 years old.
[02:11:45.520 --> 02:11:46.640]  Your parents are going to church.
[02:11:46.720 --> 02:11:48.000]  They say I don't have to go today.
[02:11:48.319 --> 02:11:57.600]  And they say, whatever you do, don't go look in the chest drawers in front of the bed.
[02:11:57.920 --> 02:11:58.720]  My parents never do that.
[02:11:58.800 --> 02:12:00.079]  That's just hypothetical.
[02:12:01.600 --> 02:12:03.520]  Where are you going as soon as your car drives off?
[02:12:03.600 --> 02:12:04.720]  You're going to see what's in there.
[02:12:05.039 --> 02:12:07.119]  I mean, just, this is sick.
[02:12:08.159 --> 02:12:09.680]  This is bizarre.
[02:12:10.000 --> 02:12:13.439]  And I will not take to blame, Trump, for what you're doing to yourself.
[02:12:14.000 --> 02:12:21.840]  So I know you tried to take the alcohol away from your older brother, who was a great guy, drunk himself to death.
[02:12:22.800 --> 02:12:25.600]  Were you a bad person telling your brother he was killing himself?
[02:12:25.760 --> 02:12:26.079]  No.
[02:12:26.399 --> 02:12:27.439]  Your brother got mad at you.
[02:12:27.520 --> 02:12:28.720]  You talked about it.
[02:12:29.680 --> 02:12:32.960]  I am trying to get you to take the political gun out of your mouth.
[02:12:33.119 --> 02:12:34.880]  You already blown both your feet off.
[02:12:35.520 --> 02:12:37.840]  And now you got it shoved in your mouth.
[02:12:38.479 --> 02:12:40.399]  I'm like, would you please take that out of your mouth?
[02:12:40.560 --> 02:12:41.920]  You're like, shut up.
[02:12:42.800 --> 02:12:44.399]  Don't talk about it.
[02:12:45.359 --> 02:12:48.880]  You have put the gun in your mouth and ours collectively.
[02:12:49.199 --> 02:12:50.079]  Stop it.
[02:12:51.039 --> 02:12:51.920]  Stop it.
[02:12:54.399 --> 02:12:54.720]  What?
[02:12:55.039 --> 02:12:56.399]  I get you've been harassed.
[02:12:56.560 --> 02:12:57.600]  I get they set it up.
[02:12:57.760 --> 02:12:58.960]  God, it's so obvious now.
[02:12:59.199 --> 02:12:59.439]  I know.
[02:12:59.520 --> 02:13:00.239]  I believe it.
[02:13:02.239 --> 02:13:03.039]  I know it's true.
[02:13:06.640 --> 02:13:12.239]  Stop.
[02:13:15.680 --> 02:13:22.159]  For God's sakes, don't attack your constituents when they have morals and aren't robots.
[02:13:26.319 --> 02:13:30.239]  And don't get mad because the media misrepresents what your supporters said.
[02:13:31.520 --> 02:13:34.159]  Remember they said you said Mexicans are all scum.
[02:13:34.800 --> 02:13:36.079]  There's no quote of that.
[02:13:37.920 --> 02:13:39.520]  You said the KKK is a wonderful people.
[02:13:39.680 --> 02:13:40.079]  You never said that.
[02:13:40.159 --> 02:13:41.119]  You said they're horrible people.
[02:13:42.960 --> 02:13:45.199]  So how dare you, Trump?
[02:13:45.840 --> 02:13:47.359]  Seriously, I'll tell you your face.
[02:13:47.680 --> 02:13:50.479]  Hell, I'll get on the phone, call my ass.
[02:13:51.039 --> 02:13:52.479]  Any times I've missed the calls.
[02:13:53.600 --> 02:13:55.359]  Well, you take a call to the president of the United States.
[02:13:55.520 --> 02:13:55.760]  Yeah.
[02:13:56.399 --> 02:14:01.520]  Problem is, as long as I'm on air or asleep, missed probably hundreds of calls from Trump.
[02:14:04.399 --> 02:14:07.760]  And I'll say, hey, man, dude, what are you doing?
[02:14:10.960 --> 02:14:14.479]  What are you doing to you and us in the process?
[02:14:15.840 --> 02:14:23.680]  You expect me to sit here while you destroy yourself in front of us and sit there and, you know, you need to take a vacation or something.
[02:14:25.920 --> 02:14:32.880]  You need to lay off on whatever it is you're smoking because it ain't good.
[02:14:36.960 --> 02:14:39.520]  Mike in Pennsylvania, thanks for holding your own ear worldwide.
[02:14:39.600 --> 02:14:40.640]  Good to talk to you.
[02:14:41.279 --> 02:14:43.760]  Hey, Alex, thank you so much for everything you do.
[02:14:43.920 --> 02:14:44.640]  I love your products.
[02:14:44.720 --> 02:14:45.920]  I've been listening to you for years.
[02:14:46.079 --> 02:14:49.520]  Met you at the 2016 inauguration.
[02:14:50.159 --> 02:14:53.680]  Listen, man, I totally understand you wanting to back off this.
[02:14:55.520 --> 02:14:56.319]  They're on you.
[02:14:56.399 --> 02:14:57.760]  You need the DOJ.
[02:14:58.079 --> 02:14:59.439]  Leave it up to Harrison.
[02:14:59.760 --> 02:15:00.880]  Leave it up to Owen.
[02:15:01.760 --> 02:15:02.319]  They got it.
[02:15:02.399 --> 02:15:07.199]  And they don't really get nearly the attention of the White House, I should say, as you do.
[02:15:08.079 --> 02:15:10.159]  Cover the latest news in the morning.
[02:15:10.239 --> 02:15:12.079]  Maybe 30 minutes is probably too long.
[02:15:12.239 --> 02:15:13.520]  Give it five or 10 minutes.
[02:15:13.840 --> 02:15:16.399]  And if something happens during the day, bounce back to it.
[02:15:16.720 --> 02:15:22.720]  But there's so many things that are getting missed right now that people aren't reporting on because this is such a big deal.
[02:15:22.880 --> 02:15:24.720]  And I post on the Gateway Pundit.
[02:15:24.800 --> 02:15:26.960]  I assure you, man, people are not happy.
[02:15:27.840 --> 02:15:30.560]  I've never been downvoted more in my life.
[02:15:31.439 --> 02:15:36.479]  And I know there's a lot of influencers on there, you know, probably feds too.
[02:15:36.800 --> 02:15:39.279]  But just keep up what you're doing.
[02:15:40.159 --> 02:15:40.800]  Well, let me ask you this.
[02:15:40.880 --> 02:15:43.680]  You rapper for the Gateway Pundit, great organization, one of the best.
[02:15:44.159 --> 02:15:47.920]  Are you seeing overwhelmingly people are pissed off about this, how Trump's behaving?
[02:15:48.399 --> 02:15:49.359]  Oh, 90%.
[02:15:49.840 --> 02:15:50.319]  90%.
[02:15:51.439 --> 02:15:52.319]  Easily.
[02:15:53.119 --> 02:15:55.520]  Like I said, I've never gotten more, and it's always the same people.
[02:15:55.600 --> 02:15:59.359]  I've started to keep a little list of who these guys are saying the same things.
[02:15:59.520 --> 02:16:00.880]  Oh, there's never been evidence.
[02:16:01.760 --> 02:16:02.239]  Just the same.
[02:16:02.319 --> 02:16:03.600]  It's the same with Israel stuff.
[02:16:03.760 --> 02:16:04.560]  Oh, Lord.
[02:16:05.359 --> 02:16:06.479]  It's overwhelming.
[02:16:07.359 --> 02:16:11.279]  But you see the people that always post that have been there for years like I have.
[02:16:11.520 --> 02:16:15.119]  I post under enough already is my handle on it.
[02:16:15.840 --> 02:16:24.880]  But anyway, going back to the lies are just, it's one thing to lie if it can't be proven wrong.
[02:16:25.199 --> 02:16:35.120]  But when you lie about things that are absolutely false, I mean, first of all, FC was arrested, incarcerated, and murdered while Trump was president.
[02:16:35.440 --> 02:16:37.200]  Nobody seems to want to revisit that.
[02:16:37.360 --> 02:16:39.680]  In fact, O'Reilly tried to blame it on Obama.
[02:16:40.000 --> 02:16:41.680]  Yeah, did you hear Trump earlier today?
[02:16:41.760 --> 02:16:43.440]  He said three years ago he killed himself.
[02:16:43.680 --> 02:16:46.159]  No, it was five and a half when you were president.
[02:16:46.399 --> 02:16:48.399]  Again, I'm watching this.
[02:16:49.040 --> 02:16:52.159]  Well, and the other thing is the Biden autopsy.
[02:16:52.399 --> 02:16:56.719]  I mean, they've used this guy's autopsies for years to prosecute people.
[02:16:57.360 --> 02:17:00.159]  And now, Kajpatel Clean never heard of it?
[02:17:00.799 --> 02:17:09.440]  I mean, no, the top forensic pathologist, the top coroner in the country says his neck was broken in three places.
[02:17:09.520 --> 02:17:11.440]  And we're told, ah, we don't know who that guy is.
[02:17:13.040 --> 02:17:13.920]  It's just fascinating.
[02:17:14.079 --> 02:17:14.479]  I just don't know.
[02:17:14.799 --> 02:17:18.959]  Yeah, but you just said, you agree with me, we should stop because it's a diversion at the end of the day.
[02:17:19.280 --> 02:17:21.360]  And you can't help it, though, because you're being lied to.
[02:17:21.840 --> 02:17:22.159]  It's like.
[02:17:23.280 --> 02:17:25.520]  Well, I know, but you got two other great hosts.
[02:17:26.000 --> 02:17:26.879]  I watch all of them.
[02:17:27.040 --> 02:17:30.559]  And sometimes I have to catch you later in the day on your replay.
[02:17:30.799 --> 02:17:34.079]  But you give me my ammunition, man.
[02:17:35.840 --> 02:17:37.680]  You load my gun every day.
[02:17:38.559 --> 02:17:39.520]  And I check your stuff.
[02:17:39.600 --> 02:17:42.959]  And you're the only one that'll actually show documents, declassified stuff.
[02:17:43.120 --> 02:17:51.360]  But I've got more interested in declassified stuff since watching you many years ago that it's overwhelming just what doesn't get reported.
