[00:00:00.110 --> 00:00:00.413]  Yeah.
[02:26:15.649 --> 02:26:20.633]  But the interesting thing is we're not getting a big sell-off, which is what everybody had been forecasting.
[02:26:20.893 --> 02:26:24.036]  Now, what I've been saying is it was going to be a buy-the-rumor-sell-the-fact.
[02:26:24.476 --> 02:26:28.319]  Gold has been falling for years on anticipation of this rate hike.
[02:26:28.679 --> 02:26:32.562]  And now that we've got it out of the way, I think gold's going to get bought, not sold.
[02:26:32.602 --> 02:26:38.186]  And in fact, the anticipation is not going to live up to the hype, because I believe it's a one-and-done.
[02:26:38.226 --> 02:26:41.169]  And I think the market is going to sense this as the U.S.
[02:26:41.209 --> 02:26:42.550]  stock market starts to fall.
[02:26:42.930 --> 02:27:00.302]  As the economic data continues to come out weak, in fact, the data we got this week, today, yesterday, even on Wednesday when the Fed hiked, the data was horrible on industrial production, capacity utilization, ISM manufacturing, Philly Fed, even the service sector.
[02:27:00.822 --> 02:27:05.325]  Today we got a number there, the service sector PMI plunged to the lowest level of the year.
[02:27:05.745 --> 02:27:11.549]  So the data is getting worse and that's before the stock market started rolling over and that's before the Fed hiked rates.
[02:27:12.870 --> 02:27:13.130]  I think so.
[02:27:34.076 --> 02:27:45.385]  Now, let's turn to oil, because the Financial Times reports that, quote, the amount of oil now at sea is at least double the levels of earlier this year, and is equivalent to more than a day of global oil supply.
[02:27:45.845 --> 02:27:53.271]  We've also got this flotilla, which Zero Hedge reported on, of stationary supertankers around Galveston, Texas.
[02:27:53.671 --> 02:28:01.377]  The last time we saw prices this low in terms of oil was during the last Great Recession, and even CNN's reporting
[02:28:01.937 --> 02:28:06.961]  Quote, the last time raw materials like copper and oil were this cheap, an economic depression loomed just around the corner.
[02:28:07.361 --> 02:28:12.085]  So, Peter, does this oil price crash signal the beginning of the next financial collapse?
[02:28:12.485 --> 02:28:13.766]  I think it's one of the signals.
[02:28:13.826 --> 02:28:14.887]  It's not the only one.
[02:28:14.927 --> 02:28:19.010]  But yes, there is incredibly weak demand globally and in the United States.
[02:28:19.651 --> 02:28:25.855]  And if you look at the transportation index, Dow Jones Transportation, today it's at a 20-month low.
[02:28:26.256 --> 02:28:30.359]  It is significantly weaker than the industrials or the utilities.
[02:28:30.999 --> 02:28:45.031]  And you would think that this sector would be the largest beneficiary of cheap oil prices because oil is a big component in your transportation costs, yet this is the weakest index, and that's because it's the most economically sensitive.
[02:28:45.071 --> 02:28:50.135]  And you know, a lot of people are trying to blame the weakness in the stock market on the weakness in oil.
[02:28:50.215 --> 02:28:51.256]  I mean, that's nonsense.
[02:28:51.276 --> 02:28:52.397]  Talk about bad logic.
[02:28:52.757 --> 02:29:05.381]  The truth is that oil prices and the stock market are going down for the same reason, and that's because the economy is going down, and the fact that the transportations are the weakest index of all, despite lower oil prices, proves this.
[02:29:05.742 --> 02:29:21.207]  But I think what's going to turn the oil market is going to be the turn in the dollar, because once the dollar tanks, I think that's going to ignite a lot more global demand for oil, because I think the high dollar, the overpriced dollar, is suppressing global demand right now.
[02:29:22.881 --> 02:29:24.362]  Now, I want to get into this after the break.
[02:29:24.382 --> 02:29:36.408]  We've got a long segment coming up, but Hugh came out of this big study last week, basically said that the middle class in America has shrunk to a point where it no longer constitutes the majority of the adult population.
[02:29:36.868 --> 02:29:43.652]  What I found most interesting about this was what they considered to be middle class in terms of income.
[02:29:43.972 --> 02:29:49.215]  That's what I want to discuss after the break with Peter Schiff of Europack.com.
[02:29:50.015 --> 02:29:53.958]  On the Alex Jones Show live this Friday edition, InfoWars.com.
[02:29:53.978 --> 02:29:55.259]  Stay right there, we'll be back.
[02:29:58.081 --> 02:30:01.083]  We're on the march, the Empire's on the run.
[02:30:02.004 --> 02:30:04.706]  Alex Jones and the GCN Radio Network.
[02:30:08.948 --> 02:30:16.112]  Joe Biggs here with InfoWars.com, FBI nabs pizza patsy, article up by Kurt Nemo at InfoWars.com.
[02:30:16.252 --> 02:30:23.856]  The FBI says Mufid used three Twitter accounts, 23 Facebook accounts, and one WhatsApp account to support the Islamic State.
[02:30:23.936 --> 02:30:29.660]  He pleaded guilty to terrorism charges on Thursday, and prosecutors recommended 22 years in prison.
[02:30:29.720 --> 02:30:32.621]  The pizza parlor owner, who is a naturalized U.S.
[02:30:32.661 --> 02:30:35.323]  citizen from Yemen, communicated with two people who
[02:30:35.623 --> 02:30:41.829]  Thanks to today's convictions one of the first ISIL recruiters ever captured in this country stands convicted of terrorism related charges.
[02:31:02.086 --> 02:31:05.587]  You can find more articles like this at InfoWars.com.
[02:31:05.847 --> 02:31:07.268]  Once again, I'm Joe Biggs.
[02:31:08.808 --> 02:31:10.209]  Clean, pure drinking water.
[02:31:10.449 --> 02:31:11.749]  You can't survive without it.
[02:31:11.950 --> 02:31:12.850]  But where do you get it?
[02:31:13.150 --> 02:31:18.912]  Alexa Pure Pro is a brand new, groundbreaking, gravity-fed water filtration system that is like no other.
[02:31:19.132 --> 02:31:24.854]  The Alexa Pure Pro transforms water from virtually any fresh source into clean, healthy drinking water.
[02:31:25.054 --> 02:31:41.902]  Pairing the unprecedented superfiltration power of an all-new Gravity Block Core with a hybrid chromatic shell, it removes up to 99.999% of impurities, including bacteria, viruses, fluoride, disinfectants, volatile organic contaminants, and hormones.
[02:31:42.302 --> 02:31:44.423]  Filter capacity up to 5,000 gallons.
[02:31:44.783 --> 02:31:45.983]  Stainless steel construction.
[02:31:46.263 --> 02:31:47.023]  Easy assembly.
[02:31:47.304 --> 02:31:47.924]  Low maintenance.
[02:31:48.204 --> 02:31:50.024]  Replacement filters are simple to install.
[02:31:50.304 --> 02:31:57.407]  And now, as part of an exclusive limited-time introductory offer, you can save $20 off the retail price and get free shipping.
[02:31:57.587 --> 02:32:02.568]  This is a limited-time offer, so order your unit today and receive free shipping and $20 off.
[02:32:02.768 --> 02:32:05.349]  Go to InfowarsStore.com or call 888-253-3139.
[02:32:08.630 --> 02:32:13.431]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:32:13.451 --> 02:32:22.353]  Longevity integrates years of scientific research into creating fantastic products like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:32:22.373 --> 02:32:26.294]  Longevity also offers you an ingenious way to augment your income.
[02:32:26.494 --> 02:32:27.174]  And the best part?
[02:32:27.294 --> 02:32:29.874]  You'll be helping your friends and family along the way.
[02:32:30.154 --> 02:32:32.595]  Visit InfoWarsTeam.com today.
[02:32:32.775 --> 02:32:33.395]  Become a member.
[02:32:33.555 --> 02:32:37.596]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:32:37.836 --> 02:32:44.320]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:32:44.560 --> 02:32:45.260]  Another win-win.
[02:32:45.520 --> 02:32:49.063]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:32:49.263 --> 02:32:50.263]  And you can be too.
[02:32:50.503 --> 02:32:50.984]  It's simple.
[02:32:51.064 --> 02:32:53.845]  Just go to Infowarsteam.com today.
[02:32:53.985 --> 02:32:55.906]  Complete a short sign-up and you're part of the team.
[02:32:56.087 --> 02:32:59.168]  That's Infowarsteam.com or Infowarshealth.com.
[02:32:59.348 --> 02:33:05.512]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:33:05.652 --> 02:33:06.953]  Check it out for yourself today.
[02:33:26.380 --> 02:33:30.822]  Rallying patriots worldwide in defense of human liberty.
[02:33:31.422 --> 02:33:32.863]  It's Alex Jones.
[02:33:38.871 --> 02:33:44.232]  We're back live from the Alex Jones Show, joined by Peter Schiff of EuroPAC.com.
[02:33:44.252 --> 02:33:45.933]  I was just getting into this before the break.
[02:33:46.513 --> 02:33:48.374]  Pew came out with a big study last week.
[02:33:48.434 --> 02:33:55.355]  The American middle class has shrunk to a point where it no longer constitutes the majority of the adult population.
[02:33:55.895 --> 02:34:00.877]  Now, first of all, they consider the middle class to be a family of three.
[02:34:00.937 --> 02:34:03.537]  A family of three earning upwards of $42,000 a year.
[02:34:06.305 --> 02:34:15.688]  I mean, Peter, with the cost of living these days, is it really accurate to say that somebody earning, you know, an average of 21 grand a year is middle class?
[02:34:15.909 --> 02:34:16.789]  That makes no sense.
[02:34:17.489 --> 02:34:21.891]  No, we've really lowered the bar on the definition of middle class.
[02:34:22.331 --> 02:34:28.453]  You know, middle class lifestyle in America used to be something that the rest of the world couldn't even aspire to.
[02:34:28.473 --> 02:34:33.995]  You know, if you remember the sitcom The Brady Bunch, which was even the 1970s, right?
[02:34:34.515 --> 02:34:35.356]  In The Brady Bunch,
[02:34:36.416 --> 02:34:37.877]  Mike was an architect.
[02:34:38.377 --> 02:34:41.920]  He had a job, but his wife Carol didn't have a job.
[02:34:41.980 --> 02:34:46.842]  She stayed at home and she worked with charity events, she did school events.
[02:34:47.123 --> 02:34:53.987]  One thing she didn't do was the housework, because they had a full-time live-in maid named Alice, and they were able to support six kids.
[02:34:54.747 --> 02:34:55.908]  That was middle class.
[02:34:56.308 --> 02:34:58.189]  And they didn't have, they had two cars.
[02:34:58.249 --> 02:35:00.850]  I'm sure they didn't have any loans against those cars.
[02:35:01.131 --> 02:35:02.892]  They probably didn't have any credit card debt.
[02:35:03.172 --> 02:35:06.033]  I'm sure Mike saved a lot of money for their retirement.
[02:35:06.313 --> 02:35:08.314]  That was middle class life in America.
[02:35:08.575 --> 02:35:09.415]  Your dad worked.
[02:35:09.635 --> 02:35:10.336]  Your mom didn't.
[02:35:10.536 --> 02:35:12.117]  You had a, you had a housekeeper.
[02:35:12.317 --> 02:35:13.357]  You had lots of savings.
[02:35:13.397 --> 02:35:14.278]  You had no debt.
[02:35:14.838 --> 02:35:17.699]  Today, you're talking about that family of three.
[02:35:17.919 --> 02:35:20.959]  The reason it's three is because they're too broke to have any more kids.
[02:35:21.379 --> 02:35:27.841]  One is all they can afford, and you probably have both the husband and the wife both working, and together, they're making $40,000 a year.
[02:35:28.021 --> 02:35:31.841]  They're probably up to their eyeballs in debt, car loans, credit card debt.
[02:35:32.101 --> 02:35:33.242]  Maybe they have student loans.
[02:35:33.482 --> 02:35:35.142]  If they have a house, they got a big mortgage.
[02:35:35.322 --> 02:35:36.882]  They've got nothing for retirement.
[02:35:37.062 --> 02:35:40.103]  They're flat broke, yet that's supposed to be the new middle class.
[02:35:41.584 --> 02:35:46.307]  I mean, two breadwinners earning $42,000 a year, that's middle class.
[02:35:46.347 --> 02:35:49.289]  That shows you how, again, how low the bar has been set.
[02:35:49.710 --> 02:35:54.453]  And it's, you know, it's like when they call them mega rich, the 1%, all these Occupy Wall Street people.
[02:35:54.793 --> 02:36:00.037]  When that 1% bracket includes households earning over $500,000 a year.
[02:36:00.297 --> 02:36:07.022]  So that's going to include, you know, professional, small, medium business owners, the people who create jobs and employ people.
[02:36:07.462 --> 02:36:11.185]  So these labels just don't conform to reality anymore, do they?
[02:36:11.345 --> 02:36:11.866]  Yeah, no.
