[00:00.000 --> 00:01.720]  This is InfoWars, right?
[01:42:20.400 --> 01:42:23.400]  Am I really Darth Vader?
[01:42:23.400 --> 01:42:25.400]  I think Alex Jones seems really talented.
[01:42:25.400 --> 01:42:26.400]  He's smart.
[01:42:26.400 --> 01:42:28.400]  He's funny as hell.
[01:42:28.400 --> 01:42:29.400]  He's truly funny.
[01:42:29.400 --> 01:42:31.400]  I'm kind of retarded.
[01:42:38.400 --> 01:42:43.400]  Now that I've done those imitations, those little jokes,
[01:42:43.400 --> 01:42:46.400]  do you now not listen to what I say about other things
[01:42:46.400 --> 01:42:48.400]  when I show you a powerful news article
[01:42:48.400 --> 01:42:51.400]  by Dr. Joseph Mercola on infowars.com.
[01:42:51.400 --> 01:42:53.400]  It has all the cited information.
[01:42:53.400 --> 01:42:56.400]  The latest tragedy sudden adult death syndrome.
[01:42:56.400 --> 01:42:58.400]  No, that's a real thing.
[01:42:58.400 --> 01:43:01.400]  That's something happening in the real world.
[01:43:01.400 --> 01:43:04.400]  And that's what we're breaking down here today.
[01:43:04.400 --> 01:43:06.400]  I am Alex Jones.
[01:43:06.400 --> 01:43:08.400]  And I am the guy on this show every day.
[01:43:08.400 --> 01:43:10.400]  I am an American.
[01:43:10.400 --> 01:43:13.400]  And that's what I promote is freedom and justice and liberty
[01:43:13.400 --> 01:43:16.400]  and they can't stand it.
[01:43:21.400 --> 01:43:28.400]  The answer to 1984 is 1776.
[01:43:35.400 --> 01:43:39.400]  Infowars has been banned.
[01:43:39.400 --> 01:43:43.400]  Arrested.
[01:43:43.400 --> 01:43:46.400]  Attacked and threatened.
[01:43:46.400 --> 01:43:49.400]  Because we are effective.
[01:43:49.400 --> 01:43:51.400]  The great awakening is here.
[01:43:51.400 --> 01:43:53.400]  Go to banned.video.
[01:43:53.400 --> 01:43:57.400]  Download the videos and share.
[01:43:57.400 --> 01:44:05.400]  Support the information war at infowarstore.com.
[01:44:05.400 --> 01:44:09.400]  And never give up the fight.
[01:44:16.400 --> 01:44:20.400]  Infowars.com
[01:44:20.400 --> 01:44:22.400]  Well, Ye's got his mask.
[01:44:22.400 --> 01:44:24.400]  He's a superhero.
[01:44:24.400 --> 01:44:26.400]  I represent the bad guys.
[01:44:26.400 --> 01:44:29.400]  David Ike's little reptoids.
[01:44:29.400 --> 01:44:33.400]  So, now your enemies in here hosting the show with you, Ye.
[01:44:33.400 --> 01:44:36.400]  We got Nick Fuentes, one of my best buddies who works for us.
[01:44:36.400 --> 01:44:38.400]  Does a really good job.
[01:44:38.400 --> 01:44:39.400]  He's over there with us.
[01:44:39.400 --> 01:44:41.400]  Oh, now he's turning to Alex Jones.
[01:44:41.400 --> 01:44:42.400]  So, what are we going to do here?
[01:44:42.400 --> 01:44:44.400]  Ye, the Balenciaga situation.
[01:44:44.400 --> 01:44:46.400]  You made a great point during a break earlier about it.
[01:44:46.400 --> 01:44:48.400]  They just need a new devil.
[01:44:48.400 --> 01:44:50.400]  But that's a devil to distract us from the fact that we become the devil.
[01:44:50.400 --> 01:44:51.400]  And that's kind of what you said.
[01:44:51.400 --> 01:44:52.400]  Can you repeat that?
[01:44:52.400 --> 01:44:57.400]  Yeah, I just saw people making videos about it.
[01:44:57.400 --> 01:45:01.400]  And I said, it just seems like it's just more noise
[01:45:01.400 --> 01:45:03.400]  than the way they have it.
[01:45:03.400 --> 01:45:07.400]  Cold red and things to get people outraged.
[01:45:07.400 --> 01:45:17.400]  As I said before, every form of pornography is only one is only 10 years away from pedophilia.
[01:45:17.400 --> 01:45:22.400]  Anybody that's watching pornography, if you're watching a woman have sex on camera,
[01:45:22.400 --> 01:45:29.400]  she's reliving the trauma of being molested like a greater majority of women
[01:45:29.400 --> 01:45:34.400]  like strippers, prostitutes, or pornographers, adult film stars
[01:45:34.400 --> 01:45:39.400]  have gone through the trauma of experiencing pedophilia.
[01:45:39.400 --> 01:45:44.400]  But sex is a legal drug that's pushed to destroy humanity.
[01:45:44.400 --> 01:45:49.400]  If you drive down the street in California, they will be pushing strip clubs.
[01:45:49.400 --> 01:45:50.400]  They're pushing alcohol.
[01:45:50.400 --> 01:45:52.400]  They're pushing sex.
[01:45:52.400 --> 01:46:00.400]  So for people to have this moral code about pedophilia, but no moral code about strip clubs,
[01:46:00.400 --> 01:46:04.400]  pornography, and the sex industry, it's not what the Bible says.
[01:46:04.400 --> 01:46:06.400]  The Bible says that all of that is wrong.
[01:46:06.400 --> 01:46:09.400]  So Jesus said so, or Jesus said no.
[01:46:09.400 --> 01:46:11.400]  That's when we just need to follow.
[01:46:11.400 --> 01:46:12.400]  Let me ask you this.
[01:46:12.400 --> 01:46:13.400]  What about world population?
[01:46:13.400 --> 01:46:15.400]  The globalists say there's too many people.
[01:46:15.400 --> 01:46:16.400]  They want to sterilize us.
[01:46:16.400 --> 01:46:17.400]  They want to promote transgenderism.
[01:46:17.400 --> 01:46:18.400]  They want to depopulate us.
[01:46:18.400 --> 01:46:21.400]  Do you think that that's accurate?
[01:46:21.400 --> 01:46:24.400]  Or what do you think of the New World Order and its overall agenda?
[01:46:24.400 --> 01:46:25.400]  I believe so.
[01:46:25.400 --> 01:46:27.400]  I'm more of a gut feeling person.
[01:46:27.400 --> 01:46:29.400]  Like I said, I'm the battering ram.
[01:46:29.400 --> 01:46:34.400]  And you guys are the SWAT team to come in afterwards and then give the information.
[01:46:34.400 --> 01:46:42.400]  God has people, different kind of warriors, different heights, different mindsets,
[01:46:42.400 --> 01:46:44.400]  different colors.
[01:46:44.400 --> 01:46:50.400]  And our collective agenda needs to be to serve God and what we do.
[01:46:50.400 --> 01:46:54.400]  And we can't do that if we don't have an open free debate.
[01:46:54.400 --> 01:46:55.400]  What did you say?
[01:46:55.400 --> 01:46:56.400]  I'm sorry.
[01:46:56.400 --> 01:46:57.400]  We can't do that if we don't have an open free debate.
[01:46:57.400 --> 01:46:58.400]  And that's what we have.
[01:46:58.400 --> 01:46:59.400]  God brought us here.
[01:46:59.400 --> 01:47:01.400]  You created this platform, the Infilworth.
[01:47:01.400 --> 01:47:08.400]  I heard about the legend of Alex Jones from this lady named Tracy Romulus, Tracy Gwynn,
[01:47:08.400 --> 01:47:13.400]  who is faking like a Christian is really, you know what?
[01:47:13.400 --> 01:47:18.400]  Much love to Tracy Romulus and Tracy Gwynn because this is the type of person I will sue.
[01:47:18.400 --> 01:47:22.400]  I'm just going to say I prefer that person not be next to my children.
[01:47:22.400 --> 01:47:25.400]  So much love and Jesus, God bless your family.
[01:47:25.400 --> 01:47:29.400]  I will prefer that that person be not next to my children.
[01:47:29.400 --> 01:47:30.400]  Next person.
[01:47:30.400 --> 01:47:31.400]  Next subject.
[01:47:31.400 --> 01:47:33.400]  Well, on Siaga, though, you were going to come in just overall.
[01:47:33.400 --> 01:47:34.400]  What are you going to show us?
[01:47:34.400 --> 01:47:35.400]  You were the lot of fashion brands.
[01:47:35.400 --> 01:47:36.400]  Now the stuff's come out.
[01:47:36.400 --> 01:47:39.400]  It's almost like they did this on purpose as a PR stunt.
[01:47:39.400 --> 01:47:40.400]  I think so.
[01:47:40.400 --> 01:47:44.400]  You know, I'm friends with the head designer.
[01:47:44.400 --> 01:47:49.400]  And I believe that it was a setup.
[01:47:49.400 --> 01:47:50.400]  I think it was a hit job.
[01:47:50.400 --> 01:47:56.400]  And now all of a sudden, everyone is so outraged and focused on Balenciaga.
[01:47:56.400 --> 01:47:58.400]  But then we're still avoiding our kids.
[01:47:58.400 --> 01:48:00.400]  We're still fornicating.
[01:48:00.400 --> 01:48:04.400]  We're still we're still killing each other.
[01:48:04.400 --> 01:48:06.400]  We're still listening to music that promotes that.
[01:48:06.400 --> 01:48:09.400]  But oh, we don't we don't wear Balenciaga now.
[01:48:09.400 --> 01:48:11.400]  Shut the hell up.
[01:48:11.400 --> 01:48:14.400]  You know, say that at the end of the day, what are you doing?
[01:48:14.400 --> 01:48:15.400]  You're throwing stones.
[01:48:15.400 --> 01:48:16.400]  Oh my God.
[01:48:16.400 --> 01:48:20.400]  But you know, our moral code, we just we just cheated on our wives.
[01:48:20.400 --> 01:48:22.400]  We just we just fornicated.
[01:48:22.400 --> 01:48:24.400]  We just had three sums.
[01:48:24.400 --> 01:48:27.400]  We just bought some sex on Instagram.
[01:48:27.400 --> 01:48:28.400]  We just sold some sex.
[01:48:28.400 --> 01:48:31.400]  We use sex to sell a product, but we don't like Balenciaga.
[01:48:31.400 --> 01:48:32.400]  Shut up.
[01:48:32.400 --> 01:48:33.400]  Shut up.
[01:48:33.400 --> 01:48:35.400]  I'm throwing the tablets right now.
[01:48:35.400 --> 01:48:36.400]  Shut up.
[01:48:36.400 --> 01:48:40.400]  Instagram is about prostitution and everyone involved in any version of
[01:48:40.400 --> 01:48:43.400]  the sex business is as bad as the pedophile.
[01:48:43.400 --> 01:48:45.400]  So everyone shut up.
[01:48:45.400 --> 01:48:46.400]  Yeah.
[01:48:46.400 --> 01:48:47.400]  I'm listening.
[01:48:47.400 --> 01:48:48.400]  Yeah.
[01:48:48.400 --> 01:48:51.400]  So I'm thinking of all the thousands of topics we can cover in a limited time.
[01:48:51.400 --> 01:48:54.400]  We had was you're about to get on a plane and go back to another state and do some new stuff.
[01:48:54.400 --> 01:48:57.400]  What else is on your radar because there's a lot.
[01:48:57.400 --> 01:48:58.400]  What do you think about the Ukraine war?
[01:48:58.400 --> 01:49:00.400]  What do you think about the devaluation of dollar?
[01:49:00.400 --> 01:49:02.400]  What do you think about FTX and Bitcoin?
[01:49:02.400 --> 01:49:03.400]  There's so many topics.
[01:49:03.400 --> 01:49:04.400]  Nick.
[01:49:04.400 --> 01:49:09.400]  Well, yeah, in terms of Ukraine and Russia, I haven't really seen so much of
[01:49:09.400 --> 01:49:10.400]  that in the news.
[01:49:10.400 --> 01:49:12.400]  I'm, of course, pro Putin.
[01:49:12.400 --> 01:49:14.400]  I'm very pro Russia.
[01:49:14.400 --> 01:49:15.400]  I am also.
[01:49:15.400 --> 01:49:16.400]  Let's go.
[01:49:16.400 --> 01:49:17.400]  Yeah.
[01:49:17.400 --> 01:49:20.400]  You know, you see that this is just an extension of the United States,
[01:49:20.400 --> 01:49:23.400]  neocon establishment, New World Order type stuff.
[01:49:23.400 --> 01:49:27.400]  What does Putin say about America's value system?
[01:49:27.400 --> 01:49:32.400]  So he said in a speech when he annexed those two breakaway provinces and he annexed the
[01:49:32.400 --> 01:49:36.400]  Donbass, he said in a speech that we have totally abandoned traditional values,
[01:49:36.400 --> 01:49:40.400]  traditional faith, and we've actually embraced full on Satanism.
[01:49:40.400 --> 01:49:42.400]  And he's totally right.
[01:49:42.400 --> 01:49:43.400]  That's true.
[01:49:43.400 --> 01:49:44.400]  America's embracing Satanism.
[01:49:44.400 --> 01:49:45.400]  Yeah.
[01:49:45.400 --> 01:49:49.400]  But Jesus is alive and these things are going to pull.
[01:49:49.400 --> 01:49:51.400]  It's a movement.
[01:49:51.400 --> 01:49:54.400]  God, the devil is a defeated folk.
[01:49:54.400 --> 01:49:57.400]  We're not even going to speak any of that into existence.
[01:49:57.400 --> 01:50:02.400]  God runs the world and it's freedom fighters for Christ like us today that are going to
[01:50:02.400 --> 01:50:05.400]  stop it right now and say, we got to start here.
[01:50:05.400 --> 01:50:06.400]  That's one of us.
[01:50:06.400 --> 01:50:07.400]  We are the church.
[01:50:07.400 --> 01:50:09.400]  We are the priests of our homes.
[01:50:09.400 --> 01:50:13.400]  All the men are the priests of the homes and everyone is the body of Christ.
[01:50:13.400 --> 01:50:14.400]  And we start here.
[01:50:14.400 --> 01:50:21.400]  Sin, it's like we're a glass of water and sin is like throwing acid and use plastic and
[01:50:21.400 --> 01:50:22.400]  stepped on bugs in a glass.
[01:50:22.400 --> 01:50:25.400]  And then you want to pour some water in and it tastes, it tastes bad.
[01:50:25.400 --> 01:50:29.400]  So what you want to, you want to cover it with an alcohol flavor or with some food coloring
[01:50:29.400 --> 01:50:31.400]  or with a sexy outfit or something.
[01:50:31.400 --> 01:50:35.400]  And then you want to just keep on drinking that sin and not understand why your stomach
[01:50:35.400 --> 01:50:36.400]  is hurting in the morning.
[01:50:36.400 --> 01:50:42.400]  And I know as a recovering alcoholic that, you know, a cure for a hangover is another
[01:50:42.400 --> 01:50:43.400]  drink.
[01:50:43.400 --> 01:50:45.400]  And that's basically what we've been doing.
[01:50:45.400 --> 01:50:46.400]  We're all orphans.
[01:50:46.400 --> 01:50:47.400]  Keep doubling down.
[01:50:47.400 --> 01:50:48.400]  Yeah.
[01:50:48.400 --> 01:50:50.400]  We're orphans of capitalism.
[01:50:50.400 --> 01:50:56.400]  So when we talk about the ideas that we have for the newer version, the amended constitution
[01:50:56.400 --> 01:50:59.400]  that me and Nick are rewriting and working on right now.
[01:50:59.400 --> 01:51:05.400]  And the ideas of purifying our system because we need will and expertise.
[01:51:05.400 --> 01:51:06.400]  Well, let's talk about that.
[01:51:06.400 --> 01:51:08.400]  You're saying you're going to run for president 2024.
[01:51:08.400 --> 01:51:12.400]  I'm not, you know, Alex, you're really good at stating things in a way that you get you
[01:51:12.400 --> 01:51:13.400]  sued.
[01:51:13.400 --> 01:51:14.400]  So.
[01:51:14.400 --> 01:51:16.400]  No, I thought you were announcing for president, right?
[01:51:16.400 --> 01:51:19.400]  No, I'm not announcing on Alex.
[01:51:19.400 --> 01:51:20.400]  Love you.
[01:51:20.400 --> 01:51:21.400]  Love you.
[01:51:21.400 --> 01:51:22.400]  Love you.
[01:51:22.400 --> 01:51:28.400]  What I'm saying with the conversation that we're having about a possible 2024.
[01:51:28.400 --> 01:51:33.400]  Walk and a victory at the office.
[01:51:33.400 --> 01:51:42.400]  America, I'm putting everything on the line for the truth to bring you a cleaner system.
[01:51:42.400 --> 01:51:46.400]  Our system has been dirtied and muddied and destroyed.
[01:51:46.400 --> 01:51:48.400]  I am not the old.
[01:51:48.400 --> 01:51:54.400]  I am not the most knowledgeable Christian and I'm not the most knowledgeable politician,
[01:51:54.400 --> 01:51:56.400]  but I am truthful.
[01:51:56.400 --> 01:51:57.400]  I'm nobody's heart.
[01:51:57.400 --> 01:52:00.400]  And I believe that what I was trying to get to is what is your platform?
[01:52:00.400 --> 01:52:02.400]  And you text me your platform.
[01:52:02.400 --> 01:52:03.400]  It makes a lot of sense.
[01:52:03.400 --> 01:52:08.400]  Well, it's it starts here with the Bible and we're going to work through this with our
[01:52:08.400 --> 01:52:09.400]  designers.
[01:52:09.400 --> 01:52:14.400]  We're going to approach America like Steve Jobs, Jobs approached Apple.
[01:52:14.400 --> 01:52:19.400]  We are the youngest startup in history, but we're the world power because of our military
[01:52:19.400 --> 01:52:22.400]  and mainly because of our naval force.
[01:52:22.400 --> 01:52:26.400]  And it shows how smart and how powerful Americans are.
[01:52:26.400 --> 01:52:28.400]  The engineering, the sheer engineering.
[01:52:28.400 --> 01:52:29.400]  We invented Apple.
[01:52:29.400 --> 01:52:35.400]  We have the strongest military and now we have to take that same type of sensibility,
[01:52:35.400 --> 01:52:41.400]  take it out of Wall Street's hands and give it to the people that engineering mind that
[01:52:41.400 --> 01:52:46.400]  created the trams that made Disney that made Pixar that made Lucas films that made Apple
[01:52:46.400 --> 01:52:48.400]  that engineering mind.
[01:52:48.400 --> 01:52:53.400]  These minds that we have need are going to be brought together to cure America.
[01:52:53.400 --> 01:53:00.400]  And then we will influence the rest of the world into higher consciousness and into peace.
