[00:00:00.362 --> 00:00:06.709]  November 22nd, 2019.
[02:36:03.002 --> 02:36:04.843]  So we're going to talk to them here in just a moment.
[02:36:04.843 --> 02:36:12.368]  But introduce these two videos for us and for listeners that just tuned back in, let me do my mea culpa here.
[02:36:13.928 --> 02:36:23.510]  We can make funny videos and make fun of leftists when they talk like they're mentally retarded and all these things, but really these are victims, brainwashed victims, many of them.
[02:36:23.510 --> 02:36:33.112]  Now the higher-up controllers, it's okay to make fun of them because they're evil if they know what they're doing, but we've got these leftist events and you said you're not cherry-picking and almost none of them can even form a sentence and they're mean and they're stupid.
[02:36:33.112 --> 02:36:36.493]  Laughing at them, which I'm one of the main culprits of,
[02:36:37.393 --> 02:36:39.313]  Age Skrillex, Karl the Cuck, all of them.
[02:36:39.313 --> 02:36:41.514]  I mean, so many of these icons we brought you.
[02:36:41.514 --> 02:36:43.474]  We discovered these superstars of idiocy.
[02:36:43.474 --> 02:36:46.555]  But, you know, we're laughing at our fallen self right there.
[02:36:46.555 --> 02:36:49.575]  Like, we're already fallen, but these guys have really fallen from grace.
[02:36:49.575 --> 02:36:51.936]  And that's people we lost.
[02:36:51.936 --> 02:36:54.676]  It's like laughing at a dead body in a battle.
[02:36:54.676 --> 02:36:57.476]  Oh, look, his guts are blown out of sight and he can't talk.
[02:36:57.476 --> 02:36:59.217]  They're close to that.
[02:36:59.217 --> 02:37:05.938]  And so even though they're gremlin like a lot of them, I want to think of a way to be loving to them and to talk to them
[02:37:07.052 --> 02:37:10.713]  And next time I go out to one of these events, so they're going to brief them because they hear this, but I'm going to go to them.
[02:37:10.713 --> 02:37:15.895]  I'm going to find some that haven't been briefed, and I'm going to tell them, I love you, I care about you, let's go get lunch.
[02:37:15.895 --> 02:37:19.596]  And I'm going to try to get five or six of these Antifa people, and I'm going to say, listen, this isn't a joke.
[02:37:19.596 --> 02:37:20.937]  We'll turn the cameras off.
[02:37:20.937 --> 02:37:21.677]  Let's go get lunch.
[02:37:21.677 --> 02:37:22.517]  I really want to talk to you.
[02:37:22.517 --> 02:37:29.539]  And I think we can talk to them, and I think we can get through to some of them, because just laughing at them, they already feel so bad.
[02:37:29.539 --> 02:37:33.921]  They already have such low self-esteem, the studies show, that us laughing at them when they attack us
[02:37:34.901 --> 02:37:39.385]  Only compacts them more into their system of hate.
[02:37:39.385 --> 02:37:45.709]  And I really think at the end of the day, you know, it's fun for eating popcorn, but when you realize what it really is, it's dangerous.
[02:37:45.709 --> 02:37:46.910]  I definitely agree with that, Alex.
[02:37:46.910 --> 02:37:49.552]  And I think that'd be a great idea to do.
[02:37:49.552 --> 02:37:52.374]  Obviously, a lot of these people are in a blind rage.
[02:37:52.374 --> 02:37:58.319]  And I think that's why, as well, when you confront them with the facts, like in these videos, you know, I ask them, what do you think about this?
[02:37:58.319 --> 02:38:01.681]  They don't know how to answer it because they aren't aware themselves.
[02:38:01.681 --> 02:38:03.243]  They're just uneducated on these things.
[02:38:04.104 --> 02:38:15.864]  And by the way, I had said to you six months ago, I said, or a year ago, I want you to go out and mail on the street, and you said, I don't like, they're so sorry and stupid and I feel sad for them, but finally you're willing to go out.
[02:38:18.902 --> 02:38:20.323]  Yeah, we were talking about this on the break.
[02:38:20.323 --> 02:38:25.125]  I said when I first started here, I didn't want to go D-Man on the streets because I don't like making fun of people.
[02:38:25.125 --> 02:38:27.006]  I don't like making people look stupid.
[02:38:27.006 --> 02:38:33.310]  But when I went out to this event, again, this isn't me looking for specific clips that are going to be the best.
[02:38:33.310 --> 02:38:36.491]  I went out there and I even live streamed and I said, hey, what are we doing here?
[02:38:36.491 --> 02:38:40.654]  Either no one's going to talk to me or when they do, that's what comes out of their mouths.
[02:38:40.654 --> 02:38:44.496]  And I mean, at the end of the day, like that was the content that I got.
[02:38:44.496 --> 02:38:46.237]  So I put it out and.
[02:38:47.346 --> 02:38:48.026]  We just need to educate America.
[02:38:48.026 --> 02:38:48.847]  Well, I think that's the message.
[02:38:48.847 --> 02:38:52.428]  We show how stupid and twisted and dumbed down and evil they are.
[02:38:52.428 --> 02:38:54.429]  And some of them are consciously evil, so we can make fun of them.
[02:38:54.429 --> 02:38:57.771]  But the real little zombies and stuff, when I go, look at your pathetic eyes.
[02:38:57.771 --> 02:38:58.331]  No light in them.
[02:38:58.331 --> 02:38:59.172]  Look, you look like a zombie.
[02:38:59.172 --> 02:39:00.712]  You look like your mother didn't take care of you.
[02:39:00.712 --> 02:39:01.913]  And I'm really, that's true.
[02:39:01.913 --> 02:39:06.675]  And they start crying because I go, well, let me guess, she left you in the crib.
[02:39:06.675 --> 02:39:12.718]  Well, just because I can tell them who they are, that's, I need to somehow show them love, at least try it.
[02:39:12.718 --> 02:39:14.619]  Because these really are the victims.
[02:39:14.619 --> 02:39:16.540]  And now they want to suck us down with them.
[02:39:17.332 --> 02:39:19.834]  Well, Austin, I think you wanted to get to these clips.
[02:39:19.834 --> 02:39:20.715]  Let's do it.
[02:39:20.715 --> 02:39:29.143]  We can go to the first clip, which... Anti-Trump protester refuses to denounce Obama for deporting more immigrants than Trump.
[02:39:29.143 --> 02:39:29.783]  This is incredible.
[02:39:29.783 --> 02:39:30.044]  Here it is.
[02:39:31.502 --> 02:39:37.764]  So at this time in Obama's presidency, he had way more deportations than Trump has had.
[02:39:37.764 --> 02:39:40.805]  What did you think about it back then when Obama was deporting all of this?
[02:39:55.230 --> 02:39:59.591]  I didn't follow politics, and I have to say that that's the one good thing for me.
[02:39:59.591 --> 02:40:02.572]  They came out of all this over the past three years.
[02:40:02.572 --> 02:40:04.592]  I didn't follow politics.
[02:40:04.592 --> 02:40:05.693]  It wasn't important to me.
[02:40:05.693 --> 02:40:15.195]  But when I saw what was going on three years ago in this person, and I saw the hate that he had... Well, you denounce Obama for putting kids in cages and deporting illegal immigrants?
[02:40:15.195 --> 02:40:16.175]  I didn't follow politics.
[02:40:16.175 --> 02:40:18.496]  Well, you denounce Obama for putting kids in cages and...
[02:40:19.496 --> 02:40:22.058]  I probably didn't do it to the extent that it goes on now.
[02:40:22.058 --> 02:40:24.420]  You're right, it's double what Trump is doing.
[02:40:24.420 --> 02:40:26.682]  And there's a lot more behind Trump that goes on.
[02:40:26.682 --> 02:40:30.945]  Well, you denounced Obama for putting kids in cages and deporting illegal immigrants.
[02:40:30.945 --> 02:40:31.705]  Would I what?
[02:40:31.705 --> 02:40:36.289]  You denounced Obama for putting kids in cages and deporting illegal immigrants.
[02:40:36.289 --> 02:40:37.429]  I would not denounce him.
[02:40:37.429 --> 02:40:39.891]  He probably didn't do it to the extent that it's being done now.
[02:40:39.891 --> 02:40:40.832]  He did it double.
[02:40:40.832 --> 02:40:41.733]  Oh, double.
[02:40:41.733 --> 02:40:45.675]  I don't know, but I wouldn't denounce him because he was... his character...
[02:40:47.037 --> 02:40:48.359]  He's just, he was a gentleman.
[02:40:48.359 --> 02:40:50.843]  So it's okay to deport people as long as you're a good person?
[02:40:50.843 --> 02:40:56.571]  It is okay, but this person has many things against him.
[02:40:56.571 --> 02:40:58.895]  Everything about him is just corrupt.
[02:40:59.781 --> 02:41:04.165]  You could teach a whole logics class on her, because she's the opposite of it.
[02:41:04.165 --> 02:41:06.867]  You can use that as a teaching example.
[02:41:06.867 --> 02:41:09.309]  And just how she's disconnected from reality.
[02:41:09.309 --> 02:41:19.717]  Okay, well, when Obama didn't even do his job, but the courts weren't blocking him completely, so he deported double what Trump had done three years in, which is a number they admit.
[02:41:20.257 --> 02:41:27.042]  When he does it and does it in bad conditions, Trump fixes it up and does it better, does a better job, and less of it because the courts are blocking him.
[02:41:27.042 --> 02:41:29.244]  He's the Nazi, but Obama's the good guy.
[02:41:29.244 --> 02:41:31.906]  That is a total war on reality, what she just said.
[02:41:31.906 --> 02:41:39.012]  And I think the saddest part of that clip, too, is she said that Trump is what really started her into politics and what made her start focusing.
[02:41:39.612 --> 02:41:42.634]  And what is there for her to actually listen to now?
[02:41:42.634 --> 02:41:51.298]  All she has is a media that hates Trump and focuses on only the bad things that he does, repeats lies, repeats their rhetoric, exactly what they want the public to hear.
[02:41:51.298 --> 02:41:54.340]  So none of them actually know the facts behind what our president has done.
[02:41:54.340 --> 02:41:56.121]  All they know is this blind rage.
[02:41:56.121 --> 02:42:02.724]  And that's why we get people like this who refuse to denounce exactly what they're protesting Trump for when Obama did it.
[02:42:03.004 --> 02:42:03.784]  And this is central.
[02:42:03.784 --> 02:42:06.465]  We're going to go to Breitkamp with our guests and play one more of her clips, then get to their clip.
[02:42:06.465 --> 02:42:07.645]  They'll be with us a little bit in the next hour.
[02:42:07.645 --> 02:42:08.485]  Then Nick Beggis takes over.
[02:42:08.485 --> 02:42:10.146]  This is the key to it.
[02:42:10.146 --> 02:42:12.566]  She just said it, and the lady just said it.
[02:42:12.566 --> 02:42:16.027]  Most of these new anti-Trumpers were total zombies.
[02:42:16.027 --> 02:42:19.508]  They weren't even politically dialed in, but they're pop TV viewers.
[02:42:19.508 --> 02:42:21.709]  They're sitcom viewers.
[02:42:21.709 --> 02:42:24.129]  With all these plots to attack me, Trump, everybody.
[02:42:24.129 --> 02:42:26.450]  So these are fiction lovers.
[02:42:26.450 --> 02:42:28.510]  And they have now believed that fiction is reality.
[02:42:28.510 --> 02:42:30.111]  That's why they believe lies.
[02:42:30.111 --> 02:42:30.951]  And so they are the...
[02:42:32.128 --> 02:42:40.754]  Most uninformed, most delusional, not even really stupid, just most in a trance, that are now being activated as the literal zombie armies.
[02:42:40.754 --> 02:42:47.558]  How do we wave a wand or kiss the toad and get them to stop acting like this?
[02:42:47.558 --> 02:42:49.620]  Is there some way to get them out of the trance?
[02:42:49.620 --> 02:42:52.521]  We'll be back with Savannah Hernandez and the Proud Boys from New York.
[02:42:52.521 --> 02:42:52.922]  Stay with us.
[02:42:55.171 --> 02:42:56.772]  InfoWareStore.com.
[02:42:56.772 --> 02:43:03.056]  We have a new product, and we got several thousand of these in, and they're gonna sell out in a few days at the rate we're selling them.
[02:43:03.056 --> 02:43:13.903]  I want to thank the listeners for getting it, but this really is a game-changing toothpaste, and it doesn't compete with Super Blue that's four to five a colloidal silver and iodine and fluoride-free.
[02:43:14.821 --> 02:43:15.441]  We're good to go.
[02:43:29.952 --> 02:43:32.733]  Then it has the patented silver saw.
[02:43:32.733 --> 02:43:35.433]  Silver in it to knock out the bacteria that cause gingivitis.
[02:43:35.433 --> 02:43:36.253]  This is all proven.
[02:43:36.253 --> 02:43:37.814]  You can make claims with this.
[02:43:37.814 --> 02:43:48.976]  But I have to tell you, no one has a toothpaste this good for knocking out the bacteria, the viruses, and cleaning the teeth in a healthy way that doesn't strip away the enamel.
[02:43:48.976 --> 02:43:50.336]  So, we're really proud of it.
[02:43:50.336 --> 02:43:51.276]  It funds the operation.
[02:43:51.276 --> 02:43:52.977]  InfoWarsTore.com.
[02:43:52.977 --> 02:43:54.637]  That's why we're still on air thanks to you!
[02:43:56.325 --> 02:44:02.208]  Beto O'Rourke came out dozens of times and said, we're going to confiscate all your semi-automatic rifles.
[02:44:02.208 --> 02:44:08.832]  And he got all the other Democrats on the stage, nine others, to agree and said that he was a hero!
[02:44:08.832 --> 02:44:09.972]  Think about that.
[02:44:09.972 --> 02:44:13.594]  Now, those Democrats have taken all the guns in the cities they control.
[02:44:13.594 --> 02:44:22.719]  Their blue cities are literal crap holes covered with needles and with massive drug dealing and incredible levels of violent crime.
