[00:00:01.508 --> 00:00:04.649]  Two, three, four...
[02:14:29.496 --> 02:14:38.844]  They have advanced systems, they have Hawk systems, they have French systems, which aren't that good, but they are still, you know, usable for these things.
[02:14:38.844 --> 02:14:41.986]  I mean, there was nothing shot at any of these
[02:14:43.650 --> 02:14:46.012]  Uh, drones or missiles coming in.
[02:14:46.012 --> 02:14:54.100]  But I can tell you that if any attacks occurred from the Houthis, they occurred at those elements where there were fires.
[02:14:54.100 --> 02:14:59.204]  But those attacks on those spherical gas tanks were not by Houthi drones.
[02:14:59.204 --> 02:15:01.667]  So what type of DU round would that be?
[02:15:01.667 --> 02:15:04.369]  I mean, the Abrams is too large a sabot.
[02:15:04.369 --> 02:15:04.970]  What would it be?
[02:15:06.556 --> 02:15:15.426]  Well, I mean, it's probably a 20 millimeter, even a 20 millimeter depleted uranium round would make a foothold in a tank like that.
[02:15:17.040 --> 02:15:18.261]  But it's not an explosive warhead.
[02:15:18.261 --> 02:15:21.463]  An explosive warhead would have torn that tank completely to pieces.
[02:15:21.463 --> 02:15:24.985]  There wouldn't have been anything left of those tanks with any kind of explosive warhead.
[02:15:24.985 --> 02:15:31.369]  Again, I'm not a military guy, but if I was going to be shooting oil tanks, I would use an incendiary round or an armor piercing that goes through and explodes.
[02:15:31.369 --> 02:15:32.489]  Yeah.
[02:15:32.489 --> 02:15:36.652]  I mean, any regular explosive round, not even armor piercing, would have gone through those tanks.
[02:15:37.079 --> 02:15:40.361]  I mean, those tanks have 3-inch steel walls on it.
[02:15:40.361 --> 02:15:43.103]  Anything can penetrate that, especially an explosive.
[02:15:43.103 --> 02:15:44.744]  Well, let's talk about geopolitics.
[02:15:44.744 --> 02:15:46.706]  Let's talk about why Trump's not attacking Iran.
[02:15:46.706 --> 02:15:47.706]  Does he know he's being set up?
[02:15:47.706 --> 02:15:52.509]  Because what you said is actually what I believe happened, is that this is like another Bay of Pigs, a tip to set Trump up.
[02:15:52.509 --> 02:15:53.030]  Let's talk about it.
[02:15:53.870 --> 02:15:55.131]  Maybe not today.
[02:15:55.131 --> 02:15:56.412]  Maybe not tomorrow.
[02:15:56.412 --> 02:16:00.154]  But soon, you'll need a plan and place to survive.
[02:16:00.154 --> 02:16:01.235]  Forget bunkers.
[02:16:01.235 --> 02:16:03.056]  You're not a live underground gopher.
[02:16:03.056 --> 02:16:04.777]  You need Survivalist Camps.
[02:16:04.777 --> 02:16:12.582]  The ultimate, fully functional, off-the-grid, mobile survival bug-out house that's well-equipped and custom-built to outlast any other RV or trailer.
[02:16:12.582 --> 02:16:13.582]  Bold statement?
[02:16:13.582 --> 02:16:14.583]  You bet.
[02:16:14.583 --> 02:16:17.064]  See them now at survivalistcamps.com.
[02:16:17.064 --> 02:16:19.266]  That's survivalistcamps.com.
[02:16:19.266 --> 02:16:22.427]  Trust your family's survival to survivalistcamps.com.
[02:16:23.468 --> 02:16:26.049]  Hunters, anglers, campers and survivalists.
[02:16:26.049 --> 02:16:27.109]  Get back to nature.
[02:16:27.109 --> 02:16:34.292]  Expand your horizons with the highest quality, most versatile, unique slingshots and sling bows on the market at slingbow.com.
[02:16:34.292 --> 02:16:37.913]  Slingbow products are compact and models start from just $17.98.
[02:16:37.913 --> 02:16:41.134]  They're perfect for your bug out bag or storing in your vehicle.
[02:16:41.134 --> 02:16:45.215]  Give yourself and your loved ones the excitement and tradition of slingbow.
[02:16:45.215 --> 02:16:49.717]  A new frontier in archery and truly modern twist on this primitive survival tool.
[02:16:49.717 --> 02:16:52.338]  Feel the thrill only at slingbow.com.
[02:16:53.297 --> 02:16:59.041]  Finally, there's a way for you to get into the blockchain, the hottest financial sector without all the speculation.
[02:16:59.041 --> 02:17:04.164]  Now, enjoy a 27% annualized payment each month without the ups and downs of Bitcoin.
[02:17:04.164 --> 02:17:11.870]  Seen on programs broadcast on Fox Business News, blockchain data centers offer an equipment leasing program in the explosive digital asset marketplace.
[02:17:11.870 --> 02:17:19.755]  Inspired by entrepreneurs who sold picks and shovels during the gold rush, the money is in the mining equipment used to manufacture dozens of critical digital assets.
[02:17:19.915 --> 02:17:21.716]  Not a security IPO or note.
[02:17:21.716 --> 02:17:31.241]  Blockchain data centers have a proven turnkey equipment sale leaseback program with a 27% annualized lease payment deposited into your bank account each month.
[02:17:31.241 --> 02:17:32.081]  Don't miss this one.
[02:17:32.081 --> 02:17:33.382]  Stake your claim today.
[02:17:33.382 --> 02:17:33.642]  Call 800-600-3388.
[02:17:33.642 --> 02:17:33.962]  That's 800-600-3388.
[02:17:33.962 --> 02:17:36.063]  These valuable lease contracts won't last long.
[02:17:36.063 --> 02:17:36.303]  Call now.
[02:17:36.303 --> 02:17:36.363]  800-600-3388.
[02:17:36.363 --> 02:17:36.403]  800-600-3388.
[02:17:54.631 --> 02:18:03.435]  September is almost over, and right now we're offering store-wide free shipping, double Patriot points, and 50% off for a limited time.
[02:18:03.435 --> 02:18:06.676]  As a lot of you know, I don't play by the establishment's rules.
[02:18:06.676 --> 02:18:13.179]  In fact, I like to hijack things they've created and turn it towards the use of the people and the information war.
[02:18:13.179 --> 02:18:15.220]  And we're doing that right now with the Big Gang Changer.
[02:18:15.660 --> 02:18:19.324]  We're going to bring you real Black Friday prices.
[02:18:19.324 --> 02:18:22.627]  Months early in late September and early October.
[02:18:22.627 --> 02:18:25.550]  It's going to run as long as supplies last.
[02:18:25.550 --> 02:18:32.016]  Across the board, at least 50% off, store-wide, free shipping, double Patriot points.
[02:18:32.797 --> 02:18:33.417]  And more.
[02:18:33.417 --> 02:18:37.220]  We've not done this, ladies and gentlemen, since last Christmas.
[02:18:37.220 --> 02:18:39.881]  But I want you to take advantage of this.
[02:18:39.881 --> 02:18:41.923]  We need funds to run our operations.
[02:18:41.923 --> 02:18:43.283]  So it is a win-win.
[02:18:43.283 --> 02:18:44.664]  We're going into 2020.
[02:18:44.664 --> 02:18:46.105]  InfoWars needs the funds.
[02:18:46.105 --> 02:18:47.506]  Plus, these are great products.
[02:18:47.506 --> 02:18:53.730]  Go take advantage of them right now at InfoWarsStore.com or InfoWarsLife.com or 888-253-3139.
[02:18:53.730 --> 02:18:56.151]  I love watching David Knight in the morning.
[02:18:56.151 --> 02:18:58.292]  I love tuning in to Owen Schroer.
[02:18:58.292 --> 02:19:00.033]  I love all the other shows we do here.
[02:19:00.033 --> 02:19:00.914]  But I'll be honest with you.
[02:19:01.744 --> 02:19:07.088]  We run during the breaks a lot of news reports because I'm sick of hearing the ads.
[02:19:07.088 --> 02:19:08.969]  So you think you don't want to hear an ad?
[02:19:08.969 --> 02:19:10.250]  I don't want to hear an ad.
[02:19:10.250 --> 02:19:11.011]  But here's the bottom line.
[02:19:12.017 --> 02:19:13.498]  We're barely paying the bills here.
[02:19:13.498 --> 02:19:16.199]  And I want to expand in the face of the globalists, not contract.
[02:19:16.199 --> 02:19:17.339]  I don't want them to win.
[02:19:17.339 --> 02:19:20.280]  So listen, you've got this guarantee from me.
[02:19:20.280 --> 02:19:23.382]  We sell enough product, we'll have less ads and less plugs.
[02:19:23.382 --> 02:19:26.543]  And we'll expand and really give the globalists enough of their money.
[02:19:26.543 --> 02:19:30.345]  But we've got products you already really need, like DNA Force Plus, X2.
[02:19:30.345 --> 02:19:31.905]  These will change your life.
[02:19:31.905 --> 02:19:33.306]  Go check out the turmeric products.
[02:19:33.306 --> 02:19:35.327]  Check out the water filtration, air filtration.
[02:19:35.327 --> 02:19:36.007]  Check it all out.
[02:19:36.007 --> 02:19:37.968]  Whatever you do, take action and know.
[02:19:37.968 --> 02:19:39.748]  Be part of the second American revolution.
[02:19:39.748 --> 02:19:40.929]  Be part of crushing the globalists.
[02:19:41.329 --> 02:19:43.310]  You're listening to the Alex Jones Show!
[02:20:15.296 --> 02:20:20.158]  Defending the Republic from enemies, foreign and domestic.
[02:20:20.158 --> 02:20:21.019]  It's Alex Jones.
[02:20:21.019 --> 02:20:29.162]  I don't think there's any doubt that we're in a major crossroads in human destiny.
[02:20:29.162 --> 02:20:31.483]  There's so many incredible developments happening.
[02:20:31.483 --> 02:20:34.905]  Evil's really coming out of the closet right now.
[02:20:34.905 --> 02:20:40.827]  We'll talk about that next segment with Joel Skousen, editor of WorldDefersBreathe.com.
[02:20:40.827 --> 02:20:43.749]  And we're also going to get into
[02:20:45.626 --> 02:20:47.409]  Some of the other societal decay that's taking place.
[02:20:47.409 --> 02:20:52.517]  But when I looked at this, you had the Israeli election coming up.
[02:20:52.517 --> 02:20:57.364]  You've got Trump saying he wants to meet with the Iranian leaders and try to end the sanctions and have a peace deal.
[02:20:57.364 --> 02:21:00.128]  You know, they've been sabotaging his attempted peace deals with North Korea as well.
[02:21:02.000 --> 02:21:11.162]  And I know that you have shadow diplomacy by Obama and Hillary in the deep state, and then they have their own deep state in Iran, and some evidence shows the CIA helped put them in in 79.
[02:21:11.162 --> 02:21:19.604]  So I'm thinking, are they doing this with plausible deniability, using the rebels as cover to say, to embarrass Trump and get him to strike for some setup?
[02:21:19.604 --> 02:21:25.425]  Or would it be another place like Israel or factions of Israel wanting something for an election?
[02:21:26.718 --> 02:21:34.220]  They're tracking an attack that already comes in from the rebels, who we know have attacked Riyadh with missiles and things before, so they piggyback on it.
[02:21:34.220 --> 02:21:40.042]  I mean, I agree with Joel Skousen, but he was a Marine Corps aviator in Vietnam, he knows about these weapons systems.
[02:21:40.042 --> 02:21:43.062]  These do look more sophisticated, more targeted.
[02:21:43.062 --> 02:21:46.123]  They're very precise, kind of like the Star Wars analogy.
[02:21:46.123 --> 02:21:50.324]  They look at the sand crawler, and I've never seen sand people hit something this big.
[02:21:50.324 --> 02:21:52.305]  Obi-Wan Kenobi says, we were only meant to think
[02:21:52.985 --> 02:21:56.948]  They hit this Imperial Stormtroopers that only Imperial Stormtroopers are so precise.
[02:21:56.948 --> 02:21:58.669]  So there's your cheesy Star Wars analogy.
[02:21:58.669 --> 02:22:00.711]  So I think that is the big telltale here.
[02:22:00.711 --> 02:22:01.251]  I agree with him.
[02:22:01.251 --> 02:22:02.772]  We have the aerial photos.
[02:22:02.772 --> 02:22:05.654]  It's very precision.
[02:22:05.654 --> 02:22:07.756]  And why was there a stand down?
[02:22:08.556 --> 02:22:13.197]  But then Iran, I mean, I wouldn't trust those Moodles as far as I can throw them either.
[02:22:13.197 --> 02:22:15.198]  They've been under sanctions a long time.
[02:22:15.198 --> 02:22:18.559]  They have been grabbing ships in the Strait of Hormuz.
[02:22:18.559 --> 02:22:25.341]  So, Joel, I mean, of all those competing theories, I think what comes out of it here is we're not getting the full story.
[02:22:25.341 --> 02:22:33.743]  And I think that Trump is holding back because I think he realizes this could be like Bay of Pigs to embarrass Kennedy, or this could be like 1979 with the Delta Force failed raid.
[02:22:40.628 --> 02:22:49.294]  Well, I don't think Trump has a great deal of understanding about the false intelligence he's getting from the agencies.
[02:22:49.294 --> 02:22:55.079]  The mainstream media, including Fox News, continues to push home that you've got to believe our intelligence professionals.
[02:22:55.079 --> 02:22:56.300]  We've got to believe them.
[02:22:56.300 --> 02:22:57.841]  And Trump seems to believe them.
[02:22:57.841 --> 02:23:00.503]  But in spite of the false intelligence that he's getting,
[02:23:01.266 --> 02:23:08.171]  Because of his previous campaign promises to end the war in Afghanistan and get out of these foreign wars, he is very reluctant to do this.
