whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[02:16:49.120 --> 02:16:51.360]   That's 800-34-NO-TAX or
[02:16:51.360 --> 02:16:53.640]   my website, danpilla.com.
[02:16:53.640 --> 02:16:56.920]   >> Heart disease is on the rise.
[02:16:56.920 --> 02:16:57.840]   Clogged arteries,
[02:16:57.840 --> 02:16:58.960]   high blood pressure, and
[02:16:58.960 --> 02:17:00.800]   high cholesterol levels may not be
[02:17:00.800 --> 02:17:02.280]   fully detected by you.
[02:17:02.280 --> 02:17:03.840]   But the symptoms are there.
[02:17:03.840 --> 02:17:04.800]   Loss of energy,
[02:17:04.800 --> 02:17:06.560]   blood sugar spikes and drops,
[02:17:06.560 --> 02:17:07.720]   poor circulation, and
[02:17:07.720 --> 02:17:09.600]   irregular heartbeat are just a few
[02:17:09.600 --> 02:17:10.960]   of these that can alert you that
[02:17:10.960 --> 02:17:12.240]   something is wrong.
[02:17:12.240 --> 02:17:14.080]   Hear how heart and body extract
[02:17:14.080 --> 02:17:15.320]   is making a difference
[02:17:15.320 --> 02:17:16.960]   in thousands of people's lives
[02:17:16.960 --> 02:17:18.080]   across America.
[02:17:18.080 --> 02:17:19.240]   >> My blood pressure has
[02:17:19.240 --> 02:17:19.920]   normalized.
[02:17:19.920 --> 02:17:22.160]   My diabetes has totally improved.
[02:17:22.160 --> 02:17:23.320]   >> Everyone is telling me now how
[02:17:23.320 --> 02:17:24.680]   much healthier I look and
[02:17:24.680 --> 02:17:25.560]   I'm telling everyone how much
[02:17:25.560 --> 02:17:26.600]   healthier I feel.
[02:17:26.600 --> 02:17:27.360]   I recommend heart and
[02:17:27.360 --> 02:17:28.760]   body extract to everyone.
[02:17:28.760 --> 02:17:30.080]   >> Anybody over 40 in
[02:17:30.080 --> 02:17:31.440]   the North American continent
[02:17:31.440 --> 02:17:33.400]   should be using this product
[02:17:33.400 --> 02:17:34.880]   as a preventative to keep their
[02:17:34.880 --> 02:17:36.640]   cardiovascular system healthy.
[02:17:36.640 --> 02:17:38.000]   >> Order your two month supply
[02:17:38.000 --> 02:17:41.720]   today by calling 866-295-5305.
[02:17:41.720 --> 02:17:44.720]   That's 866-295-5305.
[02:17:44.720 --> 02:17:46.720]   Or order online,
[02:17:46.720 --> 02:17:49.320]   HBextract.com,
[02:17:49.320 --> 02:17:52.720]   heart and body extract,
[02:17:52.720 --> 02:17:56.040]   866-295-5305 or HBextract.com.
[02:17:56.040 --> 02:17:57.440]   >> Do you realize that when you
[02:17:57.440 --> 02:17:59.600]   spread the links from Infowars.com,
[02:17:59.600 --> 02:18:01.200]   when you spread the videos,
[02:18:01.200 --> 02:18:02.800]   you are changing the world?
[02:18:02.800 --> 02:18:06.120]   It's you that has defeated Hillary
[02:18:06.120 --> 02:18:07.520]   and the globalists.
[02:18:07.520 --> 02:18:09.360]   It is you, the Infowarriors across
[02:18:09.360 --> 02:18:10.960]   the planet, that stood against
[02:18:10.960 --> 02:18:12.720]   the bullying, that stood against
[02:18:12.720 --> 02:18:13.760]   the peer pressure,
[02:18:13.760 --> 02:18:15.320]   that stood against the threats,
[02:18:15.320 --> 02:18:16.920]   that have now changed the world.
[02:18:16.920 --> 02:18:18.320]   And that's why you've been on
[02:18:18.320 --> 02:18:19.920]   the team, supporting us, praying
[02:18:19.920 --> 02:18:21.480]   for us, and spreading the word.
[02:18:21.480 --> 02:18:22.520]   You are the Infowar.
[02:18:22.520 --> 02:18:23.680]   And now because of their
[02:18:23.680 --> 02:18:25.040]   intensifying censorship,
[02:18:25.040 --> 02:18:26.560]   it's more important than ever
[02:18:26.560 --> 02:18:30.120]   that everyone go to Infowars.com/newsletter
[02:18:30.120 --> 02:18:31.800]   and sign up via email.
[02:18:31.800 --> 02:18:33.360]   So there's no way the censors can
[02:18:33.360 --> 02:18:34.800]   get between us with critical
[02:18:34.800 --> 02:18:37.280]   videos, articles, breaking news,
[02:18:37.280 --> 02:18:38.400]   intel, you name it.
[02:18:38.400 --> 02:18:39.520]   And so now I ask you,
[02:18:39.520 --> 02:18:41.080]   more than ever, to share
[02:18:41.080 --> 02:18:42.640]   the Infowars.com articles,
[02:18:42.640 --> 02:18:44.320]   the videos, to tell people about
[02:18:44.320 --> 02:18:46.160]   the local stations you're listening
[02:18:46.160 --> 02:18:47.880]   to, the bare minimum you can do is
[02:18:47.880 --> 02:18:49.520]   sign up for the free newsletter
[02:18:49.520 --> 02:18:52.880]   at Infowars.com/newsletter.
[02:18:52.880 --> 02:18:54.680]   We are the Renaissance, and
[02:18:54.680 --> 02:18:56.040]   we are winning.
[02:18:56.040 --> 02:18:57.720]   >> We've taken thousands of years
[02:18:57.720 --> 02:18:58.800]   of known research and
[02:18:58.800 --> 02:19:00.360]   put it together with our own four
[02:19:00.360 --> 02:19:01.920]   years of seeking and testing to
[02:19:01.920 --> 02:19:03.640]   find the very best systems that God
[02:19:03.640 --> 02:19:05.280]   gave us through Mother Nature to
[02:19:05.280 --> 02:19:06.600]   detoxify the body.
[02:19:06.600 --> 02:19:08.200]   That's why I'm introducing
[02:19:08.200 --> 02:19:09.800]   Z-Shield, toxic metal and
[02:19:09.800 --> 02:19:11.520]   chemical defense support.
[02:19:11.520 --> 02:19:12.960]   It's made in the USA.
[02:19:12.960 --> 02:19:14.680]   It's filled with known compounds
[02:19:14.680 --> 02:19:16.400]   from nature that are absolutely
[02:19:16.400 --> 02:19:18.120]   associated with detoxifying the
[02:19:18.120 --> 02:19:20.000]   body and it supports the InfoWars.
[02:19:20.000 --> 02:19:21.920]   It is a classical 360 win.
[02:19:21.920 --> 02:19:23.360]   This is the formula that I
[02:19:23.360 --> 02:19:25.120]   personally have been taking for
[02:19:25.120 --> 02:19:26.960]   over a year, and now we believe we
[02:19:26.960 --> 02:19:28.720]   have come as close to perfection
[02:19:28.720 --> 02:19:30.400]   when it comes to a detoxifier as
[02:19:30.400 --> 02:19:31.640]   you can possibly get.
[02:19:31.640 --> 02:19:32.800]   You owe it to yourself,
[02:19:32.800 --> 02:19:34.240]   you owe it to your family, and
[02:19:34.240 --> 02:19:35.720]   you owe it to the future of this
[02:19:35.720 --> 02:19:37.480]   country and the world that patriots
[02:19:37.480 --> 02:19:39.120]   stay as healthy and as clean and
[02:19:39.120 --> 02:19:40.480]   as focused as you can be.
[02:19:40.480 --> 02:19:41.760]   Because we need you,
[02:19:41.760 --> 02:19:43.200]   the remnant of America,
[02:19:43.200 --> 02:19:45.000]   to reignite those brush fires to
[02:19:45.000 --> 02:19:46.720]   the next level and to be healthy
[02:19:46.720 --> 02:19:48.320]   and as focused as you can be.
[02:19:48.320 --> 02:19:49.520]   Thanks to your support and
[02:19:49.520 --> 02:19:50.640]   your prayers, together,
[02:19:50.640 --> 02:19:51.800]   we're changing the world.
[02:19:51.800 --> 02:19:53.520]   Now it's time to change our bodies
[02:19:53.520 --> 02:19:55.520]   with Z-Shield and InfoWarsLife.com.
[02:19:55.520 --> 02:19:58.480]   [MUSIC]
[02:19:58.480 --> 02:19:59.760]   >> You're listening to
[02:19:59.760 --> 02:20:01.040]   the Alex Jones Show.
[02:20:01.040 --> 02:20:07.480]   [MUSIC]
[02:20:07.480 --> 02:20:17.480]   [MUSIC]
[02:20:19.480 --> 02:20:29.480]   [MUSIC]
[02:20:29.480 --> 02:20:39.480]   [MUSIC]
[02:20:39.480 --> 02:20:53.480]   >> We're back live,
[02:20:53.480 --> 02:20:54.720]   coming up the next hour,
[02:20:54.720 --> 02:20:56.320]   we've got the full AG report,
[02:20:56.320 --> 02:20:58.160]   it's posted to NewsWars.com and
[02:20:58.160 --> 02:21:00.240]   InfoWars.com.
[02:21:00.240 --> 02:21:01.480]   And it is a doozy,
[02:21:01.480 --> 02:21:03.600]   we're scanning over it.
[02:21:03.600 --> 02:21:05.560]   It already been leaked out to
[02:21:05.560 --> 02:21:07.320]   Judicial Watch and CNN.
[02:21:07.320 --> 02:21:08.880]   And we're going to be going over
[02:21:08.880 --> 02:21:09.440]   all of it.
[02:21:09.440 --> 02:21:10.840]   And it's pretty much what we
[02:21:10.840 --> 02:21:12.200]   thought it was going to be.
[02:21:12.200 --> 02:21:15.200]   But it's bombshell, but
[02:21:15.200 --> 02:21:18.960]   it's couched in basically,
[02:21:18.960 --> 02:21:21.280]   sophistic terms.
[02:21:21.280 --> 02:21:22.640]   And we'll get more into it later
[02:21:22.640 --> 02:21:24.040]   in the hour as well.
[02:21:24.040 --> 02:21:26.360]   But Comey's actions in the Clinton
[02:21:26.360 --> 02:21:28.240]   case departed clearly and
[02:21:28.240 --> 02:21:29.960]   dramatically from FBI department
[02:21:29.960 --> 02:21:30.480]   norms.
[02:21:30.480 --> 02:21:33.080]   That's a nice way of saying it was
[02:21:33.080 --> 02:21:34.520]   illegal, and colluded, and
[02:21:34.520 --> 02:21:36.080]   hurt the perception of the FBI.
[02:21:36.080 --> 02:21:37.760]   But they weren't the result of
[02:21:37.760 --> 02:21:40.000]   political bias, total horsemaneer.
[02:21:40.000 --> 02:21:42.960]   Specifically, it was not Comey's
[02:21:42.960 --> 02:21:44.360]   job to publicly proclaim what
[02:21:44.360 --> 02:21:46.000]   a reasonable prosecutor should do
[02:21:46.000 --> 02:21:47.040]   in the Clinton case.
[02:21:47.040 --> 02:21:48.560]   Tied between a fair having FBI
[02:21:48.560 --> 02:21:49.920]   officials Peter Strzok and
[02:21:49.920 --> 02:21:52.080]   Lisa Page did have political bias.
[02:21:52.080 --> 02:21:53.560]   But the AG found evidence that
[02:21:53.560 --> 02:21:55.280]   improper considerations affected
[02:21:55.280 --> 02:21:56.480]   their investigative actions.
[02:21:56.480 --> 02:21:57.240]   That's right.
[02:21:57.240 --> 02:21:59.160]   They're all just getting paid by
[02:21:59.160 --> 02:22:01.000]   their bosses to set up the whole
[02:22:01.000 --> 02:22:02.760]   fake report and do all that.
[02:22:02.760 --> 02:22:04.560]   And it just goes on from there.
[02:22:04.560 --> 02:22:10.440]   So, these are all just the white
[02:22:10.440 --> 02:22:11.400]   washes going on.
[02:22:11.400 --> 02:22:12.560]   But more is coming out,
[02:22:12.560 --> 02:22:13.720]   ladies and gentlemen.
[02:22:13.720 --> 02:22:14.360]   Now, Dr.
[02:22:14.360 --> 02:22:17.080]   Sheba is a scientist, inventor,
[02:22:17.080 --> 02:22:18.760]   inventor of email.
[02:22:18.760 --> 02:22:20.960]   He forgot the title of that,
[02:22:20.960 --> 02:22:22.000]   literally.
[02:22:22.000 --> 02:22:23.560]   He's the guy who put the term
[02:22:23.560 --> 02:22:24.120]   email and
[02:22:24.120 --> 02:22:25.880]   codified into that system.
[02:22:25.880 --> 02:22:27.400]   And he is running against
[02:22:27.400 --> 02:22:28.640]   Elizabeth Warren,
[02:22:28.640 --> 02:22:30.840]   who will not do the genetic test.
[02:22:30.840 --> 02:22:32.760]   The tribes say she has no
[02:22:32.760 --> 02:22:35.000]   connection to in Oklahoma or
[02:22:35.000 --> 02:22:36.240]   other areas.
[02:22:36.240 --> 02:22:38.320]   But he's a real Indian from
[02:22:38.320 --> 02:22:40.560]   the subcontinent India.
[02:22:40.560 --> 02:22:42.080]   But he's a great patriot.
[02:22:42.080 --> 02:22:43.480]   I'd love to get him in the US
[02:22:43.480 --> 02:22:44.000]   Senate.
[02:22:44.000 --> 02:22:45.680]   But regardless, he is reaching
[02:22:45.680 --> 02:22:47.240]   tens of millions of people in
[02:22:47.240 --> 02:22:48.840]   the interviews he's doing and
[02:22:48.840 --> 02:22:49.840]   what he's doing.
[02:22:49.840 --> 02:22:51.200]   But boy, they've been censoring
[02:22:51.200 --> 02:22:52.440]   him saying he can't put up his
[02:22:52.440 --> 02:22:53.920]   political signs, even if he pays
[02:22:53.920 --> 02:22:57.080]   for it, it's getting crazy.
[02:22:57.080 --> 02:22:58.440]   So we're part of the 34 hour
[02:22:58.440 --> 02:22:59.960]   broadcast right now going to him
[02:22:59.960 --> 02:23:01.440]   to cover what he's been doing,
[02:23:01.440 --> 02:23:02.640]   what's been happening.
[02:23:02.640 --> 02:23:03.920]   But then expanding,
[02:23:03.920 --> 02:23:05.720]   he's a smart guy on some great
[02:23:05.720 --> 02:23:07.360]   technology ideas he has.
[02:23:07.360 --> 02:23:10.120]   And then the blue wave turning
[02:23:10.120 --> 02:23:12.880]   into a blue backwash of toilet
[02:23:12.880 --> 02:23:14.240]   bowl cleaner.
[02:23:14.240 --> 02:23:16.520]   And then you've got the red
[02:23:16.520 --> 02:23:19.260]   tsunami now with all these anti
[02:23:19.260 --> 02:23:22.320]   Trump Republicans being swept out
[02:23:22.320 --> 02:23:24.480]   in special elections.
[02:23:24.480 --> 02:23:26.920]   We're going to look at all that.
[02:23:26.920 --> 02:23:28.920]   What are they going to do if
[02:23:28.920 --> 02:23:31.160]   the trends of the Civil War,
[02:23:31.160 --> 02:23:33.280]   that when a Republican has
[02:23:33.280 --> 02:23:36.040]   the presidency after his first two
[02:23:36.040 --> 02:23:38.800]   years, the Democrats take control
[02:23:38.800 --> 02:23:41.240]   of the House or Senate or both.
[02:23:41.240 --> 02:23:42.600]   Because all the evidence is
[02:23:42.600 --> 02:23:43.840]   pointing towards that not
[02:23:43.840 --> 02:23:45.480]   happening, but remember they got
[02:23:45.480 --> 02:23:46.800]   an old ace up the sleeve and
[02:23:46.800 --> 02:23:48.400]   a couple other cards, five or
[02:23:48.400 --> 02:23:49.040]   six aces.
[02:23:49.040 --> 02:23:50.880]   So they're going to try to steal
[02:23:50.880 --> 02:23:52.880]   the election as they've already
[02:23:52.880 --> 02:23:53.400]   done.
[02:23:53.400 --> 02:23:55.360]   But Dr. Sheba Ayodhya Ray,
[02:23:55.360 --> 02:23:57.560]   thanks for joining us with some
[02:23:57.560 --> 02:23:59.760]   big breaking exclusive news.
[02:23:59.760 --> 02:24:02.120]   >> Yeah, great to be here, Alex.
[02:24:02.120 --> 02:24:03.320]   I think I may just hit my camera.
[02:24:03.320 --> 02:24:03.880]   How are you?
[02:24:03.880 --> 02:24:04.600]   >> I'm good, man.
[02:24:04.600 --> 02:24:06.200]   It's good to see your smiling face
[02:24:06.200 --> 02:24:06.640]   there.
[02:24:06.640 --> 02:24:07.800]   Where do you want to start?
[02:24:07.800 --> 02:24:09.160]   The blue wave turning into
[02:24:09.160 --> 02:24:11.000]   a fizzle, your big announcement,
[02:24:11.000 --> 02:24:12.760]   the censorship you're facing,
[02:24:12.760 --> 02:24:13.560]   North Korea,
[02:24:13.560 --> 02:24:15.040]   there's so much to cover.
[02:24:15.040 --> 02:24:16.200]   >> We can start anywhere because
[02:24:16.200 --> 02:24:17.760]   they're all interconnected, right?
[02:24:17.760 --> 02:24:18.560]   You touch one part,
[02:24:18.560 --> 02:24:19.920]   it connects to everything else.
[02:24:19.920 --> 02:24:21.040]   Maybe we should just start with
[02:24:21.040 --> 02:24:22.080]   the free speech thing, Alex.
[02:24:22.080 --> 02:24:22.640]   >> Yes.
[02:24:22.640 --> 02:24:24.040]   >> because that's where we left
[02:24:24.040 --> 02:24:24.800]   off last time.
[02:24:24.800 --> 02:24:26.400]   Last time we were on, Alex,
[02:24:26.400 --> 02:24:27.720]   we shared with you and
[02:24:27.720 --> 02:24:29.800]   your audience that we got this big
[02:24:29.800 --> 02:24:31.680]   sign out here, you may see it,
[02:24:31.680 --> 02:24:33.560]   only the real Indian can defeat
[02:24:33.560 --> 02:24:34.640]   the fake Indian.
[02:24:34.640 --> 02:24:36.680]   It's a very powerful meme, Alex,
[02:24:36.680 --> 02:24:38.520]   and I want to really explain why
[02:24:38.520 --> 02:24:39.720]   it's so powerful and
[02:24:39.720 --> 02:24:41.160]   why we put it out there.
[02:24:41.160 --> 02:24:43.160]   Because it really is an expression
[02:24:43.160 --> 02:24:44.560]   of not only my anger, but
[02:24:44.560 --> 02:24:46.360]   pretty much everyone's anger at
[02:24:46.360 --> 02:24:48.040]   the corruption that is taking
[02:24:48.040 --> 02:24:49.280]   place in government.
[02:24:49.280 --> 02:24:50.600]   Elizabeth Warren is a face of
[02:24:50.600 --> 02:24:51.440]   that corruption.
[02:24:51.440 --> 02:24:53.200]   So when we put that signage up on
[02:24:53.200 --> 02:24:55.080]   our bus, the city of Cambridge,
[02:24:55.080 --> 02:24:56.840]   which is supposed to be the most
[02:24:56.840 --> 02:24:58.560]   liberal haven on the planet,
[02:24:58.560 --> 02:25:00.200]   said we had to take it down.
[02:25:00.200 --> 02:25:02.000]   That was on April 5th, 2018.
[02:25:02.000 --> 02:25:02.720]   We didn't do that.
[02:25:02.720 --> 02:25:04.480]   In fact, we retaliated hard and
[02:25:04.480 --> 02:25:05.320]   we sued them,
[02:25:05.320 --> 02:25:07.080]   took them to federal court and
[02:25:07.080 --> 02:25:07.640]   we won.
[02:25:07.640 --> 02:25:10.200]   They surrendered completely and
[02:25:10.200 --> 02:25:11.800]   then based on that,
[02:25:11.800 --> 02:25:14.120]   we dismissed the court case.
[02:25:14.120 --> 02:25:16.120]   Obviously, the mainstream media
[02:25:16.120 --> 02:25:18.360]   did not want to cover our victory.
[02:25:18.360 --> 02:25:19.920]   So what we realize, Alex,
[02:25:19.920 --> 02:25:21.360]   the big news is this, and
[02:25:21.360 --> 02:25:23.400]   this is something that's really,
[02:25:23.400 --> 02:25:24.600]   really important.
[02:25:24.600 --> 02:25:26.440]   You see, for far too long,
[02:25:26.440 --> 02:25:28.960]   the establishment has made politics
[02:25:28.960 --> 02:25:31.240]   essentially an audience sport,
[02:25:31.240 --> 02:25:31.840]   right?
[02:25:31.840 --> 02:25:33.760]   They do not want the everyday
[02:25:33.760 --> 02:25:36.360]   citizen to actually be involved in
[02:25:36.360 --> 02:25:37.960]   that aspect, right?
[02:25:37.960 --> 02:25:38.960]   because they don't want to give
