[00:00.000 --> 00:20.000]  Music
[2:33:08.400 --> 2:33:14.000]  You found it. The tip of the spear. It is the Alex Jones show.
[2:33:14.000 --> 2:33:21.760]  I hear people talking bad about the way we have to live here in this country.
[2:33:21.760 --> 2:33:29.200]  So, you've seen it all over the news. Arrest anti-vaxxers. Arrest people that question it. Arrest
[2:33:29.200 --> 2:33:33.920]  people that question Big Pharma. You saw Roger Stone, one of Trump s chief advisors,
[2:33:34.640 --> 2:33:39.520]  set up for Russiagate. No Russia found. They claim he lied to Congress, and he didn't even do that.
[2:33:39.520 --> 2:33:45.680]  Well, that's the point we've gotten to, is Caitlyn Bennett, Info Wars reporter, run off of
[2:33:47.120 --> 2:33:52.960]  Ohio University. We're trying to do interviews about President's Day. Here's what Trump said
[2:33:52.960 --> 2:33:55.520]  just about an hour ago at a press conference about Roger Stone.
[2:33:56.720 --> 2:34:00.880]  Are you planning to pardon Roger Stone? I haven't given it any thought. In the meantime,
[2:34:00.880 --> 2:34:05.520]  he's going through a process, but I think he's been treated very unfairly. Yes.
[2:34:05.520 --> 2:34:10.880]  And it's warning about China and wanting U.S. companies. So, he hasn't given it any thought.
[2:34:14.880 --> 2:34:18.880]  Trump doesn't lie a lot, but I guarantee he's given that a lot of thought.
[2:34:18.880 --> 2:34:22.000]  But I guess he hasn't given thought to the pardon yet, he could say, because
[2:34:22.560 --> 2:34:27.040]  the process isn't over. So, I get what he's saying is he hasn't given thought to what he's going to
[2:34:27.040 --> 2:34:33.520]  do specifically because the sentencing isn't over. So, from a legal perspective, I get what he's
[2:34:33.520 --> 2:34:38.320]  saying. But obviously, he's thought about it because Roger Stone advised him on the 2020
[2:34:38.320 --> 2:34:44.000]  campaign quite a bit and has been punished so that he would lie about Trump. And Stone hasn't done that.
[2:34:45.840 --> 2:34:51.120]  But if he's going to be giving clemency early president release to Blagojevic,
[2:34:51.760 --> 2:34:55.440]  the disgraced governor of Illinois, who definitely was involved in
[2:34:56.640 --> 2:35:02.320]  paper play stuff caught on tape doing it, then he better let Roger Stone go. But I wouldn't hold
[2:35:02.320 --> 2:35:08.000]  my breath now with the media acting like it's obstruction of justice if the president
[2:35:08.560 --> 2:35:13.120]  hardens him. The president has that power and should exorcise his executive power.
[2:35:13.120 --> 2:35:18.000]  His instinct is vaccines are dangerous. Barron got hurt by one. You know, you want to know
[2:35:18.000 --> 2:35:23.920]  Roger Stone's story, Roger Stone knows for a fact that Barron was really healthy and doing great,
[2:35:23.920 --> 2:35:29.520]  had big problems for vaccines, didn't talk for a while, had some problems. They only put a stigma
[2:35:29.520 --> 2:35:35.440]  on their son. But Trump's like, what's wrong with my three year old? He was running around great.
[2:35:35.440 --> 2:35:41.120]  Now I can barely talk. He bounced back from it. But notice Trump talked to Bill Gates and Bill
[2:35:41.120 --> 2:35:45.840]  Gates told him it's okay. So now Trump doesn't say a word about vaccines. It's amazing. So don't
[2:35:45.840 --> 2:35:50.000]  let your lying eyes get to you, Trump. Getting back to Dr. Sherry Tenpenny, who's been one of the
[2:35:50.000 --> 2:35:56.240]  leading voices exposing the dangers of vaccines, their secret protections and the rest of it,
[2:35:56.240 --> 2:36:01.280]  total vindication with the UN summit, the head of the UN vaccine program, the head scientist of the
[2:36:01.280 --> 2:36:06.480]  UN, saying that there's damages, it's hurting people, we've covered it up. All the other scientists
[2:36:06.480 --> 2:36:10.800]  saying, yeah, something needs to be done. There's no testing. Basically, we're just told to do this.
[2:36:10.800 --> 2:36:17.520]  I mean, that is so, that is so massive. Speak to that. And then how do they try to strike back now?
[2:36:17.520 --> 2:36:20.720]  What do you, what's the latest to this authoritarianism?
[2:36:20.720 --> 2:36:28.240]  The latest is obviously mandates, mandatory vaccination for, because it's all saying two things,
[2:36:28.240 --> 2:36:35.280]  Alex, one is the measles is going to kill everybody. So we have to stop it. And the second thing is
[2:36:35.280 --> 2:36:42.560]  setting up these mandatory vaccinations will allow them to vaccinate us with these fast-track
[2:36:42.560 --> 2:36:49.040]  counter-terror, counter-measures is what they call them. If it's a fast-tracked vaccine,
[2:36:49.040 --> 2:36:53.920]  they call it a counter-measure. And if it's a counter-measure, you can't sue over it, even in
[2:36:53.920 --> 2:36:59.520]  the crappy vaccine court that we have. And so I believe that they are setting up all these mandates
[2:36:59.520 --> 2:37:05.280]  and with this coronavirus and then Ebola virus hanging in the backdrop, some biological thing
[2:37:05.280 --> 2:37:11.440]  in order to be able to ram their vaccines into everybody. I think that that's what's coming.
[2:37:11.440 --> 2:37:16.080]  I've been working with several groups in Europe. In fact, I'm going to be in Munich the third week
[2:37:16.080 --> 2:37:21.760]  in March. I'm going to be talking at a big rally there. And then there's a very large invitation
[2:37:21.760 --> 2:37:28.640]  only strategy meeting for Europe to try to get our point across. And I think that our next move
[2:37:28.640 --> 2:37:35.120]  here, Alex, needs to be, you know, we're looking at trying to put fingers in 50 dykes across our
[2:37:35.120 --> 2:37:40.640]  country, 50 dykes minus four, minus California, New York, West Virginia, and Mississippi,
[2:37:40.640 --> 2:37:45.440]  that have already lost their right to refuse. And so we've got all of these other states that
[2:37:45.440 --> 2:37:50.080]  we're trying to protect our exemptions. It's just going to be a matter of time before Pharma says,
[2:37:50.080 --> 2:37:53.760]  I'm sick and tired of fighting this in all these states. Let's just ratchet this up and make it
[2:37:53.760 --> 2:37:59.280]  mandatory at the federal level, which is some of what these sad executive orders that Trump has put
[2:37:59.280 --> 2:38:04.880]  through makes me very nervous. And they're already trying to pass that in Europe. And so I think
[2:38:04.880 --> 2:38:10.560]  that the next level of what we need to be advocating for is the complete elimination of the vaccine
[2:38:10.560 --> 2:38:17.760]  industry. It's a 200 year mistake. It was based on based on no science on politics and on money
[2:38:17.760 --> 2:38:24.720]  from its very inception. It's doing the incidence rate of these infections is extraordinarily low.
[2:38:24.720 --> 2:38:30.400]  We no longer need to vaccinate everyone to cause eradication of these viruses and bacteria that
[2:38:30.400 --> 2:38:36.640]  even that will continue to propagate irrespective of vaccination rates. You know, science moves on,
[2:38:36.640 --> 2:38:44.480]  technology moves on. Sure, vaccines belong to the age of leeches and tying witches up with rocks
[2:38:44.480 --> 2:38:52.560]  and throwing them in the local lake. But clearly they know they're losing. That's why they're
[2:38:52.560 --> 2:38:57.440]  pushing for total capitulation. You're right. Just counter them completely and say eradicate the
[2:38:57.440 --> 2:39:03.360]  whole industry. Get rid of all of it. They're building a $1.3 trillion industry on the backs
[2:39:03.360 --> 2:39:08.960]  of damaging children. And if that isn't enough to get people riled up and be really angry about
[2:39:08.960 --> 2:39:12.880]  what's going on, then they are just they're just brain dead and they're never going to get it.
[2:39:12.880 --> 2:39:17.680]  But let's pull back from that, Dr. Tim Penny, the transgenderism. No, I don't hate somebody
[2:39:17.680 --> 2:39:21.440]  because they want to be another sex or whatever. Targeting children, telling them they're another
[2:39:21.440 --> 2:39:26.720]  sex, taking parental rights away, giving them dangerous drugs, supposedly change their sex.
[2:39:26.720 --> 2:39:33.440]  There is an, like you said, an establishment, medicalization, moonshows and by proxy, targeting
[2:39:33.440 --> 2:39:38.240]  children. And we know vaccines are damaging them. We know they're covering it up. Where does this
[2:39:38.240 --> 2:39:43.360]  cult of targeting children come from? Making them sick, as you said early on, to make sure
[2:39:43.360 --> 2:39:49.680]  they're a client of the system for life. Exactly. It's a customer for life. If we can, if every,
[2:39:49.680 --> 2:39:55.760]  out of every 10, it's my opinion, my opinion that out of every 10 vaccines, every 10 children
[2:39:55.760 --> 2:40:01.200]  that are vaccinated, all 10 of them are injured at some level. You may not see it. They may not
[2:40:01.200 --> 2:40:06.160]  have asthma, allergies, seizures, autoimmune disorders. But what if we just shaved off 10
[2:40:06.160 --> 2:40:11.760]  or 15 IQ points off of that kid? And then the next generation and the next generation.
[2:40:11.760 --> 2:40:18.560]  And so we are damaging everyone. And I firmly believe that this may be, this very well may be,
[2:40:18.560 --> 2:40:24.400]  the last generation of children that we see unless we stop this. What if your great grandchildren
[2:40:24.400 --> 2:40:28.880]  look back at you at this point in time and say, you could have stopped this and you didn't and
[2:40:28.880 --> 2:40:34.560]  now look at us. We can't have children. Everybody has mental mental problems. They have headaches.
[2:40:34.560 --> 2:40:38.880]  They're they're all sick. They're on all these medications. You could have stood in the gap
[2:40:38.880 --> 2:40:43.280]  and changed it and you didn't. And what if you can't even get great grandchildren? What if you
[2:40:43.280 --> 2:40:48.720]  can't even get to that point because of primary primary ovarian failure in girls by the Gardasil
[2:40:48.720 --> 2:40:54.080]  vaccine and all the aluminum that is that is messing with the sperm counts. You just said it
[2:40:54.080 --> 2:41:00.080]  it's a population reduction operation. Bill Gates on TED Talk 10 years ago said we need to increase
[2:41:00.080 --> 2:41:05.760]  vaccines to lower the human population and the crowd laugh. They're all in on it. I don't know
[2:41:05.760 --> 2:41:09.680]  that they laugh because they're in on it or they laughed on it because they thought it was so bizarre.
[2:41:10.320 --> 2:41:15.920]  But here we are. Here we are. And it's actually happening. And it's time for us to just stop
[2:41:15.920 --> 2:41:20.880]  this. It's time for us to make this go away. We don't you're right because it's so freakish. It's
