whisper_model_load: loading model from 'whisper.cpp/models/ggml-large.bin'
whisper_model_load: n_vocab       = 51865
[01:17:52.120 --> 01:17:55.040]   on DVD at infowars.com
[01:17:55.040 --> 01:17:58.240]   or watch it online right now in super high quality
[01:17:58.240 --> 01:18:00.320]   at prisonplanet.tv.
[01:18:00.320 --> 01:18:04.520]   Alex Jones here with vital information
[01:18:04.520 --> 01:18:07.120]   concerning our nation's fragile food supply.
[01:18:07.120 --> 01:18:09.840]   -Folks, there are some truly dangerous trends forming,
[01:18:09.840 --> 01:18:11.600]   and I think it's important for my listeners
[01:18:11.600 --> 01:18:13.560]   to do three things right away.
[01:18:13.560 --> 01:18:15.880]   Number one, study the past.
[01:18:15.880 --> 01:18:18.240]   History really does repeat itself.
[01:18:18.240 --> 01:18:23.080]   Number two, learn to spot the dangerous food shortage trends.
[01:18:23.080 --> 01:18:26.160]   Number three, take decisive action.
[01:18:26.160 --> 01:18:30.040]   A perfect storm is brewing or a global food crisis.
[01:18:30.040 --> 01:18:32.760]   That's why I'm telling everyone to read the new book,
[01:18:32.760 --> 01:18:35.040]   "Rising Prices, Empty Shelves --
[01:18:35.040 --> 01:18:39.120]   Warning Signs That Trigger the Deadliest Famines in History."
[01:18:39.120 --> 01:18:42.520]   Don't get caught unprepared when the crisis hits.
[01:18:42.520 --> 01:18:47.040]   This book is only available at risingpricesemptyshelves.com.
[01:18:47.040 --> 01:18:49.600]   You'll also get a free copy of "Supermarket Survival --
[01:18:49.600 --> 01:18:51.880]   How to Cut Your Grocery Bills in Half."
[01:18:51.880 --> 01:18:56.560]   Again, that website is risingpricesemptyshelves.com.
[01:18:56.560 --> 01:19:00.800]   That's risingpricesemptyshelves.com.
[01:19:00.800 --> 01:19:04.920]   A very wealthy U.S. citizen is predicting that in 2011,
[01:19:04.920 --> 01:19:07.520]   we will witness the most important day in America
[01:19:07.520 --> 01:19:08.960]   in more than 50 years.
[01:19:08.960 --> 01:19:11.520]   He says it will change everything about our lives.
[01:19:11.520 --> 01:19:14.280]   The way you shop, travel, invest, educate your children,
[01:19:14.280 --> 01:19:15.880]   and even how you take care of your health
[01:19:15.880 --> 01:19:16.880]   and your own family.
[01:19:16.880 --> 01:19:19.120]   Now, this man has made some outrageous predictions
[01:19:19.120 --> 01:19:19.960]   over the years.
[01:19:19.960 --> 01:19:22.240]   The crazy part is he's usually right.
[01:19:22.240 --> 01:19:24.600]   You see, he predicted the collapse of GM,
[01:19:24.600 --> 01:19:27.200]   Fannie Mae, Freddie Mac, and America's biggest mall owner,
[01:19:27.200 --> 01:19:28.440]   General Growth Properties.
[01:19:28.440 --> 01:19:31.880]   In fact, Barron's called his work a dire prophecy.
[01:19:31.880 --> 01:19:33.440]   Recently, he created a video,
[01:19:33.440 --> 01:19:35.000]   which you can watch online for free,
[01:19:35.000 --> 01:19:37.640]   detailing his biggest and most important prediction yet.
[01:19:37.640 --> 01:19:39.200]   And it's a real eye-opener.
[01:19:39.200 --> 01:19:40.600]   I can't stress this enough.
[01:19:40.600 --> 01:19:43.280]   You should at least watch this free video online today.
[01:19:43.280 --> 01:19:44.920]   He explains everything you need to know,
[01:19:44.920 --> 01:19:47.520]   including simple steps you can take to protect yourself.
[01:19:47.520 --> 01:19:52.120]   You can find the video at www.endofamerica3.com.
[01:19:52.120 --> 01:19:54.680]   That's endofamerica3.com.
[01:19:54.680 --> 01:19:58.600]   Watch the free video at www.endofamerica3.com.
[01:19:58.600 --> 01:20:00.480]   That's endofamerica3.com.
[01:20:02.400 --> 01:20:05.960]   Coast to Coast, direct from Austin.
[01:20:05.960 --> 01:20:09.640]   You're listening to the Alex Jones Broadcasting Network.
[01:20:09.640 --> 01:20:15.220]   (upbeat music)
[01:20:15.220 --> 01:20:29.160]   ♪ Hey, a little less conversation ♪
[01:20:29.160 --> 01:20:30.800]   ♪ A little more action ♪
[01:20:30.800 --> 01:20:32.000]   ♪ Talk about action ♪
[01:20:32.000 --> 01:20:34.400]   ♪ All this aggravation ain't satisfaction ♪
[01:20:34.400 --> 01:20:37.840]   - That's Jesse Ventura suing the TSA.
[01:20:37.840 --> 01:20:40.200]   We'll tell you where that lawsuit's going here in a minute.
[01:20:40.200 --> 01:20:41.600]   ♪ Close your mouth and open up your heart ♪
[01:20:41.600 --> 01:20:42.560]   ♪ And be satisfied ♪
[01:20:42.560 --> 01:20:45.600]   - And as Elvis says,
[01:20:45.600 --> 01:20:47.000]   "A little less talk, a little more action."
[01:20:47.000 --> 01:20:49.960]   Let's get back to Jesse Ventura.
[01:20:49.960 --> 01:20:51.560]   Gov, there's so many points here,
[01:20:51.560 --> 01:20:53.680]   but since during the break,
[01:20:53.680 --> 01:20:56.080]   I said, "What a great quote, freedom is safety."
[01:20:56.080 --> 01:20:58.360]   That's as good as Ron Paul's legalized freedom.
[01:20:58.360 --> 01:20:59.320]   And you went on to say,
[01:20:59.320 --> 01:21:00.160]   "Well, in your own words,
[01:21:00.160 --> 01:21:02.920]   I'd rather face the danger and live on my knees."
[01:21:02.920 --> 01:21:03.920]   And then you pointed out,
[01:21:03.920 --> 01:21:06.560]   "Look how many people prescription drugs kill.
[01:21:06.560 --> 01:21:08.320]   Look how many people honeybees kill."
[01:21:08.320 --> 01:21:11.600]   I mean, to claim we've gotta have armed men everywhere
[01:21:11.600 --> 01:21:14.920]   putting us in shackles to keep us safe from turbaned men,
[01:21:14.920 --> 01:21:16.560]   it's ridiculous.
[01:21:16.560 --> 01:21:20.320]   - Well, what's ridiculous is we're accepting it.
[01:21:20.320 --> 01:21:22.160]   That's what's ridiculous, Alex,
[01:21:22.160 --> 01:21:24.760]   is that the United States people are accepting this.
[01:21:24.760 --> 01:21:27.760]   How naive are we?
[01:21:28.760 --> 01:21:31.080]   All the guys my age out there,
[01:21:31.080 --> 01:21:32.840]   how many of you sit back today
[01:21:32.840 --> 01:21:34.560]   and look at the Vietnam War and say,
[01:21:34.560 --> 01:21:36.840]   "Gee, that was a mighty good idea."
[01:21:36.840 --> 01:21:40.120]   Where the hell are we out there today?
[01:21:40.120 --> 01:21:42.800]   We're a bunch of, I don't know,
[01:21:42.800 --> 01:21:45.960]   maybe it's the fluoride in the water, Alex.
[01:21:45.960 --> 01:21:47.760]   Maybe the Prozac in the water
[01:21:47.760 --> 01:21:50.520]   has gotten everybody so numb in the head
[01:21:50.520 --> 01:21:53.480]   that they just accept this without any problems.
[01:21:53.480 --> 01:21:54.320]   I don't know.
[01:21:54.320 --> 01:21:58.240]   - No, that is it, Governor.
[01:21:58.240 --> 01:22:00.520]   The sodium fluoride does give a sevenfold increase
[01:22:00.520 --> 01:22:04.560]   in cancer, it does reduce aggression in males.
[01:22:04.560 --> 01:22:07.840]   The GMO in rats does basically feminize them.
[01:22:07.840 --> 01:22:11.600]   - It's Prozac, it's Prozac in the water.
[01:22:11.600 --> 01:22:13.360]   Call it what it is.
[01:22:13.360 --> 01:22:14.480]   - It is, you're right.
[01:22:14.480 --> 01:22:19.160]   - Unfortunately, I've drank well water
[01:22:19.160 --> 01:22:22.200]   the majority of my life, so I haven't got my dose.
[01:22:22.200 --> 01:22:24.240]   So that must be why I am like I am.
[01:22:25.480 --> 01:22:28.600]   - Man, I grew up in Dallas where it was like 2%,
[01:22:28.600 --> 01:22:30.800]   two parts per million, which is off the chart.
[01:22:30.800 --> 01:22:34.160]   And I don't know how I'm still aggressive, but I mean--
[01:22:34.160 --> 01:22:36.080]   - I'm not judging what you'd be without it.
[01:22:36.080 --> 01:22:38.080]   (laughing)
[01:22:38.080 --> 01:22:40.040]   - Oh man, well listen, I'm not putting up with it,
[01:22:40.040 --> 01:22:41.400]   you're not putting up with it.
[01:22:41.400 --> 01:22:43.040]   Let's talk about your lawsuit.
[01:22:43.040 --> 01:22:46.840]   I mean, wow, they haven't even ruled it and go forward.
[01:22:46.840 --> 01:22:49.120]   - Well, the good thing is this is the longest
[01:22:49.120 --> 01:22:51.600]   they've ever taken on a ruling of this nature.
[01:22:51.600 --> 01:22:52.960]   My attorney told me that.
[01:22:54.280 --> 01:22:57.320]   Every other one that's brought a suit against the PSA
[01:22:57.320 --> 01:22:59.840]   or against Homeland has been ruled upon
[01:22:59.840 --> 01:23:01.720]   in less time than mine has now.
[01:23:01.720 --> 01:23:04.600]   So maybe that's a good sign, I don't know.
[01:23:04.600 --> 01:23:08.040]   I'm waiting to hear, can I go to court or can't I?
[01:23:08.040 --> 01:23:10.320]   And my (audio cuts out)
[01:23:10.320 --> 01:23:11.880]   not being able to go to court.
[01:23:11.880 --> 01:23:14.800]   This is the United States of America, it's supposed to be.
[01:23:14.800 --> 01:23:18.400]   Can't I have judgment by my peers?
[01:23:18.400 --> 01:23:22.000]   - And Guy, with that critical juncture,
[01:23:22.000 --> 01:23:23.400]   your phone cut off for just a moment.
[01:23:23.400 --> 01:23:24.840]   Can you repeat what you just said?
[01:23:24.840 --> 01:23:26.480]   - Well, I'm getting another call
[01:23:26.480 --> 01:23:28.760]   that I'm ignoring right now, so bear with me.
[01:23:28.760 --> 01:23:31.240]   But what I'm stating is,
[01:23:31.240 --> 01:23:34.760]   why can't I put in judgment by my peers?
[01:23:34.760 --> 01:23:36.600]   That's all I ask for.
[01:23:36.600 --> 01:23:39.880]   I want my day in court in front of a jury
[01:23:39.880 --> 01:23:43.320]   and let a jury decide if Jesse Ventura poses a threat.
[01:23:43.320 --> 01:23:47.240]   - Well, as a citizen,
[01:23:47.240 --> 01:23:49.200]   absolutely you should have your day in court.
[01:23:49.200 --> 01:23:52.240]   Not only should they find this to be a federal power grab,
[01:23:52.240 --> 01:23:56.000]   10th Amendment violation, Fourth Amendment violation,
[01:23:56.000 --> 01:23:57.680]   due process violation.
[01:23:57.680 --> 01:23:59.760]   I mean, it literally is martial law
[01:23:59.760 --> 01:24:01.160]   in their own internal manuals.
[01:24:01.160 --> 01:24:03.000]   That's what they're actually getting us ready for.
[01:24:03.000 --> 01:24:06.200]   That's now coming out in the news in just the last few days
[01:24:06.200 --> 01:24:08.320]   that this is to be on the streets, it is a takeover.
[01:24:08.320 --> 01:24:12.240]   But how could you not have your lawsuit go forward?
[01:24:12.240 --> 01:24:14.040]   I mean- - Well, if she throws it out
[01:24:14.040 --> 01:24:16.320]   or if she does what the government wants,
[01:24:16.320 --> 01:24:19.080]   they want it to go straight to the Court of Appeals.
[01:24:19.080 --> 01:24:20.880]   Three judges paid by them.
[01:24:22.600 --> 01:24:24.240]   Instead of in front of a jury.
[01:24:24.240 --> 01:24:26.960]   I want it in front of a jury.
[01:24:26.960 --> 01:24:31.320]   - Now you've alluded to me privately
[01:24:31.320 --> 01:24:32.880]   and you said you're gonna have a big press conference
[01:24:32.880 --> 01:24:34.320]   if they don't hear your case.
[01:24:34.320 --> 01:24:37.880]   You wanna hint to folks or what's going on in your mind
[01:24:37.880 --> 01:24:39.440]   if they don't let you have your day in court?
[01:24:39.440 --> 01:24:41.640]   - Well, if they don't let me have my day in court,
[01:24:41.640 --> 01:24:44.720]   then what you heard today will be mild.
[01:24:44.720 --> 01:24:47.080]   (laughs)
[01:24:47.080 --> 01:24:49.000]   Let me put it that way.
[01:24:49.000 --> 01:24:52.040]   What you heard on your show today will be mild
[01:24:52.040 --> 01:24:54.040]   compared to the press conference I'll have
[01:24:54.040 --> 01:24:56.280]   if they don't let me go to court.
[01:24:56.280 --> 01:24:57.120]   - I got it. - Anyway,
[01:24:57.120 --> 01:24:58.720]   that's where that's at, Alex.
[01:24:58.720 --> 01:25:00.360]   The other thing that hurts me,
[01:25:00.360 --> 01:25:04.640]   did you see that thing on painkiller prescription drugs
[01:25:04.640 --> 01:25:07.040]   and how many people it kills every year?
[01:25:07.040 --> 01:25:08.880]   - More than 20,000, yeah.
[01:25:08.880 --> 01:25:12.160]   - Unbelievable, yet we ban marijuana?
[01:25:12.160 --> 01:25:15.880]   Yet the Obama administration is gonna raid marijuana
[01:25:15.880 --> 01:25:18.320]   dispensaries in California
[01:25:18.320 --> 01:25:20.280]   and they allow prescription drugs.
[01:25:20.280 --> 01:25:22.480]   Marijuana's never killed anybody.
[01:25:22.480 --> 01:25:27.480]   - I had a football buddy and I had a girlfriend
[01:25:27.480 --> 01:25:32.000]   who years later in high school died
[01:25:32.000 --> 01:25:33.840]   on taking too many pain pills.
[01:25:33.840 --> 01:25:36.680]   I mean, I know people currently who've died.
[01:25:36.680 --> 01:25:38.400]   I mean, this is a scourge.
[01:25:38.400 --> 01:25:41.640]   300,000 a year die from prescription interactions.
[01:25:41.640 --> 01:25:44.440]   - Well, let's face it, Rush Limbaugh was addicted
[01:25:44.440 --> 01:25:46.160]   to pain-killing drugs.
[01:25:47.080 --> 01:25:50.440]   Now, if it can addict a great American like Rush,
[01:25:50.440 --> 01:25:54.120]   and of course I'm being a bit sarcastic,
[01:25:54.120 --> 01:25:55.280]   I hope you get that.
[01:25:55.280 --> 01:25:56.960]   (laughing)
[01:25:56.960 --> 01:25:58.960]   I mean, if Rush Limbaugh,
[01:25:58.960 --> 01:26:02.920]   and yet they're out there busting for marijuana?
[01:26:02.920 --> 01:26:05.040]   They're busting Willie Nelson?
[01:26:05.040 --> 01:26:08.360]   - Oh yeah, we were hanging out with Willie a while back.
[01:26:08.360 --> 01:26:11.360]   I'm sure you've seen since then twice he's been grabbed.
[01:26:11.360 --> 01:26:13.440]   - It's horrible.
[01:26:13.440 --> 01:26:16.840]   Why aren't we taking marijuana and turning,
[01:26:16.840 --> 01:26:20.800]   people need to remember that the Constitution
[01:26:20.800 --> 01:26:23.240]   and the flag are made of marijuana.
[01:26:23.240 --> 01:26:28.520]   - By the way, you know, it was an internal checkpoint
[01:26:28.520 --> 01:26:31.280]   that he ran into last in South Texas,
[01:26:31.280 --> 01:26:33.080]   a hundred plus miles into the country.
[01:26:33.080 --> 01:26:35.520]   And they said, "You're Willie Nelson.
[01:26:35.520 --> 01:26:36.360]   Do you have marijuana?"
[01:26:36.360 --> 01:26:37.680]   And he said, "What do you think?"
[01:26:37.680 --> 01:26:39.160]   I mean, isn't that ridiculous
[01:26:39.160 --> 01:26:42.480]   that obviously Willie Nelson's got marijuana?
[01:26:42.480 --> 01:26:44.840]   - Well, and who cares?
[01:26:44.840 --> 01:26:46.440]   Does it affect Willie's singing?
[01:26:46.440 --> 01:26:47.280]   No.
[01:26:47.280 --> 01:26:49.440]   Does it affect Willie's popularity?
[01:26:49.440 --> 01:26:50.280]   No.
[01:26:50.280 --> 01:26:51.920]   Does it make Willie feel better?
[01:26:51.920 --> 01:26:53.600]   Probably, yes.
[01:26:53.600 --> 01:26:55.640]   Why is that against the law?
[01:26:55.640 --> 01:26:57.760]   - He's almost 80 and still jogs
[01:26:57.760 --> 01:26:58.960]   two or three miles every morning.
[01:26:58.960 --> 01:27:01.280]   - Well, and the point, hey,
[01:27:01.280 --> 01:27:03.320]   you know, the point of the matter is
[01:27:03.320 --> 01:27:05.040]   let's take control of our country.
