[00:00:00.071 --> 00:00:00.318]  Okay.
[02:22:45.104 --> 02:22:47.365]  And so I've got to be judicious and I've got to start getting into it right now.
[02:22:49.943 --> 02:22:52.525]  They say a picture tells a thousand words.
[02:22:52.525 --> 02:22:55.286]  And this one, I think, tells a little bit more than that.
[02:22:55.286 --> 02:22:56.627]  China.
[02:22:56.627 --> 02:23:00.589]  Man interrogated for criticizing police on social media.
[02:23:00.589 --> 02:23:04.192]  Social credit score coming to the West soon.
[02:23:04.192 --> 02:23:11.236]  Now look to dehumanize this poor man if you're a radio listener at Infowars.com.
[02:23:11.236 --> 02:23:17.099]  He is what looks like a school chair, a school desk.
[02:23:17.099 --> 02:23:19.341]  But it's metal and his hands are
[02:23:21.229 --> 02:23:32.494]  Chained down, bracketed down, and his upper arms are, and he's crammed into what is a restraint chair.
[02:23:32.494 --> 02:23:34.494]  We're gonna air some of this audio in a moment.
[02:23:34.494 --> 02:23:44.198]  And the Chinese Communist Police are saying, so you talk bad about the police on one of these social apps.
[02:23:44.198 --> 02:23:46.659]  And they tracked back his identity.
[02:23:46.659 --> 02:23:48.240]  And he said, yes, I did.
[02:23:50.182 --> 02:23:51.424]  He really needs to talk about the state.
[02:23:51.424 --> 02:23:52.306]  He says, I'm drunk.
[02:23:52.306 --> 02:23:53.328]  I'm sorry.
[02:23:53.328 --> 02:23:55.452]  And he then begs them.
[02:23:55.452 --> 02:23:56.955]  Of course, we don't know what happened to them.
[02:23:56.955 --> 02:23:59.500]  People are sent to re-education camps or killed for less.
[02:24:01.281 --> 02:24:08.907]  But the issue is, this is what they do with their social score, where you have to face scan to get online.
[02:24:08.907 --> 02:24:13.051]  And all the new phones, of course, globally, have had this on them for two years now.
[02:24:13.051 --> 02:24:16.193]  It's all standardized, and China is the testing ground.
[02:24:16.193 --> 02:24:20.036]  Before we air that audio, look at this article out of French news agency.
[02:24:20.036 --> 02:24:23.059]  China introduces mandatory face scans for phone users.
[02:24:25.222 --> 02:24:30.748]  And so to own a phone, it has to be hooked into the state-run telecom, Huawei.
[02:24:30.748 --> 02:24:34.893]  And then, of course, you have to face scan to even get on the Internet.
[02:24:34.893 --> 02:24:36.515]  That way, you're not using somebody else's.
[02:24:36.515 --> 02:24:40.860]  And if you even call somebody who's been downgraded, well, you...
[02:24:41.914 --> 02:24:43.795]  Lose your score as well.
[02:24:43.795 --> 02:24:47.355]  If it goes down enough, you're not only allowed to go outside your door one half foot.
[02:24:47.355 --> 02:24:49.136]  That's a Chinese government statement.
[02:24:49.136 --> 02:24:52.237]  We will be able to control you where you can't even leave your home one half foot.
[02:24:52.237 --> 02:24:55.097]  Then you will lose your house and will starve to death on the street.
[02:24:55.097 --> 02:25:02.399]  That's the wonders of the cashless society and the system that they're putting into place.
[02:25:02.399 --> 02:25:05.880]  And this system was designed with Western companies brought to China.
[02:25:05.880 --> 02:25:08.521]  The globalists put the Chinese communists in power and
[02:25:09.778 --> 02:25:12.801]  Trump won't even stand up against the censorship that's taking place.
[02:25:12.801 --> 02:25:21.168]  He's standing up to Huawei, which is good, but Apple is even more in bed with the chi-coms than Huawei in many respects, and they've got all of your passcodes.
[02:25:21.168 --> 02:25:24.410]  Your Apple key code is stored in China.
[02:25:24.410 --> 02:25:28.534]  He first reported that almost two years ago.
[02:25:28.534 --> 02:25:32.197]  I'm not going to tell who I told this, but I was talking to a talk show host.
[02:25:33.370 --> 02:25:37.833]  When I was in D.C., and I was telling him this, and he didn't believe me, so I pulled it up and showed him Reuters.
[02:25:37.833 --> 02:25:40.034]  He said, the President has to know this.
[02:25:40.034 --> 02:25:42.215]  I'm going to be meeting with him tonight.
[02:25:42.215 --> 02:25:42.816]  Don't tell anybody.
[02:25:42.816 --> 02:25:46.358]  I said, I won't tell anybody you're meeting with him tonight, or obviously your name.
[02:25:46.358 --> 02:25:51.981]  And little word is that that helped contribute to the Huawei decision.
[02:25:51.981 --> 02:25:54.342]  And again, I'm not bragging about Infowars.
[02:25:54.342 --> 02:25:59.706]  The President's so isolated and so surrounded, he didn't know that Apple had moved to China
[02:26:00.706 --> 02:26:03.827]  Early last year was in Reuters and had given him the code keys.
[02:26:03.827 --> 02:26:07.689]  That's how weak the globalists are!
[02:26:07.689 --> 02:26:11.730]  That I'm in D.C.
[02:26:11.730 --> 02:26:17.893]  I'm sitting there having drinks with a well-known talk show host, back when I still had a few drinks.
[02:26:17.893 --> 02:26:19.993]  And I tell him this and he goes, Alex, come on.
[02:26:19.993 --> 02:26:21.854]  I pull it up.
[02:26:21.854 --> 02:26:23.355]  I text message and he goes, give me a call.
[02:26:23.355 --> 02:26:25.495]  And then, you know, boom!
[02:26:25.495 --> 02:26:26.936]  He's covering it a couple days later.
[02:26:30.691 --> 02:26:32.252]  He's like, but the Pentagon, there's a Pentagon.
[02:26:32.252 --> 02:26:36.376]  He's like, excuse me, he took like five minutes to read the article?
[02:26:36.376 --> 02:26:36.836]  Yeah, that's it.
[02:26:36.836 --> 02:26:42.081]  He looked up what, you know, what the code keys are, and then they said, yes, when you're in China, you let the Chinese government run things.
[02:26:42.081 --> 02:26:45.584]  Chinese intelligence runs Apple.
[02:26:45.584 --> 02:26:48.826]  And I'm sitting here, you know, telling everybody this.
[02:26:48.826 --> 02:26:50.828]  I mean, yeah, there's the article.
[02:26:50.828 --> 02:26:52.990]  It's hidden in plain view.
[02:26:52.990 --> 02:26:54.952]  It's hidden in plain view.
[02:26:54.952 --> 02:26:56.173]  It's hidden in plain view.
[02:26:57.785 --> 02:27:01.146]  And so the left comes up to you on the street and they say, I can't wait till you're arrested.
[02:27:01.146 --> 02:27:03.586]  I can't wait till you're in jail for what you've done.
[02:27:03.586 --> 02:27:06.667]  They've moved on from Russia just to the fact that I hope you go to prison.
[02:27:06.667 --> 02:27:11.348]  Hell, you see videos of it right out on the street and they come up and spit on me and say, go to prison, effer!
[02:27:11.348 --> 02:27:18.650]  A guy in a wheelchair came over and reached between my security at the Trump event at Apple a few weeks ago, pinched the snot out of me.
[02:27:18.650 --> 02:27:25.852]  I mean, I had a little, you know, purple mark on me.
[02:27:25.852 --> 02:27:25.952]  And
[02:27:27.836 --> 02:27:34.258]  I turned around and almost punched whoever it was, and I looked, and it was a leftist smiling up in a wheelchair.
[02:27:34.258 --> 02:27:35.758]  Again, from the top, they're evil.
[02:27:35.758 --> 02:27:38.079]  Down to the bottom, they're all about setting you up.
[02:27:38.079 --> 02:27:39.860]  They're all about smolleting you.
[02:27:39.860 --> 02:27:41.240]  They're all about tricking you.
[02:27:41.240 --> 02:27:43.181]  They're Decepticons.
[02:27:43.181 --> 02:27:44.461]  They live in deception.
[02:27:44.461 --> 02:27:45.722]  They breathe deception.
[02:27:45.722 --> 02:27:47.222]  They love deception.
[02:27:47.222 --> 02:27:50.023]  From the top, down to the bottom, they're evil!
[02:27:51.960 --> 02:27:53.904]  And I don't like to talk about how people look.
[02:27:53.904 --> 02:27:59.535]  You can see an old man who's been in a car wreck and he's 89 years old, but you see fire in his eyes and there's dignity to him.
[02:28:01.098 --> 02:28:05.100]  You go to a leftist rally, they look like their souls have been sucked.
[02:28:05.100 --> 02:28:06.161]  They're not just fat.
[02:28:06.161 --> 02:28:10.344]  You can see a jolly fat person that has a happy soul, and they're cool.
[02:28:10.344 --> 02:28:21.630]  But they all have this weird pedo fat, with a huge fat body, little bitty arms, and they're just walking around going, ugh, I'm going to kill you, ugh, I love communism, ugh, I like children, ugh.
[02:28:21.630 --> 02:28:24.072]  And you're like, what happened to these people?
[02:28:24.072 --> 02:28:29.415]  They look like their souls have been sucked out by Maleficent in The Little Mermaid.
[02:28:31.175 --> 02:28:36.119]  And that's it, and they want to steal our voice so they can use it to trick more souls to come to them.
[02:28:36.119 --> 02:28:38.100]  It's all in the children's tables.
[02:28:38.100 --> 02:28:39.501]  You will not have my voice.
[02:28:39.501 --> 02:28:41.383]  You will not silence InfoWars.
[02:28:41.383 --> 02:28:44.665]  The listeners stand with us, and God stands with us.
[02:28:44.665 --> 02:28:49.149]  We'll be back with a ton of news, your phone calls, and more!
[02:28:49.149 --> 02:28:51.531]  InfoWars is on fire!
[02:28:53.675 --> 02:28:58.238]  If you're trying to quit drinking or doing too many drugs, listen to me.
[02:28:58.238 --> 02:29:00.319]  You don't know me and we'll never meet.
[02:29:00.319 --> 02:29:02.060]  I had a problem like you once.
[02:29:02.060 --> 02:29:08.603]  I drank and used to party a little too much till it got out of control and almost ruined my life.
[02:29:08.603 --> 02:29:13.686]  I realized I needed help to fix my problem before it totally destroyed me.
[02:29:13.686 --> 02:29:18.389]  If you've tried to fix your drinking and drug problem and you know you can't do it alone,
[02:29:18.829 --> 02:29:21.931]  You need to call the National Treatment Advisors.
[02:29:21.931 --> 02:29:28.954]  They'll immerse you into a 30-day program to replace your old habits with new habits and totally change your life.
[02:29:28.954 --> 02:29:34.136]  And if you have PPO private health insurance, the entire program may be covered.
[02:29:34.136 --> 02:29:37.418]  Fix your problem right now before it gets any worse.
[02:29:37.418 --> 02:29:38.378]  Get clean.
[02:29:38.378 --> 02:29:40.219]  Call now and learn more.
[02:29:40.219 --> 02:29:40.259]  800-506-6740.
[02:29:45.302 --> 02:29:48.265]  800-506-6740.
[02:29:48.265 --> 02:29:54.731]  That's 800-506-6740.
[02:29:54.731 --> 02:29:57.933]  Major report out of major university.
[02:29:57.933 --> 02:30:01.236]  Researchers working on food-based treatment to slow aging.
[02:30:01.236 --> 02:30:02.017]  Science daily.
[02:30:02.017 --> 02:30:09.504]  Probiotics in the gut of a particular type cause your entire body to be healthier and make you live longer and make you not get intestinal cancer.
[02:30:09.504 --> 02:30:10.605]  We have the very best formula.
[02:30:10.805 --> 02:30:13.226]  Literally, with what they even mention in the studies.
[02:30:13.226 --> 02:30:17.366]  And it explains the hormone called FGF21.
[02:30:17.366 --> 02:30:18.627]  Pro-longevity.
[02:30:18.627 --> 02:30:20.087]  Heals the entire body.
[02:30:20.087 --> 02:30:21.787]  And actually reverses aging.
[02:30:21.787 --> 02:30:24.828]  But is only made in the lower intestine.
[02:30:24.828 --> 02:30:25.988]  Oh, and what does it say?
[02:30:25.988 --> 02:30:31.189]  It's fiber from a spectrum of certain types of berries that grows this.
[02:30:31.189 --> 02:30:32.370]  And yes, this is a plug.
[02:30:32.370 --> 02:30:33.130]  Gut fusion.
[02:30:33.130 --> 02:30:34.570]  And what do we have in this?
[02:30:34.830 --> 02:30:36.832]  High Auric Berry Blend.
[02:30:36.832 --> 02:30:41.636]  Strawberry, blueberry, blackberry, cranberry, escobillo, grape, and pomegranate.
[02:30:41.636 --> 02:30:45.219]  It's the pulp from them that then grows this.
[02:30:45.219 --> 02:30:48.562]  Gut Fusion for children, for young people, for old people, for everybody.
[02:30:48.562 --> 02:30:50.604]  This is fiber and glutamine.
[02:30:50.604 --> 02:30:51.905]  You're not going to find a better formula.
[02:30:51.905 --> 02:30:52.565]  Gut Fusion.
[02:30:52.565 --> 02:30:53.326]  It's amazing.
[02:30:53.326 --> 02:30:54.787]  Infolarestore.com.
[02:30:54.787 --> 02:30:56.048]  Black Friday is here.
[02:30:57.109 --> 02:30:57.329]  I think?
[02:31:12.654 --> 02:31:17.455]  Free shipping, triple Patriot points, that's 15% off on your next order.
[02:31:17.455 --> 02:31:22.157]  If you sign up for auto-ship, an additional 10% off on that order, making it a loss leader.
[02:31:22.157 --> 02:31:30.219]  But on top of it, I'm offering a free bottle of Brain Force Plus, our number one best-selling product, so that those of you that haven't tried it,
[02:31:31.059 --> 02:31:38.782]  Can see how it gives you clean, focused mental stamina, is the term that I use, with none of the hangovers.
[02:31:38.782 --> 02:31:42.363]  Again, that's just one of the sales going right now.
[02:31:42.363 --> 02:31:51.567]  50% off, free shipping, triple Patriot points, free bottle of Brain Force Plus with DNA Force Plus at InfoWarsTore.com.
[02:31:51.567 --> 02:31:53.388]  Please take action and fund this operation.
[02:31:55.663 --> 02:32:05.500]  There's a famous quote by a Marine Corps General in the Korean War, when three million chi-coms had flooded across the border and surrounded the Marines.
