[00:00:00.009 --> 00:00:01.311]  The Alex Jones Show.
[02:28:50.936 --> 02:29:02.404]  So clearly, as you point out, when you give these guys a few trillion dollars, they go out and they buy a Modigliani, who was recently sold at an auction house in New York for $170 million.
[02:29:03.345 --> 02:29:08.409]  This is a few scraps of paint on a canvas written by, you know, someone did in Paris, Modigliani.
[02:29:09.872 --> 02:29:11.413]  Uh, you know, a number of years ago.
[02:29:11.453 --> 02:29:18.978]  And then they finance fake leftist propaganda about raising taxes on rich people that's really to raise taxes on middle class to further destroy them.
[02:29:19.178 --> 02:29:20.419]  But taxes is a joke!
[02:29:20.479 --> 02:29:24.081]  I mean, Apple computer has hundreds of billions of dollars sitting offshore.
[02:29:24.181 --> 02:29:24.621]  Tax exempt.
[02:29:24.641 --> 02:29:27.723]  They don't bring it on onshore because they don't want to pay tax.
[02:29:28.243 --> 02:29:31.287]  So how is that not part of being a financial jihadist?
[02:29:31.607 --> 02:29:33.729]  How is Tim Cook not a financial terrorist?
[02:29:33.809 --> 02:29:36.693]  He's doing the same damage as ISIS is doing.
[02:29:36.833 --> 02:29:38.715]  It's just he's doing it with weapons of mass finance.
[02:29:38.735 --> 02:29:43.660]  I want to ask you in the next long segment coming up, Max Keiser, what the next shoe to drop is, what's happening in China.
[02:29:44.561 --> 02:29:46.423]  Your take on other world events and more.
[02:29:46.483 --> 02:29:48.404]  MaxKaiser.com is his website.
[02:29:49.205 --> 02:29:51.006]  And he's been predicting what's happening now.
[02:29:51.146 --> 02:29:52.807]  Soros says this is the new 2008.
[02:29:53.888 --> 02:29:54.589]  Is that true?
[02:29:55.129 --> 02:29:56.190]  Or could it be worse?
[02:29:56.350 --> 02:29:56.770]  Or better?
[02:29:56.870 --> 02:29:57.871]  We'll find out straight ahead.
[02:29:57.931 --> 02:29:58.812]  InfoWars.com.
[02:30:00.333 --> 02:30:01.254]  We're on the march.
[02:30:01.734 --> 02:30:03.335]  The empire's on the run.
[02:30:04.276 --> 02:30:06.938]  Alex Jones and the GCN Radio Network.
[02:30:10.973 --> 02:30:15.718]  By now you've heard of the sexual assaults that took place in Cologne, Germany on New Year's Eve.
[02:30:15.898 --> 02:30:24.547]  Well, now hundreds of New Year's Eve assaults have been reported to police in every major city, including the German capital of Berlin, Hamburg, Stuttgart and Dusseldorf.
[02:30:24.788 --> 02:30:32.456]  The events were downplayed by German news media until scores of women came forward to report rapes and sexual abuse, forcing coverage.
[02:30:32.816 --> 02:30:37.460]  German ministers claim that there was no evidence asylum seekers were involved in the violence.
[02:30:37.860 --> 02:30:39.902]  But that cover-up is beginning to unravel.
[02:30:40.162 --> 02:30:46.387]  A police official said 14 of the 15 sex attackers he apprehended were newly arrived Syrian refugees.
[02:30:46.727 --> 02:30:50.971]  And a leaked police report claims that one of those involved in the attacks told officers
[02:30:51.371 --> 02:30:52.152]  I am Syrian.
[02:30:52.352 --> 02:30:53.773]  You have to treat me kindly.
[02:30:54.013 --> 02:30:55.414]  Mrs. Merkel invited me.
[02:30:55.714 --> 02:31:02.739]  The mayor of Cologne is under fire for suggesting women protect themselves from would-be rapists by keeping them at arm's length.
[02:31:03.079 --> 02:31:07.142]  No advice was offered to the migrants, however, for how to not rape women.
[02:31:07.402 --> 02:31:09.344]  Read more at InfoWars.com.
[02:31:10.896 --> 02:31:12.517]  It has happened.
[02:31:12.537 --> 02:31:14.397]  2015 has passed into history.
[02:31:14.957 --> 02:31:15.718]  Into lore.
[02:31:16.158 --> 02:31:18.959]  But now, 2016 has been born.
[02:31:19.479 --> 02:31:23.381]  And the decision lies in your hands to forge the destiny.
[02:31:24.521 --> 02:31:25.441]  Whoa, whoa, whoa!
[02:31:25.541 --> 02:31:30.123]  That's a little too epic, that Hollywood action-adventure-science-fiction voice I'm using.
[02:31:30.143 --> 02:31:38.426]  But quite frankly, that's how I feel like I should be talking about what happens when your body actually gets the real, natural nutrients it needs.
[02:31:38.726 --> 02:31:45.171]  And that's why we're offering the biggest discount ever on three of our best-selling products that turbocharge and cleanse the body.
[02:31:45.391 --> 02:31:53.837]  Get Survival Shield X2 Nason Iodine, the all-in-one cleansing formula Deep Cleanse, and Secret 12 Methylcobalamin Vitamin B12 for the lowest price ever.
[02:31:53.938 --> 02:31:58.121]  Read the five-star reviews at Infowarslife.com and take action in the new year.
[02:31:58.281 --> 02:32:03.084]  Receive 15% off on checkout at Infowarslife.com when you use the promo code 2016.
[02:32:03.945 --> 02:32:05.166]  And see, I just did it again.
[02:32:05.186 --> 02:32:06.727]  I can't help but get excited.
[02:32:06.807 --> 02:32:07.427]  Get healthy!
[02:32:07.607 --> 02:32:08.427]  Fight the globalists!
[02:32:08.688 --> 02:32:09.268]  Win-win!
[02:32:09.508 --> 02:32:10.188]  Yeah!
[02:32:10.629 --> 02:32:15.471]  Over the years, there have been a lot of powerful advancements in the field of science and nutraceuticals.
[02:32:15.731 --> 02:32:20.674]  Longevity integrates years of scientific research into creating fantastic products
[02:32:20.834 --> 02:32:24.355]  Like Beyond Tangy Tangerine, plant-derived minerals, and much more.
[02:32:24.555 --> 02:32:28.295]  Yongevity also offers you an ingenious way to augment your income.
[02:32:28.516 --> 02:32:29.196]  And the best part?
[02:32:29.296 --> 02:32:31.856]  You'll be helping your friends and family along the way.
[02:32:32.176 --> 02:32:34.597]  Visit InfoWarsTeam.com today.
[02:32:34.797 --> 02:32:35.417]  Become a member.
[02:32:35.557 --> 02:32:39.678]  Get discounts on the amazing products and free shipping when you sign up for AutoShip.
[02:32:39.858 --> 02:32:46.319]  And you're able to promote the products to friends and family and neighbors in your community and make money while helping people at the same time.
[02:32:46.579 --> 02:32:47.300]  Another win-win.
[02:32:47.540 --> 02:32:51.123]  That's why I'm a member of the Longevity Team at Infowarsteam.com.
[02:32:51.283 --> 02:32:52.264]  And you can be too.
[02:32:52.524 --> 02:32:53.004]  It's simple.
[02:32:53.065 --> 02:32:55.867]  Just go to Infowarsteam.com today.
[02:32:56.007 --> 02:32:57.929]  Complete a short sign-up and you're part of the team.
[02:32:58.109 --> 02:33:01.171]  That's Infowarsteam.com or Infowarshealth.com.
[02:33:01.371 --> 02:33:07.537]  So many people call into my radio show and tell me how Longevity and the products at Infowarsteam.com have changed their lives.
[02:33:07.677 --> 02:33:08.978]  Check it out for yourself today.
[02:33:13.581 --> 02:33:15.162]  The answer to 1984 is 1776.
[02:33:15.482 --> 02:33:21.805]  You're listening to The Alex Jones Show.
[02:33:25.487 --> 02:33:35.451]  Monday through Friday, 11 a.m.
[02:33:35.471 --> 02:33:40.194]  to 2 p.m., Central I host, and we have one of our great crew members, reporters, anchors, hosts.
[02:33:40.314 --> 02:33:42.635]  We have Rob Duda today, Anthony Cacciardi tomorrow.
[02:33:44.944 --> 02:33:46.627]  We'll go back to Max Keiser here in just a moment.
[02:33:48.108 --> 02:33:55.137]  We're facing something here that is very serious and I'm facing it.
[02:33:55.278 --> 02:33:57.721]  I'm not up here lecturing people.
[02:33:57.801 --> 02:34:01.386]  I'm really giving myself a retrospective
[02:34:03.089 --> 02:34:21.238]  Not so much pep talk, but just really need to gauge what's happening and not become comfortable with all the dictatorial power grabs, not become comfortable with all the gun grabbing, not to become comfortable with all the medical tyranny, not to become comfortable with Obamacare, and really realize it's only going to get worse.
[02:34:21.318 --> 02:34:24.339]  We've got to push back or it's going to get worse.
[02:34:24.380 --> 02:34:27.941]  It's not going to have homeostasis and just sit at one point.
[02:34:28.081 --> 02:34:29.182]  That's not how the universe works.
[02:34:31.800 --> 02:34:38.403]  And that's why they're driving their agendas, no matter how illegal, how corrupt, how out of control.
[02:34:38.423 --> 02:34:53.110]  I mean, you bring in three, four million people out of war-torn areas, knowing a bunch of them invaded Syria to rape, and you wonder why they start raping en masse, and the media and the government get caught covering it up in France, in Sweden, in Germany, and it blows up in their face!
[02:34:56.252 --> 02:35:00.914]  I mean, the kleptocrats, the left that's allied with radical Islam and others,
[02:35:02.142 --> 02:35:08.833]  They've got such a hatred of the West that they really ought to think about what they're trying to destroy and what they're going to be involved in.
[02:35:11.237 --> 02:35:14.222]  You people are front and center for radical Islam to take out.
[02:35:16.087 --> 02:35:20.371]  But, you know, your parents were conservative or whatever, so they made you go to church so you want to show them.
[02:35:20.391 --> 02:35:26.315]  And it's really dirty, it's really nasty, cuckolding to bring in folks to rape the women.
[02:35:26.335 --> 02:35:27.176]  It's so cool.
[02:35:27.256 --> 02:35:31.119]  I mean, it's, let me tell you, on the left, radical Islam is avant-garde.
[02:35:31.159 --> 02:35:32.541]  They see women with hoods on their heads.
[02:35:32.561 --> 02:35:33.421]  I mean, they get excited.
[02:35:33.441 --> 02:35:34.943]  They think it's so cool.
[02:35:36.147 --> 02:35:37.748]  I mean, they just, ugh, so sexy.
[02:35:37.888 --> 02:35:37.968]  Ugh!
[02:35:38.468 --> 02:35:40.629]  And because they don't like the, you know, they're men, how dare you wear pants?
[02:35:40.969 --> 02:35:41.769]  I'd make the orders.
[02:35:42.189 --> 02:35:43.350]  Oh my gosh, Shehadi, I love you.
[02:35:43.770 --> 02:35:44.250]  Oh, yes.
[02:35:44.570 --> 02:35:45.370]  I mean, it's sick.
[02:35:45.791 --> 02:35:49.652]  I've seen articles where Swedish women get raped and they go, I don't want to complain.
[02:35:49.672 --> 02:35:50.772]  He can't help it.
[02:35:50.832 --> 02:35:51.773]  He's been downtrodden.
[02:35:53.868 --> 02:35:57.290]  There are robberies all over the gentrified areas of East Austin on record.
[02:35:57.850 --> 02:36:02.493]  And the people, because it's on their little private Facebooks in the neighborhoods, I've seen these, Pat Riley's coming about it.
[02:36:02.893 --> 02:36:09.097]  They go, yeah, he's home invaded four or five times and, you know, did rob some other people and attack them, but we just can't call the police.
[02:36:09.817 --> 02:36:11.859]  It'll ruin his life, the 17-year-old.
[02:36:16.308 --> 02:36:19.030]  Yeah, my grandmother's jewelry's all gone, but no, you know.
[02:36:22.011 --> 02:36:23.752]  I mean, these are cult members, folks.
[02:36:24.793 --> 02:36:31.117]  Obama could be like Full Sedum and Conan the Barbarian, and they could be standing on a 500-foot platform, and he could go, come to me.
[02:36:31.817 --> 02:36:32.898]  Come to me, my child.
[02:36:33.298 --> 02:36:33.919]  Fly to me.
[02:36:33.939 --> 02:36:35.339]  And they would just go, liberal!
[02:36:37.358 --> 02:36:44.761]  And they can do the exact same thing and say, she flew, she is in heaven now, come to me my child, come to me, I will, yay!
[02:36:44.861 --> 02:36:45.702]  And they just jump off.
[02:36:46.062 --> 02:36:48.183]  I mean, can we find that online?
[02:36:48.223 --> 02:36:48.883]  I guarantee you.
[02:36:49.404 --> 02:36:51.384]  Falsed doom, woman falls to death.
[02:36:51.404 --> 02:36:52.625]  I bet we can find that and play it.
[02:36:53.726 --> 02:36:55.686]  I mean, that's how cult-like these people are.
[02:36:56.167 --> 02:36:59.848]  It's the women's fault they were dressed sexy, says the feminist mayor.
[02:37:01.709 --> 02:37:03.150]  I mean, just crazy.
[02:37:04.619 --> 02:37:05.199]  MaxKaiser.com.
[02:37:05.239 --> 02:37:07.500]  I'm going to ask him about Bitcoin and then he wants to bring that up.
[02:37:08.760 --> 02:37:11.241]  I mean, I think things like this are the answer to the Federal Reserve monopoly.
[02:37:11.341 --> 02:37:13.481]  I just don't know if Bitcoin's it.
[02:37:14.682 --> 02:37:18.063]  I just don't want to promote it and have it go south someday, but it's going to go up, it's going to go down.
[02:37:18.523 --> 02:37:20.983]  It's a way for the general public, I guess, to get in on speculation.
[02:37:21.023 --> 02:37:24.924]  The globalists don't control, but I just don't like the secret providence of Bitcoin.
[02:37:25.285 --> 02:37:27.745]  I wonder if Max Kaiser really knows, but we're about to go back to him.
[02:37:28.886 --> 02:37:30.166]  What I wanted to say here is,
[02:37:31.946 --> 02:37:33.547]  It's way up right now in its history.
[02:37:33.967 --> 02:37:40.211]  If you don't support InfoWars.com and InfoWarsStore.com, you're crazy.
[02:37:40.831 --> 02:37:56.181]  If you don't invest in a hardcore organization that's really breaking through to the other side, breaking through political barriers, waking people up worldwide, putting out an alternative narrative to the fraudulent globalist story, parable, fable, Aesop's delusion,
