[00:00:00.170 --> 00:00:02.066]  The Alex Jones Show.
[02:23:47.621 --> 02:23:52.524]  Listen, we played a clip of the Democrat senator from Connecticut
[02:23:53.507 --> 02:24:02.511]  Saying that military martial law bill is being passed to let the president do whatever he wants in America, anywhere in the world, anytime in the ISIS authorization.
[02:24:02.991 --> 02:24:03.932]  It's unprecedented.
[02:24:04.432 --> 02:24:06.313]  Ron Paul calls it the biggest power grab ever.
[02:24:06.613 --> 02:24:08.934]  He calls it military martial law worldwide.
[02:24:09.754 --> 02:24:20.222]  No media will cover it up and they got a troll operation going saying that's not a real video and the senator didn't say it when it's on C-SPAN and on record and you can read the bill.
[02:24:20.602 --> 02:24:28.008]  I mean, they've gone to a new level of disinfo where they'll go out at high noon on a bright blue day and say there's no sun in the sky.
[02:24:29.110 --> 02:24:30.590]  Well, that's all part of the program.
[02:24:30.630 --> 02:24:32.511]  The old Mockingbird program, something like that.
[02:24:32.551 --> 02:24:35.591]  Desensitize a situation and win the battle.
[02:24:35.631 --> 02:24:36.751]  Control the communications.
[02:24:36.791 --> 02:24:38.432]  Do the illusionary warfare training.
[02:24:38.912 --> 02:24:40.432]  Set up all kinds of deals.
[02:24:40.492 --> 02:24:47.253]  And then put strategic people in position in order to monitor to make sure the people that want to do their job don't get out of line.
[02:24:47.293 --> 02:24:48.994]  If they get out of line, they lose their pensions.
[02:24:49.494 --> 02:24:52.614]  If they get out of line, they have charges brought against them.
[02:24:52.994 --> 02:24:56.515]  If they run for an office, then they get a character assassinated.
[02:24:57.175 --> 02:25:04.260]  Uh, it's all a question in those days what someone did with their peepee to determine whether they're going to be a president or not be a president.
[02:25:04.780 --> 02:25:06.041]  Oh, he did something wrong.
[02:25:06.241 --> 02:25:07.182]  Oh, that kind of stuff.
[02:25:07.242 --> 02:25:14.927]  Oh yeah, they always go after sex or a crooked toenail or something, uh, because they can't go after any real corruption because that feeds into everybody else.
[02:25:15.711 --> 02:25:16.151]  That's right.
[02:25:16.672 --> 02:25:20.895]  So, getting back to, okay, let's get back, because we can go off in theory here so I can.
[02:25:20.955 --> 02:25:24.637]  As you know, Alex, I'm not a conspiracy theorist, and I'm not saying you are either.
[02:25:24.697 --> 02:25:30.741]  I mean, you're doing a fantastic job, as far as I'm concerned, of trying to get factual things out to the American people.
[02:25:30.761 --> 02:25:31.322]  Thank you, sir.
[02:25:31.762 --> 02:25:36.886]  What the American people do with the factual things that you bring out and other, quote, whistleblowers bring out,
[02:25:37.446 --> 02:25:38.867]  We're not responsible for it.
[02:25:39.147 --> 02:25:48.771]  All we can do is be journalists and investigative reporters and bring the facts to the American people and let those American people decide what they're going to do about it.
[02:25:49.192 --> 02:25:49.392]  Sure.
[02:25:49.432 --> 02:25:54.674]  Now we happen to be in the day and age now where the American people don't have time to listen to the whistleblowers.
[02:25:54.994 --> 02:26:01.958]  They don't have time to get out here and study because they're too damn busy making a living and paying the bills and paying the freight to keep their families safe.
[02:26:02.618 --> 02:26:02.758]  So.
[02:26:03.038 --> 02:26:07.481]  We are beginning, if not already, a failed state.
[02:26:08.021 --> 02:26:09.762]  Our political system is in shambles.
[02:26:10.242 --> 02:26:11.703]  We're failing as a country.
[02:26:12.384 --> 02:26:15.045]  In other words, we have no respect abroad and stuff like that.
[02:26:15.085 --> 02:26:16.726]  Now, okay, now I'm getting on a soapbox.
[02:26:17.167 --> 02:26:20.729]  I'm gonna come off that soapbox, get right back down, let's go to Benghazi.
[02:26:21.895 --> 02:26:33.347]  I asked on your program years ago, please come forward with me, you operatives out there, and come forward and tell your story to the American people.
[02:26:34.008 --> 02:26:36.711]  This was before the movie 13 Hours.
[02:26:37.371 --> 02:26:42.036]  Those brave men finally did come and had the opportunity.
[02:26:42.757 --> 02:26:44.018]  And they made a fine movie.
[02:26:44.098 --> 02:26:46.220]  I haven't seen the movie and I doubt if I will see it.
[02:26:46.481 --> 02:26:47.141]  Absolutely.
[02:26:47.282 --> 02:26:54.669]  And the Navy SEALs that survived went on Megyn Kelly, which shows again they should do like Trump did and come here.
[02:26:54.689 --> 02:27:00.174]  They need to stop validating Fox to help cover it up the whole time, along with CNN and everybody else.
[02:27:00.554 --> 02:27:02.156]  And I'm not in competition with Fox.
[02:27:02.236 --> 02:27:03.697]  I'm just sick and tired.
[02:27:04.838 --> 02:27:08.079]  of people thinking the mainstream media still has any power.
[02:27:09.639 --> 02:27:33.445]  The only power it has now is to basically follow what real journalists are putting out and reporting on, but now they've come out and said Hillary's a liar, they heard the stand down with their own ears, and they need to be protected and defended, and people need to start getting punished at the top of this government, or there is no bottom to it, and as you said, we will be a completely failed state like North Korea or Mexico, and we are headed that
[02:27:34.065 --> 02:27:34.945]  Way fast.
[02:27:35.285 --> 02:27:37.126]  Tosh Plumlee, thank you so much.
[02:27:37.166 --> 02:27:41.188]  Facebook.com forward slash RobertDoshPlumlee.5.
[02:27:41.888 --> 02:27:43.749]  It's linked up on Infowars.com.
[02:27:43.989 --> 02:27:44.669]  We're going to tweet it out.
[02:27:44.689 --> 02:27:46.210]  I already did on Twitter.
[02:27:46.490 --> 02:27:48.150]  And sir, let's get you back up a lot sooner.
[02:27:48.390 --> 02:27:49.671]  We salute you and God bless you.
[02:27:50.342 --> 02:27:52.964]  Okay, thank you, Alex, and I appreciate the comments there.
[02:27:52.984 --> 02:27:53.224]  Thank you.
[02:27:53.264 --> 02:27:53.784]  Thank you, sir.
[02:27:53.824 --> 02:27:55.105]  Wow, what an amazing person.
[02:27:55.145 --> 02:28:01.768]  I mean, that guy's on record in congressional hearings, all certified, you know, flying guns directly to Fidel Castro under Eisenhower's orders.
[02:28:02.469 --> 02:28:07.312]  When they called him the Abraham Lincoln of the Caribbean, I'm not bashing Eisenhower, you know, but that's what was happening back then.
[02:28:08.252 --> 02:28:16.677]  And then just Iran-Contra and the tow missiles for the whole situation to Iran and just, I mean, he's been there.
[02:28:17.816 --> 02:28:22.060]  And he's been validated and vindicated so he still had his job until right after Benghazi when he retired.
[02:28:23.141 --> 02:28:25.043]  And came on the show to break it all down.
[02:28:25.303 --> 02:28:29.347]  We're going to go to break and come back briefly with Joel Skousen for the situation in Oregon.
[02:28:29.367 --> 02:28:32.791]  Look, they're going to try to turn it into a new Waco.
[02:28:33.291 --> 02:28:34.492]  They've killed him on the street.
[02:28:35.470 --> 02:28:45.677]  Shot one of the other Bundys and now they've got so-called militia people, whether they got angry or whether they're provocateurs running around saying, you know, it's Armageddon, get ready, we're gonna fight to the death.
[02:28:46.217 --> 02:28:49.299]  This is perfect timing for Obama to come after the guns.
[02:28:49.839 --> 02:28:53.642]  Perfect timing for there to be a new Oklahoma City and blame the Second Amendment.
[02:28:55.195 --> 02:28:56.497]  We told you it was the season of that.
[02:28:56.837 --> 02:28:58.219]  We told you exactly what happened.
[02:28:58.859 --> 02:29:04.726]  But you got the provocateurs telling them, don't listen to Joel Scouser and Alex Jones and Tosh Plumlee, the famous CIA operative.
[02:29:05.147 --> 02:29:06.148]  They don't know anything.
[02:29:06.588 --> 02:29:07.009]  No!
[02:29:07.169 --> 02:29:09.431]  We're going to have the war with the Feds!
[02:29:09.471 --> 02:29:10.032]  This is it!
[02:29:10.513 --> 02:29:13.636]  I mean, folks, I told you the Atari were run by Feds.
[02:29:13.696 --> 02:29:14.737]  It came out six months later.
[02:29:15.598 --> 02:29:18.339]  I told you over and over again, it's an M.O.
[02:29:18.919 --> 02:29:20.979]  It's like, how do you know there's a new Coke commercial?
[02:29:20.999 --> 02:29:22.180]  Because it's a commercial!
[02:29:22.760 --> 02:29:23.760]  It's a handbook!
[02:29:24.140 --> 02:29:26.240]  You'd have to be a moron not to see it!
[02:29:27.721 --> 02:29:28.881]  The Bundys had good hearts.
[02:29:30.301 --> 02:29:41.064]  A great historical thing happened in Nevada, but the enemy then set them up, lured them in, let them in, got them all hyped up.
[02:29:42.248 --> 02:29:46.470]  And now they want to have a Waco in there and demonize it.
[02:29:46.510 --> 02:29:48.431]  And the media says it's white Al Qaeda.
[02:29:48.471 --> 02:29:52.473]  It's y'all Qaeda to kick off homeland security against the gun owners.
[02:29:53.134 --> 02:29:53.574]  Wow!
[02:29:53.674 --> 02:29:56.175]  What great strategy from the Bundys!
[02:29:58.136 --> 02:29:59.037]  We're on the march.
[02:29:59.537 --> 02:30:01.138]  The Empire's on the run.
[02:30:02.058 --> 02:30:04.760]  Alex Jones and the GCN Radio Network.
[02:30:08.766 --> 02:30:18.048]  During a news conference before addressing a large crowd in Iowa, Donald Trump expressed irritation that Fox News planned to leave Megyn Kelly as moderator of the Thursday night GOP debate.
[02:30:18.348 --> 02:30:20.928]  Megyn Kelly's really biased against me.
[02:30:21.308 --> 02:30:21.869]  I know that.
[02:30:22.109 --> 02:30:23.049]  Everybody knows that.
[02:30:23.309 --> 02:30:25.629]  Do you really think she can be fair at a debate?
[02:30:25.709 --> 02:30:29.590]  To which Fox News replied that he doesn't get to pick the journalists.
[02:30:29.910 --> 02:30:32.611]  They can't toy with me like they toy with everybody else.
[02:30:32.971 --> 02:30:33.891]  I won't be doing the debate.
[02:30:34.568 --> 02:30:35.189]  A smart move.
[02:30:35.629 --> 02:30:44.760]  After Rand Paul was arbitrarily excluded by Fox Business, Paul held his own event on social media as the debate was occurring and he trended number one on Twitter.
[02:30:45.040 --> 02:30:49.866]  Donald Trump now plans on holding a live event simultaneously with the debate on Thursday night.
[02:30:50.206 --> 02:30:58.356]  InfoWars reporters will be live at the Trump event in Iowa as part of our live debate coverage of the last debate before the first votes are cast on Monday.
[02:30:58.776 --> 02:31:04.763]  Join us for live analysis and coverage of both events beginning Thursday at 7 central, 8 p.m.
[02:31:04.863 --> 02:31:05.203]  Eastern.
[02:31:05.484 --> 02:31:07.426]  For Prison Planet TV, I'm David Knight.
[02:31:08.807 --> 02:31:13.010]  Use since before the days of the Roman Empire to support the body's natural systems.
[02:31:13.190 --> 02:31:17.153]  Introducing the new Infowarslife.com oil of oregano formulation.
[02:31:17.333 --> 02:31:22.116]  We have now procured the most high quality and potent forms of oregano oil on the market.
[02:31:22.276 --> 02:31:26.819]  Extracted directly from the wild herb and sealed in easy-to-use capsules.
[02:31:26.939 --> 02:31:30.262]  You will no longer need to endure the burning of liquid oregano on the tongue.
[02:31:30.422 --> 02:31:33.724]  Now available in our limited first run at Infowarslife.com.
[02:31:33.884 --> 02:31:35.705]  That's Infowarslife.com or call 888-253-3139.
[02:31:38.567 --> 02:31:39.488]  Brain Force is here.
[02:31:39.668 --> 02:31:41.790]  Ladies and gentlemen, I've been on this the last few months.
[02:31:41.890 --> 02:31:46.613]  You probably noticed I've been more focused, less brain fog, more energy, and it's because of Brain Force.
